title,abstract,authors,year,venue,journal,url,isOpenAccess,openAccessPdf,citationCount,referenceCount,isInfluential,publicationTypes,fieldsOfStudy,externalIds,influentialCitationCount,authors_names,publicationTypes_str,externalIds_str
AutoConfig: Automatic Configuration Tuning for Distributed Message Systems,"Distributed message systems (DMSs) serve as the communication backbone for many real-time streaming data processing applications. To support the vast diversity of such applications, DMSs provide a large number of parameters to configure. However, It overwhelms for most users to configure these parameters well for better performance. Although many automatic configuration approaches have been proposed to address this issue, critical challenges still remain: 1) to train a better and robust performance prediction model using a limited number of samples, and 2) to search for a high-dimensional parameter space efficiently within a time constraint. In this paper, we propose AutoConfig – an automatic configuration system that can optimize producer-side throughput on DMSs. AutoConfig constructs a novel comparison-based model (CBM) that is more robust that the prediction-based model (PBM) used by previous learning-based approaches. Furthermore, AutoConfig uses a weighted Latin hypercube sampling (wLHS) approach to select a set of samples that can provide a better coverage over the high-dimensional parameter space. wLHS allows AutoConfig to search for more promising configurations using the trained CBM. We have implemented AutoConfig on the Kafka platform, and evaluated it using eight different testing scenarios deployed on a public cloud. Experimental results show that our CBM can obtain better results than that of PBM under the same random forests based model. Furthermore, AutoConfig outperforms default configurations by 215.40% on average, and five state-of-the-art configuration algorithms by 7.21%-64.56%.","[{'authorId': '2056689344', 'name': 'Liang Bao'}, {'authorId': '2146074049', 'name': 'Xin Liu'}, {'authorId': '72417772', 'name': 'Ziheng Xu'}, {'authorId': '51197816', 'name': 'Baoyin Fang'}]",2018.0,International Conference on Automated Software Engineering,"{'pages': '29-40', 'name': '2018 33rd IEEE/ACM International Conference on Automated Software Engineering (ASE)'}",https://www.semanticscholar.org/paper/60546c9a3d96fa896a3844f60c8c6c7631bf971e,True,"{'url': 'https://dl.acm.org/doi/pdf/10.1145/3238147.3238175', 'status': 'BRONZE', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3238147.3238175?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3238147.3238175, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",53.0,86.0,,"['Book', 'JournalArticle', 'Conference']",['Computer Science'],"{'DBLP': 'conf/kbse/BaoLXF18', 'MAG': '2888705583', 'DOI': '10.1145/3238147.3238175', 'CorpusId': 52067041}",6.0,"Liang Bao, Xin Liu, Ziheng Xu, Baoyin Fang","Book, JournalArticle, Conference","DBLP:conf/kbse/BaoLXF18, MAG:2888705583, DOI:10.1145/3238147.3238175, CorpusId:52067041"
Navigating the Maze: The Impact of Configurability in Bioinformatics Software,"The bioinformatics software domain contains thousands of applications for automating tasks such as the pairwise alignment of DNA sequences, building and reasoning about metabolic models or simulating growth of an organism. Its end users range from sophisticated developers to those with little computational experience. In response to their needs, developers provide many options to customize the way their algorithms are tuned. Yet there is little or no automated help for the user in determining the consequences or impact of the options they choose. In this paper we describe our experience working with configurable bioinformatics tools. We find limited documentation and help for combining and selecting options along with variation in both functionality and performance. We also find previously undetected faults. We summarize our findings with a set of lessons learned, and present a roadmap for creating automated techniques to interact with bioinformatics software. We believe these will generalize to other types of scientific software.","[{'authorId': '39374834', 'name': 'Mikaela Cashman'}, {'authorId': '2111280798', 'name': 'Myra B. Cohen'}, {'authorId': '48636017', 'name': 'P. Ranjan'}, {'authorId': '1763774', 'name': 'R. Cottingham'}]",2018.0,International Conference on Automated Software Engineering,"{'pages': '757-767', 'name': '2018 33rd IEEE/ACM International Conference on Automated Software Engineering (ASE)'}",https://www.semanticscholar.org/paper/786d0bed9c77976b0690fe1982fad8fc812fd017,True,"{'url': 'https://dl.acm.org/doi/pdf/10.1145/3238147.3240466', 'status': 'BRONZE', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3238147.3240466?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3238147.3240466, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",32.0,48.0,,"['JournalArticle', 'Book', 'Conference']",['Computer Science'],"{'MAG': '2888726758', 'DBLP': 'conf/kbse/CashmanCRC18', 'DOI': '10.1145/3238147.3240466', 'CorpusId': 52069028}",0.0,"Mikaela Cashman, Myra B. Cohen, P. Ranjan, R. Cottingham","JournalArticle, Book, Conference","MAG:2888726758, DBLP:conf/kbse/CashmanCRC18, DOI:10.1145/3238147.3240466, CorpusId:52069028"
The next 700 CPU power models,"Software power estimation of CPUs is a central concern for energy efficiency and resource management in data centers. Over the last few years, a dozen of ad hoc power models have been proposed to cope with the wide diversity and the growing complexity of modern CPU architectures. However, most of these CPU power models rely on a thorough expertise of the targeted architectures, thus leading to the design of hardware-specific solutions that can hardly be ported beyond the initial settings. In this article, we rather propose a novel toolkit that uses a configurable/interchangeable learning technique to automatically learn the power model of a CPU, independently of the features and the complexity it exhibits. In particular, our learning approach automatically explores the space of hardware performance counters made available by a given CPU to isolate the ones that are best correlated to the power consumption of the host, and then infers a power model from the selected counters. Based on a middleware toolkit devoted to the implementation of software-defined power meters, we implement the proposed approach to generate CPU power models for a wide diversity of CPU architectures (including Intel, ARM, and AMD processors), and using a large variety of both CPU and memory-intensive workloads. We show that the CPU power models generated by our middleware toolkit estimate the power consumption of the whole CPU or individual processes with an accuracy of 98.5% on average, thus competing with the state-of-the-art power models.","[{'authorId': '1781405', 'name': 'Maxime Colmant'}, {'authorId': '1809154', 'name': 'Romain Rouvoy'}, {'authorId': '1450617682', 'name': 'Mascha Kurpicz-Briki'}, {'authorId': '1786036', 'name': 'Anita Sobe'}, {'authorId': '1743906', 'name': 'P. Felber'}, {'authorId': '1681385', 'name': 'L. Seinturier'}]",2018.0,Journal of Systems and Software,"{'volume': '144', 'pages': '382-396', 'name': 'J. Syst. Softw.'}",https://www.semanticscholar.org/paper/7a59d12b41c6709ff3d6416e0d30baa2225429e3,True,"{'url': 'https://hal.inria.fr/hal-01827132/file/colmant-jss.pdf', 'status': 'GREEN', 'license': 'other-oa', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1016/J.JSS.2018.07.001?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/J.JSS.2018.07.001, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",28.0,62.0,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/jss/ColmantRKSFS18', 'MAG': '2809707596', 'DOI': '10.1016/J.JSS.2018.07.001', 'CorpusId': 52175379}",2.0,"Maxime Colmant, Romain Rouvoy, Mascha Kurpicz-Briki, Anita Sobe, P. Felber, L. Seinturier",JournalArticle,"DBLP:journals/jss/ColmantRKSFS18, MAG:2809707596, DOI:10.1016/J.JSS.2018.07.001, CorpusId:52175379"
Data-efficient performance learning for configurable systems,,"[{'authorId': '3123889', 'name': 'Jianmei Guo'}, {'authorId': '2507061', 'name': 'Dingyu Yang'}, {'authorId': '1708928', 'name': 'Norbert Siegmund'}, {'authorId': '1721771', 'name': 'S. Apel'}, {'authorId': '32595269', 'name': 'Atrisha Sarkar'}, {'authorId': '3089958', 'name': 'P. Valov'}, {'authorId': '1726889', 'name': 'K. Czarnecki'}, {'authorId': '1723400', 'name': 'A. Wąsowski'}, {'authorId': '1808851', 'name': 'Huiqun Yu'}]",2018.0,Empirical Software Engineering,"{'volume': '23', 'pages': '1826-1867', 'name': 'Empirical Software Engineering'}",https://www.semanticscholar.org/paper/d475fb7ed23c7b09c9306c3cd5ead95b1167e936,True,"{'url': 'https://pure.itu.dk/portal/files/82425035/GYS_17emse.pdf', 'status': 'GREEN', 'license': 'other-oa', 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/s10664-017-9573-6?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/s10664-017-9573-6, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",134.0,55.0,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/ese/GuoYSASVCWY18', 'MAG': '2769879317', 'DOI': '10.1007/s10664-017-9573-6', 'CorpusId': 3282867}",16.0,"Jianmei Guo, Dingyu Yang, Norbert Siegmund, S. Apel, Atrisha Sarkar, P. Valov, K. Czarnecki, A. Wąsowski, Huiqun Yu",JournalArticle,"DBLP:journals/ese/GuoYSASVCWY18, MAG:2769879317, DOI:10.1007/s10664-017-9573-6, CorpusId:3282867"
Towards Adversarial Configurations for Software Product Lines,"Ensuring that all supposedly valid configurations of a software product line (SPL) lead to well-formed and acceptable products is challenging since it is most of the time impractical to enumerate and test all individual products of an SPL. Machine learning classifiers have been recently used to predict the acceptability of products associated with unseen configurations. For some configurations, a tiny change in their feature values can make them pass from acceptable to non-acceptable regarding users' requirements and vice-versa. In this paper, we introduce the idea of leveraging these specific configurations and their positions in the feature space to improve the classifier and therefore the engineering of an SPL. Starting from a variability model, we propose to use Adversarial Machine Learning techniques to create new, adversarial configurations out of already known configurations by modifying their feature values. Using an industrial video generator we show how adversarial configurations can improve not only the classifier, but also the variability model, the variability implementation, and the testing oracle.","[{'authorId': '121072977', 'name': 'Paul Temple'}, {'authorId': '2191325', 'name': 'M. Acher'}, {'authorId': '1684175', 'name': 'B. Biggio'}, {'authorId': '145810487', 'name': 'J. Jézéquel'}, {'authorId': '1710171', 'name': 'F. Roli'}]",2018.0,arXiv.org,"{'volume': 'abs/1805.12021', 'name': 'ArXiv'}",https://www.semanticscholar.org/paper/b7018b14a0a5e08ed61d8e2129e81b371687fbc7,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/1805.12021, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",6.0,41.0,,['JournalArticle'],"['Computer Science', 'Mathematics']","{'DBLP': 'journals/corr/abs-1805-12021', 'ArXiv': '1805.12021', 'MAG': '2807208072', 'CorpusId': 44137785}",1.0,"Paul Temple, M. Acher, B. Biggio, J. Jézéquel, F. Roli",JournalArticle,"DBLP:journals/corr/abs-1805-12021, ArXiv:1805.12021, MAG:2807208072, CorpusId:44137785"
Learning Non-deterministic Impact Models for Adaptation,"Many adaptive systems react to variations in their environment by changing their con guration. Often, they make the adaptation decisions based on some knowledge about how the reconfiguration actions impact the key performance indicators. However, the outcome of these actions is typically affected by uncertainty. Adaptation actions have non-deterministic impacts, potentially leading to multiple outcomes. When this uncertainty is not captured explicitly in the models that guide adaptation, decisions may turn out ineffective or even harmful to the system. Also critical is the need for these models to be interpretable to the human operators that are accountable for the system. However, accurate impact models for actions that result in non-deterministic outcomes are very difficult to obtain and existing techniques that support the automatic generation of these models, mainly based on machine learning, are limited in the way they learn non-determinism. In this paper, we propose a method to learn human-readable models that capture non-deterministic impacts explicitly. Additionally, we discuss how to exploit expert's knowledge to bootstrap the adaptation process as well as how to use the learned impacts to revise models defined offline. We motivate our work on the adaptation of applications in the cloud, typically affected by hardware heterogeneity and resource contention. To validate our approach we use a prototype based on the RUBiS auction application.","[{'authorId': '2057754342', 'name': 'Francisco Duarte'}, {'authorId': '11050873', 'name': 'R. G. Martinez'}, {'authorId': '145850527', 'name': 'P. Romano'}, {'authorId': '145434332', 'name': 'A. Lopes'}, {'authorId': '1741342', 'name': 'L. Rodrigues'}]",2018.0,International Symposium on Software Engineering for Adaptive and Self-Managing Systems,"{'pages': '196-205', 'name': '2018 IEEE/ACM 13th International Symposium on Software Engineering for Adaptive and Self-Managing Systems (SEAMS)'}",https://www.semanticscholar.org/paper/99ffb324f03efbd5441bb3c8c039e3a7e9a3e17e,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3194133.3194138?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3194133.3194138, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",15.0,34.0,,"['Book', 'JournalArticle']",['Computer Science'],"{'DBLP': 'conf/icse/DuarteMRLR18', 'MAG': '2884014490', 'DOI': '10.1145/3194133.3194138', 'CorpusId': 50772985}",1.0,"Francisco Duarte, R. G. Martinez, P. Romano, A. Lopes, L. Rodrigues","Book, JournalArticle","DBLP:conf/icse/DuarteMRLR18, MAG:2884014490, DOI:10.1145/3194133.3194138, CorpusId:50772985"
Towards Estimating and Predicting User Perception on Software Product Variants,,"[{'authorId': '145546830', 'name': 'Jabier Martinez'}, {'authorId': '1704747', 'name': 'Jean-Sébastien Sottet'}, {'authorId': '2165875', 'name': 'Alfonso García Frey'}, {'authorId': '3023999', 'name': 'Tégawendé F. Bissyandé'}, {'authorId': '1800408', 'name': 'T. Ziadi'}, {'authorId': '2445617', 'name': 'Jacques Klein'}, {'authorId': '121072977', 'name': 'Paul Temple'}, {'authorId': '2191325', 'name': 'M. Acher'}, {'authorId': '47681863', 'name': 'Y. L. Traon'}]",2018.0,International Conference on Software Reuse,{'pages': '23-40'},https://www.semanticscholar.org/paper/477ca8b645f9f78e4a88153153a61e5a5d587772,True,"{'url': 'https://hal.sorbonne-universite.fr/hal-01720519/file/Martinez_et_al_ICSR2018.pdf', 'status': 'GREEN', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/978-3-319-90421-4_2?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/978-3-319-90421-4_2, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",9.0,24.0,,"['JournalArticle', 'Conference']",['Computer Science'],"{'DBLP': 'conf/icsr/MartinezSFBZKTA18', 'MAG': '2790544441', 'DOI': '10.1007/978-3-319-90421-4_2', 'CorpusId': 215768936}",1.0,"Jabier Martinez, Jean-Sébastien Sottet, Alfonso García Frey, Tégawendé F. Bissyandé, T. Ziadi, Jacques Klein, Paul Temple, M. Acher, Y. L. Traon","JournalArticle, Conference","DBLP:conf/icsr/MartinezSFBZKTA18, MAG:2790544441, DOI:10.1007/978-3-319-90421-4_2, CorpusId:215768936"
Personalized recommender systems for product-line configuration processes,"Abstract Product lines are designed to support the reuse of features across multiple products. Features are product functional requirements that are important to stakeholders. In this context, feature models are used to establish a reuse platform and allow the configuration of multiple products through the interactive selection of a valid combination of features. Although there are many specialized configurator tools that aim to provide configuration support, they only assure that all dependencies from selected features are automatically satisfied. However, no support is provided to help decision makers focus on likely relevant configuration options. Consequently, since decision makers are often unsure about their needs, the configuration of large feature models becomes challenging. To improve the efficiency and quality of the product configuration process, we propose a new approach that provides users with a limited set of permitted, necessary and relevant choices. To this end, we adapt six state-of-the-art recommender algorithms to the product line configuration context. We empirically demonstrate the usability of the implemented algorithms in different domain scenarios, based on two real-world datasets of configurations. The results of our evaluation show that recommender algorithms, such as CF-shrinkage, CF-significance weighting, and BRISMF, when applied in the context of product-line configuration can efficiently support decision makers in a most efficient selection of features.","[{'authorId': '145526242', 'name': 'Juliana Alves Pereira'}, {'authorId': '1738970', 'name': 'Pawel Matuszyk'}, {'authorId': '2805826', 'name': 'S. Krieter'}, {'authorId': '1685612', 'name': 'M. Spiliopoulou'}, {'authorId': '1746173', 'name': 'G. Saake'}]",2018.0,"Computer languages, systems & structures","{'volume': '54', 'pages': '451-471', 'name': 'Comput. Lang. Syst. Struct.'}",https://www.semanticscholar.org/paper/33bd8304f3a999eda4eb5bd73f0d2693acef34ed,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1016/j.cl.2018.01.003?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/j.cl.2018.01.003, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",43.0,49.0,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/cl/PereiraMKSS18', 'MAG': '2791672417', 'DOI': '10.1016/j.cl.2018.01.003', 'CorpusId': 57575050}",1.0,"Juliana Alves Pereira, Pawel Matuszyk, S. Krieter, M. Spiliopoulou, G. Saake",JournalArticle,"DBLP:journals/cl/PereiraMKSS18, MAG:2791672417, DOI:10.1016/j.cl.2018.01.003, CorpusId:57575050"
Tradeoffs in modeling performance of highly configurable software systems,,"[{'authorId': '35166207', 'name': 'Sergiy S. Kolesnikov'}, {'authorId': '1708928', 'name': 'Norbert Siegmund'}, {'authorId': '145832795', 'name': 'Christian Kästner'}, {'authorId': '3236963', 'name': 'A. Grebhahn'}, {'authorId': '1721771', 'name': 'S. Apel'}]",2018.0,Journal of Software and Systems Modeling,"{'volume': '18', 'pages': '2265 - 2283', 'name': 'Software & Systems Modeling'}",https://www.semanticscholar.org/paper/014fb99ab053bfe73b085d6a831980ad6fe3edbf,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/s10270-018-0662-9?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/s10270-018-0662-9, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",80.0,46.0,,['JournalArticle'],['Computer Science'],"{'MAG': '2787456385', 'DBLP': 'journals/sosym/KolesnikovSKGA19', 'DOI': '10.1007/s10270-018-0662-9', 'CorpusId': 3316038}",2.0,"Sergiy S. Kolesnikov, Norbert Siegmund, Christian Kästner, A. Grebhahn, S. Apel",JournalArticle,"MAG:2787456385, DBLP:journals/sosym/KolesnikovSKGA19, DOI:10.1007/s10270-018-0662-9, CorpusId:3316038"
VaryLATEX: Learning Paper Variants That Meet Constraints,,"[{'authorId': '2191325', 'name': 'M. Acher'}, {'authorId': '121072977', 'name': 'Paul Temple'}, {'authorId': '145810487', 'name': 'J. Jézéquel'}, {'authorId': '36457775', 'name': 'J. Galindo'}, {'authorId': '145546830', 'name': 'Jabier Martinez'}, {'authorId': '1800408', 'name': 'T. Ziadi'}]",2018.0,International Workshop on Variability Modelling of Software-Intensive Systems,{'name': 'Proceedings of the 12th International Workshop on Variability Modelling of Software-Intensive Systems'},https://www.semanticscholar.org/paper/d6ef57999185b0943f89d4107e9cbe0da6e6f4be,True,"{'url': 'https://hal.inria.fr/hal-01659161/file/varyLaTeX.pdf', 'status': 'GREEN', 'license': 'other-oa', 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3168365.3168372?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3168365.3168372, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",20.0,21.0,,"['JournalArticle', 'Book']",['Computer Science'],"{'MAG': '2783425014', 'DBLP': 'conf/vamos/AcherTJGMZ18', 'DOI': '10.1145/3168365.3168372', 'CorpusId': 46731283}",1.0,"M. Acher, Paul Temple, J. Jézéquel, J. Galindo, Jabier Martinez, T. Ziadi","JournalArticle, Book","MAG:2783425014, DBLP:conf/vamos/AcherTJGMZ18, DOI:10.1145/3168365.3168372, CorpusId:46731283"
An efficient method for uncertainty propagation in robust software performance estimation,"Software engineers often have to estimate the performance of a software system before having full knowledge of the system parameters, such as workload and operational profile. These uncertain parameters inevitably affect the accuracy of quality evaluations, and the ability to judge if the system can continue to fulfil performance requirements if parameter results are different from expected. Previous work has addressed this problem by modelling the potential values of uncertain parameters as probability distribution functions, and estimating the robustness of the system using Monte Carlo-based methods. These approaches require a large number of samples, which results in high computational cost and long waiting times. 
To address the computational inefficiency of existing approaches, we employ Polynomial Chaos Expansion (PCE) as a rigorous method for uncertainty propagation and further extend its use to robust performance estimation. The aim is to assess if the software system is robust, i.e., it can withstand possible changes in parameter values, and continue to meet performance requirements. PCE is a very efficient technique, and requires significantly less computations to accurately estimate the distribution of performance indices. Through three very different case studies from different phases of software development and heterogeneous application domains, we show that PCE can accurately (>97\%) estimate the robustness of various performance indices, and saves up to 225 hours of performance evaluation time when compared to Monte Carlo Simulation.","[{'authorId': '2387149', 'name': 'A. Aleti'}, {'authorId': '1808957', 'name': 'Catia Trubiani'}, {'authorId': '1781241', 'name': 'A. Hoorn'}, {'authorId': '31948108', 'name': 'Pooyan Jamshidi'}]",2018.0,Journal of Systems and Software,"{'volume': '138', 'pages': '222-235', 'name': 'J. Syst. Softw.'}",https://www.semanticscholar.org/paper/ba1f12a568fb64e113f53f3412afd60d380bf16e,True,"{'url': 'https://arxiv.org/pdf/1801.04644', 'status': 'GREEN', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/1801.04644, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",21.0,70.0,,['JournalArticle'],['Computer Science'],"{'MAG': '3098480364', 'ArXiv': '1801.04644', 'DBLP': 'journals/jss/AletiTHJ18', 'DOI': '10.1016/j.jss.2018.01.010', 'CorpusId': 4415748}",0.0,"A. Aleti, Catia Trubiani, A. Hoorn, Pooyan Jamshidi",JournalArticle,"MAG:3098480364, ArXiv:1801.04644, DBLP:journals/jss/AletiTHJ18, DOI:10.1016/j.jss.2018.01.010, CorpusId:4415748"
A Survey on Compiler Autotuning using Machine Learning,"Since the mid-1990s, researchers have been trying to use machine-learning-based approaches to solve a number of different compiler optimization problems. These techniques primarily enhance the quality of the obtained results and, more importantly, make it feasible to tackle two main compiler optimization problems: optimization selection (choosing which optimizations to apply) and phase-ordering (choosing the order of applying optimizations). The compiler optimization space continues to grow due to the advancement of applications, increasing number of compiler optimizations, and new target architectures. Generic optimization passes in compilers cannot fully leverage newly introduced optimizations and, therefore, cannot keep up with the pace of increasing options. This survey summarizes and classifies the recent advances in using machine learning for the compiler optimization field, particularly on the two major problems of (1) selecting the best optimizations, and (2) the phase-ordering of optimizations. The survey highlights the approaches taken so far, the obtained results, the fine-grain classification among different approaches, and finally, the influential papers of the field.","[{'authorId': '2206135', 'name': 'Amir H. Ashouri'}, {'authorId': '46315768', 'name': 'W. Killian'}, {'authorId': '1874233', 'name': 'John Cavazos'}, {'authorId': '144570312', 'name': 'G. Palermo'}, {'authorId': '1784619', 'name': 'C. Silvano'}]",2018.0,ACM Computing Surveys,"{'volume': '51', 'pages': '1 - 42', 'name': 'ACM Computing Surveys (CSUR)'}",https://www.semanticscholar.org/paper/e1d7e18915bd8991373404ea157c3599e493122f,True,"{'url': 'https://arxiv.org/pdf/1801.04405', 'status': 'GREEN', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/1801.04405, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",246.0,307.0,,"['JournalArticle', 'Review']",['Computer Science'],"{'MAG': '2949719266', 'DBLP': 'journals/csur/AshouriKCPS19', 'ArXiv': '1801.04405', 'DOI': '10.1145/3197978', 'CorpusId': 4096056}",11.0,"Amir H. Ashouri, W. Killian, John Cavazos, G. Palermo, C. Silvano","JournalArticle, Review","MAG:2949719266, DBLP:journals/csur/AshouriKCPS19, ArXiv:1801.04405, DOI:10.1145/3197978, CorpusId:4096056"
Finding Faster Configurations Using FLASH,"Finding good configurations of a software system is often challenging since the number of configuration options can be large. Software engineers often make poor choices about configuration or, even worse, they usually use a sub-optimal configuration in production, which leads to inadequate performance. To assist engineers in finding the better configuration, this article introduces Flash, a sequential model-based method that sequentially explores the configuration space by reflecting on the configurations evaluated so far to determine the next best configuration to explore. Flash scales up to software systems that defeat the prior state-of-the-art model-based methods in this area. Flash runs much faster than existing methods and can solve both single-objective and multi-objective optimization problems. The central insight of this article is to use the prior knowledge of the configuration space (gained from prior runs) to choose the next promising configuration. This strategy reduces the effort (i.e., number of measurements) required to find the better configuration. We evaluate Flash using 30 scenarios based on 7 software systems to demonstrate that Flash saves effort in 100 and 80 percent of cases in single-objective and multi-objective problems respectively by up to several orders of magnitude compared to state-of-the-art techniques.","[{'authorId': '143934608', 'name': 'V. Nair'}, {'authorId': '1491247841', 'name': 'Zhe Yu'}, {'authorId': '1703872', 'name': 'T. Menzies'}, {'authorId': '1708928', 'name': 'Norbert Siegmund'}, {'authorId': '1721771', 'name': 'S. Apel'}]",2018.0,IEEE Transactions on Software Engineering,"{'volume': '46', 'pages': '794-811', 'name': 'IEEE Transactions on Software Engineering'}",https://www.semanticscholar.org/paper/9eb6bde06c8f943afa3244a9529d5102cb87d456,True,"{'url': 'https://arxiv.org/pdf/1801.02175', 'status': 'GREEN', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/1801.02175, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",142.0,69.0,,['JournalArticle'],['Computer Science'],"{'MAG': '2963715041', 'DBLP': 'journals/corr/abs-1801-02175', 'ArXiv': '1801.02175', 'DOI': '10.1109/TSE.2018.2870895', 'CorpusId': 784510}",24.0,"V. Nair, Zhe Yu, T. Menzies, Norbert Siegmund, S. Apel",JournalArticle,"MAG:2963715041, DBLP:journals/corr/abs-1801-02175, ArXiv:1801.02175, DOI:10.1109/TSE.2018.2870895, CorpusId:784510"
On the Relation of External and Internal Feature Interactions: A Case Study,"Detecting feature interactions is imperative for accurately predicting performance of highly-configurable systems. State-of-the-art performance prediction techniques rely on supervised machine learning for detecting feature interactions, which, in turn, relies on time consuming performance measurements to obtain training data. By providing information about potentially interacting features, we can reduce the number of required performance measurements and make the overall performance prediction process more time efficient. We expect that the information about potentially interacting features can be obtained by statically analyzing the source code of a highly-configurable system, which is computationally cheaper than performing multiple performance measurements. To this end, we conducted a qualitative case study in which we explored the relation between control-flow feature interactions (detected through static program analysis) and performance feature interactions (detected by performance prediction techniques using performance measurements). We found that a relation exists, which can potentially be exploited to predict performance interactions.","[{'authorId': '35166207', 'name': 'Sergiy S. Kolesnikov'}, {'authorId': '1708928', 'name': 'Norbert Siegmund'}, {'authorId': '145832795', 'name': 'Christian Kästner'}, {'authorId': '1721771', 'name': 'S. Apel'}]",2017.0,arXiv.org,"{'volume': 'abs/1712.07440', 'name': 'ArXiv'}",https://www.semanticscholar.org/paper/454deda25a4031645def5b9b12aa14636552ae46,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/1712.07440, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",28.0,26.0,,['JournalArticle'],['Computer Science'],"{'ArXiv': '1712.07440', 'MAG': '2779848007', 'DBLP': 'journals/corr/abs-1712-07440', 'CorpusId': 3012337}",0.0,"Sergiy S. Kolesnikov, Norbert Siegmund, Christian Kästner, S. Apel",JournalArticle,"ArXiv:1712.07440, MAG:2779848007, DBLP:journals/corr/abs-1712-07440, CorpusId:3012337"
