id,abstract,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W891552781,,Hojung Shin|Jae-Nam Lee|Daesoo Kim|Hosun Rhim,https://openalex.org/A5044584052|https://openalex.org/A5101509618|https://openalex.org/A5090965956|https://openalex.org/A5037376627,https://orcid.org/0000-0003-0272-6713|https://orcid.org/0000-0002-1656-1422|https://orcid.org/0000-0001-9915-1463|https://orcid.org/0000-0001-6634-6344,KR|KR|KR|KR,Korea University|Korea University|Korea University|Korea University,https://openalex.org/I197347611|https://openalex.org/I197347611|https://openalex.org/I197347611|https://openalex.org/I197347611,True|False|False|False,194,https://openalex.org/I197347611,Strategic agility of Korean small and medium enterprises and its influence on operational and firm performance,https://doi.org/10.1016/j.ijpe.2015.06.015,,15.45044671,False,en,False,closed,International Journal of Production Economics,https://openalex.org/S184816971,0925-5273,journal,Collaboration in agile enterprises,2015-06-22,2015,article
https://openalex.org/W1587494126,,C. Jason Woodard|Narayan Ramasubbu|Feichin Tschang|V. Sambamurthy,https://openalex.org/A5009587995|https://openalex.org/A5023658938|https://openalex.org/A5060238507|https://openalex.org/A5061657299,https://orcid.org/0000-0003-2383-0384|https://orcid.org/0000-0002-6959-0729||https://orcid.org/0000-0002-6600-1706,SG|US|SG|US,Singapore Management University|University of Pittsburgh|Singapore Management University|Michigan State University,https://openalex.org/I79891267|https://openalex.org/I170201317|https://openalex.org/I79891267|https://openalex.org/I87216513,True|False|False|False,187,https://openalex.org/I79891267,Design Capital and Design Moves: The Logic of Digital Business Strategy1,https://doi.org/10.25300/misq/2013/37.2.10,,26.32924992,False,en,False,closed,MIS Quarterly,https://openalex.org/S57293258,0276-7783,journal,Digital Platforms and Economics,2013-06-01,2013,article
https://openalex.org/W12486330,"Theory-driven structural equation modeling (SEM) is an increasingly popular technique for analyzing quantitative data in Information Systems research. Since 1994, 20% of all papers in top-tier journals use structural equation modeling [Urbach and Ahlemann, 2010]. Higher-order factor structures have been widely discussed from a number of theoretical perspectives [e.g., Bagozzi and Edwards, 1998; Hayduk, Ratner, Johnson and Bottorff, 1995; Law, Wong and Mobley, 1998]. Our intention is not to contradict these theoretical discussions but to postulate that empirical analysis can assist in the discovery of emergent higher-order structures where perhaps not initially proposed. As constructs have become both more numerous and specific, the existence of higher levels of multicollinearity, even when discriminant validity is evident, are becoming problematic for assessing the role of individual constructs. Thus, there becomes a need for a higher-order structure to represent these relationships. In this paper, we present a six-step methodology for researchers who have structural models suffering from multicollinearity, positing that multicollinearity can obscure an underlying higher-order structure. We present findings from an empirical study where multicollinearity had masked the presence of a higher-order structure. We conclude with a proposed methodology for discovering higher-order factor models.",Colleen Schwarz|Andrew Schwarz|William C. Black,https://openalex.org/A5113469282|https://openalex.org/A5108284310|https://openalex.org/A5074291861,||https://orcid.org/0000-0003-4865-6124,US|US|US,University of Louisiana at Lafayette|Louisiana State University|Louisiana State University|University of Louisiana at Lafayette,https://openalex.org/I79516672|https://openalex.org/I121820613|https://openalex.org/I121820613|https://openalex.org/I79516672,True|False|False,181,https://openalex.org/I79516672,Examining the Impact of Multicollinearity in Discovering Higher-Order Factor Models,https://doi.org/10.17705/1cais.03462,,34.69907254,False,en,True,bronze,Communications of the Association for Information Systems,https://openalex.org/S4210239688,1529-3181,journal,Technology Adoption and User Behaviour,2014-01-01,2014,article
https://openalex.org/W2194414350,,Yang Chen|Yi Wang|Saggi Nevo|Jose Benitez|Gang Kou,https://openalex.org/A5100350508|https://openalex.org/A5100785191|https://openalex.org/A5055873328|https://openalex.org/A5112738700|https://openalex.org/A5073973267,https://orcid.org/0009-0001-6235-685X|https://orcid.org/0000-0003-1239-5591|https://orcid.org/0000-0002-4195-6733||https://orcid.org/0000-0002-9220-8647,CN|CN|US|FR|CN,"Southwestern University of Finance and Economics|Shantou University|University at Albany, State University of New York|École Supérieure de Commerce de Rennes|Southwestern University of Finance and Economics",https://openalex.org/I204831749|https://openalex.org/I32574673|https://openalex.org/I392282|https://openalex.org/I92834545|https://openalex.org/I204831749,False|True|False|False|False,163,https://openalex.org/I32574673,Improving Strategic Flexibility with Information Technologies: Insights for Firm Performance in an Emerging Economy,https://doi.org/10.1057/jit.2015.26,Shantou University|European Commission|National Natural Science Foundation of China,13.04644315,False,en,False,closed,Journal of Information Technology,https://openalex.org/S135086714,0268-3962,journal,Innovation and Knowledge Management,2015-09-15,2015,article
https://openalex.org/W2055762284,,Gimun Kim|Bongsik Shin|Ohbyung Kwon,https://openalex.org/A5028266586|https://openalex.org/A5024695245|https://openalex.org/A5088891802,https://orcid.org/0000-0002-1832-7592|https://orcid.org/0000-0002-2031-1493|https://orcid.org/0000-0001-9686-6586,KR|US|KR,Chungnam National University|San Diego State University|Kyung Hee University,https://openalex.org/I196345858|https://openalex.org/I26538001|https://openalex.org/I35928602,True|False|False,161,https://openalex.org/I196345858,Investigating the Value of Sociomaterialism in Conceptualizing IT Capability of a Firm,https://doi.org/10.2753/mis0742-1222290310,,7.30758926,False,en,False,closed,Journal of Management Information Systems,https://openalex.org/S9954729,0742-1222,journal,Information Systems Theories and Implementation,2012-12-01,2012,article
https://openalex.org/W2114546868,,Hongyi Mao|Shan Liu|Jinlong Zhang,https://openalex.org/A5044554550|https://openalex.org/A5100449792|https://openalex.org/A5100602288,https://orcid.org/0000-0002-9304-7996|https://orcid.org/0000-0002-1846-3789|https://orcid.org/0000-0002-1334-6436,CN|CN|CN,Huazhong University of Science and Technology|Wuhan University|Huazhong University of Science and Technology,https://openalex.org/I47720641|https://openalex.org/I37461747|https://openalex.org/I47720641,False|True|False,128,https://openalex.org/I37461747,How the effects of IT and knowledge capability on organizational agility are contingent on environmental uncertainty and information intensity,https://doi.org/10.1177/0266666913518059,,9.30854476,False,en,False,closed,Information Development,https://openalex.org/S61286511,0266-6669,journal,Collaboration in agile enterprises,2014-02-04,2014,article
https://openalex.org/W2175341231,,Douglas A Battleson|Barry West|Jongwoo Kim|Balasubramaniam Ramesh|Pamela S. Robinson,https://openalex.org/A5057641022|https://openalex.org/A5011056195|https://openalex.org/A5100639725|https://openalex.org/A5085789980|https://openalex.org/A5041860950,||https://orcid.org/0000-0001-5656-4436|https://orcid.org/0000-0001-9629-328X|,||||,,,True|False|False|False|False,122,,Achieving dynamic capabilities with cloud computing: an empirical investigation,https://doi.org/10.1057/ejis.2015.12,,8.65251076,False,en,False,closed,European Journal of Information Systems,https://openalex.org/S116712389,0960-085X,journal,Big Data and Business Intelligence,2015-11-24,2015,article
https://openalex.org/W1668931683,,Sutirtha Chatterjee|Gregory D. Moody|Paul Benjamin Lowry|Suranjan Chakraborty|Andrew Hardin,https://openalex.org/A5012258097|https://openalex.org/A5073948873|https://openalex.org/A5009502121|https://openalex.org/A5113392439|https://openalex.org/A5044042902,https://orcid.org/0000-0001-8956-220X|https://orcid.org/0000-0001-7287-7336|https://orcid.org/0000-0002-0187-5808||https://orcid.org/0000-0003-0049-1762,US|US||US|US,"University of Nevada, Reno|University of Nevada, Reno||Towson University|University of Nevada, Reno",https://openalex.org/I134113660|https://openalex.org/I134113660||https://openalex.org/I4322298|https://openalex.org/I134113660,True|False|False|False|False,114,https://openalex.org/I134113660,Strategic Relevance of Organizational Virtues Enabled by Information Technology in Organizational Innovation,https://doi.org/10.1080/07421222.2015.1099180,,12.4695972,False,en,False,closed,Journal of Management Information Systems,https://openalex.org/S9954729,0742-1222,journal,Ethics in Business and Education,2015-07-03,2015,article
https://openalex.org/W1966180099,,Peiying Huang|Shan L. Pan|Tao Ouyang,https://openalex.org/A5101327993|https://openalex.org/A5011738956|https://openalex.org/A5101858412,|https://orcid.org/0000-0003-3762-4629|https://orcid.org/0000-0002-9380-7238,SG|AU|CN,National University of Singapore|Australian Institute of Business|UNSW Sydney|Beihang University,https://openalex.org/I165932596|https://openalex.org/I2802355861|https://openalex.org/I31746571|https://openalex.org/I82880672,False|False|True,92,https://openalex.org/I82880672,Developing information processing capability for operational agility: implications from a Chinese manufacturer,https://doi.org/10.1057/ejis.2014.4,National University of Singapore|National Natural Science Foundation of China|Beihang University|Wuhan University|Management and Science University,12.17271237,False,en,False,closed,European Journal of Information Systems,https://openalex.org/S116712389,0960-085X,journal,Collaboration in agile enterprises,2014-03-18,2014,article
https://openalex.org/W2088800707,,Sunghun Chung|Kyung Young Lee|Jinho Choi,https://openalex.org/A5101404818|https://openalex.org/A5101731942|https://openalex.org/A5062928944,https://orcid.org/0000-0003-4572-032X|https://orcid.org/0000-0003-2263-0559|https://orcid.org/0000-0003-0602-7100,CA|CA|KR,McGill University|Bishop's University|Sejong University,https://openalex.org/I5023651|https://openalex.org/I113281461|https://openalex.org/I28777354,True|False|False,88,https://openalex.org/I5023651,Exploring digital creativity in the workspace: The role of enterprise mobile applications on perceived job performance and creativity,https://doi.org/10.1016/j.chb.2014.03.055,,9.20587639,False,en,False,closed,Computers in Human Behavior,https://openalex.org/S204030396,0747-5632,journal,Technology Adoption and User Behaviour,2014-04-13,2014,article
https://openalex.org/W2099042068,"Organizations have increasingly invested money in information technology (IT) in order to improve their agility. It is generally believed that organizations with greater IT investment tend to be more agile to response to environmental changes. However, the issue of whether IT is an enabler or impeder of organizational agility still remains unresolved. Drawing upon resource-based view theory and the literatures of information systems and supply chain management, the authors develop and test a theoretical model that integrates IT capability, supply chain capability and organizational agility. The authors propose that IT capability enables the development of a higher level of supply chain capability which is embedded within inter-firm processes and in turn enhances organizational agility. Structural equation modelling is employed to test their theoretical conceptualization of 310 Australian fast-growth small-to-medium enterprises across different industrial sectors. The results show that IT capability does contribute to firm agility through enhancing inter-firm supply chain processes such as integration, information sharing and coordination. This research highlights the role of IT-enabled intermediated processes and the ways in which IT is used by firms to enhance core business processes.",Rui Bi|Robert Davidson|Booi Kam|Kosmas X. Smyrnios,https://openalex.org/A5034543383|https://openalex.org/A5112822819|https://openalex.org/A5046931357|https://openalex.org/A5000300370,https://orcid.org/0000-0001-7016-9168||https://orcid.org/0000-0002-4533-400X|https://orcid.org/0000-0003-1390-5856,AU|HK|AU|AU,Charles Sturt University|City University of Hong Kong|RMIT University|RMIT University,https://openalex.org/I153230381|https://openalex.org/I168719708|https://openalex.org/I82951845|https://openalex.org/I82951845,True|False|False|False,86,https://openalex.org/I153230381,Developing Organizational Agility through IT and Supply Chain Capability,https://doi.org/10.4018/jgim.2013100103,,6.58231248,False,en,True,green,Journal of Global Information Management,https://openalex.org/S83591844,1062-7375,journal,Innovation and Knowledge Management,2013-10-01,2013,article
https://openalex.org/W2307354236,,Peggy a Schlesinger|Nayem Rahman,https://openalex.org/A5087878389|https://openalex.org/A5108100245,|,US|US,Intel (United States)|Intel (United States),https://openalex.org/I1343180700|https://openalex.org/I1343180700,True|False,50,https://openalex.org/I1343180700,Self-Service Business Intelligence Resulting in Disruptive Technology,https://doi.org/10.1080/08874417.2015.11645796,,7.63456831,False,en,False,closed,Journal of Computer Information Systems,https://openalex.org/S83133229,0887-4417,journal,Big Data and Business Intelligence,2015-12-07,2015,article
https://openalex.org/W2106358754,"Organizational agility is a key factor for survival and success in today&amp;rsquo;s global, interconnected and turbulent business environment. Mobile technology, due to its anywhere, anytime characteristics, can be a promising tool for enhancing organizational agility. Yet there are no studies that guide organizations in leveraging mobile technology for improving speed and responsiveness to market needs. This paper attempts to fill this gap by exploring the question of how mobile technology can be used to enhance organizational agility. We use an exploratory research approach that analyzes archival data of 89 case studies describing contemporary applications of mobile technology within organizations. After developing a mobile agility framework and using it as our analytical lens, we examine each case to identify specific ways in which mobile technology is used to improve operational, customer, and partnering agility. The main contribution of this study is identification of emergent clusters of agility-enhancing mechanisms based on the benefits of mobile technology. The discovered benefits and mechanisms can guide organizations on improving their agility with the help of mobile technology. We also formulate research questions that should be addressed by future studies in order to produce a more comprehensive theoretical understanding of how mobile technology improves organizational agility.",Vlad Krotov|Iris Junglas|Douglas J. Steel,https://openalex.org/A5042235173|https://openalex.org/A5001364826|https://openalex.org/A5052585693,https://orcid.org/0000-0003-0539-0178|https://orcid.org/0000-0002-2914-3879|,AE|US|US,Abu Dhabi University|Florida State University|University of Houston - Clear Lake,https://openalex.org/I117222138|https://openalex.org/I103163165|https://openalex.org/I52913039,True|False|False,27,https://openalex.org/I117222138,The Mobile Agility Framework: An Exploratory Study of Mobile Technology Enhancing Organizational Agility,https://doi.org/10.4067/s0718-18762015000300002,,4.29625143,False,en,True,gold,Journal of theoretical and applied electronic commerce research,https://openalex.org/S27967161,0718-1876,journal,Collaboration in agile enterprises,2014-12-19,2014,article
https://openalex.org/W2067980831,,Ravi Seethamraju|D. Sundar,https://openalex.org/A5056425289|https://openalex.org/A5077794033,https://orcid.org/0000-0002-1419-3806|,AU|IN,University of Sydney|Indian Institute of Management Bangalore,https://openalex.org/I129604602|https://openalex.org/I44430492,True|False,77,https://openalex.org/I129604602,Influence of ERP systems on business process agility,https://doi.org/10.1016/j.iimb.2013.05.001,,8.00708471,False,en,True,gold,IIMB Management Review,https://openalex.org/S144946686,0970-3896,journal,ERP Systems Implementation and Impact,2013-06-18,2013,article
https://openalex.org/W2297999461,,Sebastián Bruqué Cámara|José Moyano‐Fuentes|Juan Manuel Maqueira Marín,https://openalex.org/A5013568619|https://openalex.org/A5016333434|https://openalex.org/A5065600712,|https://orcid.org/0000-0002-8702-6419|https://orcid.org/0000-0001-5159-5970,ES|ES|ES,Universidad de Jaén|Universidad de Jaén|Universidad de Jaén,https://openalex.org/I191420491|https://openalex.org/I191420491|https://openalex.org/I191420491,True|False|False,77,https://openalex.org/I191420491,"Cloud computing, Web 2.0, and operational performance",https://doi.org/10.1108/ijlm-07-2013-0085,,6.61662587,False,en,False,closed,The International Journal of Logistics Management,https://openalex.org/S97048498,0957-4093,journal,ERP Systems Implementation and Impact,2015-10-15,2015,article
https://openalex.org/W2024257601,,Anne Marie Warren|Ainin Sulaiman|Noor Ismawati Jaafar,https://openalex.org/A5047125155|https://openalex.org/A5109239762|https://openalex.org/A5082239536,||https://orcid.org/0000-0002-8604-6004,MY|MY|MY,University of Malaya|University of Malaya|University of Malaya,https://openalex.org/I33849332|https://openalex.org/I33849332|https://openalex.org/I33849332,False|False|True,74,https://openalex.org/I33849332,Understanding civic engagement behaviour on Facebook from a social capital theory perspective,https://doi.org/10.1080/0144929x.2014.934290,,8.73696663,False,en,False,closed,Behaviour and Information Technology,https://openalex.org/S123849098,0144-929X,journal,Social Media and Politics,2014-06-12,2014,article
https://openalex.org/W1970211536,,Antti Tenhiälä|Pekka Helkiö,https://openalex.org/A5070590777|https://openalex.org/A5022776481,https://orcid.org/0000-0003-2890-0003|,ES|FI,IE University|Aalto University,https://openalex.org/I125068653|https://openalex.org/I9927081,True|False,72,https://openalex.org/I125068653,Performance effects of using an ERP system for manufacturing planning and control under dynamic market requirements,https://doi.org/10.1016/j.jom.2014.05.001,,8.53904817,False,en,False,closed,Journal of Operations Management,https://openalex.org/S142306484,0272-6963,journal,ERP Systems Implementation and Impact,2014-05-21,2014,article
https://openalex.org/W2034368702,,Sunghun Chung|Kyung Young Lee|Kimin Kim,https://openalex.org/A5101404818|https://openalex.org/A5101731942|https://openalex.org/A5012699974,https://orcid.org/0000-0003-4572-032X|https://orcid.org/0000-0003-2263-0559|https://orcid.org/0000-0002-6937-1761,CA|CA|CA,McGill University|Bishop's University|Bishop's University,https://openalex.org/I5023651|https://openalex.org/I113281461|https://openalex.org/I113281461,True|False|False,71,https://openalex.org/I5023651,"Job performance through mobile enterprise systems: The role of organizational agility, location independence, and task characteristics",https://doi.org/10.1016/j.im.2014.05.007,,12.74659808,False,en,False,closed,Information & Management,https://openalex.org/S38883057,0378-7206,journal,Technology Adoption and User Behaviour,2014-05-23,2014,article
https://openalex.org/W2110914723,,Amrit Tiwana|Stephen K. Kim,https://openalex.org/A5001331480|https://openalex.org/A5076430288,https://orcid.org/0000-0003-1750-2528|https://orcid.org/0000-0001-6287-4676,US|US,University of Georgia|Iowa State University,https://openalex.org/I165733156|https://openalex.org/I173911158,True|False,71,https://openalex.org/I165733156,Discriminating IT Governance,https://doi.org/10.1287/isre.2015.0591,,6.10765465,False,en,False,closed,Information Systems Research,https://openalex.org/S202812398,1047-7047,journal,Information Technology Governance and Strategy,2015-10-16,2015,article
https://openalex.org/W2092137318,,Majid Nejatian|Mohammad Hossein Zarei,https://openalex.org/A5043968193|https://openalex.org/A5066491110,https://orcid.org/0000-0002-5797-2316|https://orcid.org/0000-0001-5025-4082,IR|MY,Tarbiat Modares University|Shahab Danesh University|University of Technology Malaysia,https://openalex.org/I1516879|https://openalex.org/I4210126724|https://openalex.org/I4576418,True|False,67,https://openalex.org/I1516879|https://openalex.org/I4210126724,Moving Towards Organizational Agility: Are We Improving in the Right Direction?,https://doi.org/10.1007/s40171-013-0048-3,,4.01715096,False,en,False,closed,Global Journal of Flexible Systems Management,https://openalex.org/S2764879640,0972-2696,journal,Collaboration in agile enterprises,2013-10-31,2013,article
https://openalex.org/W2230123036,,Everist Limaj|Edward Bernroider|Jyoti Choudrie,https://openalex.org/A5070010535|https://openalex.org/A5021103725|https://openalex.org/A5036261076,https://orcid.org/0000-0002-5377-3299|https://orcid.org/0000-0003-4787-8358|https://orcid.org/0000-0001-9349-7690,AT|AT|GB,Vienna University of Economics and Business|Vienna University of Economics and Business|University of Hertfordshire,https://openalex.org/I102248843|https://openalex.org/I102248843|https://openalex.org/I141584323,False|False|True,65,https://openalex.org/I141584323,"The impact of social information system governance, utilization, and capabilities on absorptive capacity and innovation: A case of Austrian SMEs",https://doi.org/10.1016/j.im.2015.12.003,,8.78784137,False,en,True,bronze,Information & Management,https://openalex.org/S38883057,0378-7206,journal,Knowledge Management and Sharing,2015-12-31,2015,article
https://openalex.org/W2133924088,,Kent Walker|Francine Schlosser|David L. Deephouse,https://openalex.org/A5078162507|https://openalex.org/A5017870308|https://openalex.org/A5052850017,|https://orcid.org/0000-0001-7420-0652|https://orcid.org/0000-0002-2092-9787,CA|CA|CA,University of Windsor|University of Windsor|University of Alberta,https://openalex.org/I74413500|https://openalex.org/I74413500|https://openalex.org/I154425047,True|False|False,60,https://openalex.org/I74413500,Organizational Ingenuity and the Paradox of Embedded Agency: The Case of the Embryonic Ontario Solar Energy Industry,https://doi.org/10.1177/0170840613517599,,10.55234212,False,en,False,closed,Organization Studies,https://openalex.org/S28882882,0170-8406,journal,Management and Organizational Studies,2014-03-05,2014,article
