title,abstract,authors,year,venue,journal,url,isOpenAccess,openAccessPdf,citationCount,referenceCount,isInfluential,publicationTypes,fieldsOfStudy,externalIds,influentialCitationCount,authors_names,publicationTypes_str,externalIds_str
Finding relevant research solutions for practical problems: the serp taxonomy architecture,,"[{'authorId': '1737649', 'name': 'K. Petersen'}, {'authorId': '1777300', 'name': 'Emelie Engström'}]",2014.0,WISE@ASE,{'name': 'Proceedings of the 2014 international workshop on Long-term industrial collaboration on software engineering'},https://www.semanticscholar.org/paper/10ceb6d13cc5908f18e80cd79715aada573fb35f,True,"{'url': 'https://bth.diva-portal.org/smash/get/diva2:834003/FULLTEXT01', 'status': 'GREEN', 'license': 'other-oa', 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/2647648.2647650?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/2647648.2647650, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",23,31,,"['Book', 'JournalArticle']",['Computer Science'],"{'DBLP': 'conf/kbse/PetersenE14', 'MAG': '2019378051', 'DOI': '10.1145/2647648.2647650', 'CorpusId': 193481}",2,"K. Petersen, Emelie Engström","Book, JournalArticle","DBLP:conf/kbse/PetersenE14, MAG:2019378051, DOI:10.1145/2647648.2647650, CorpusId:193481"
Guidelines for snowballing in systematic literature studies and a replication in software engineering,"Background: Systematic literature studies have become common in software engineering, and hence it is important to understand how to conduct them efficiently and reliably.
 Objective: This paper presents guidelines for conducting literature reviews using a snowballing approach, and they are illustrated and evaluated by replicating a published systematic literature review.
 Method: The guidelines are based on the experience from conducting several systematic literature reviews and experimenting with different approaches.
 Results: The guidelines for using snowballing as a way to search for relevant literature was successfully applied to a systematic literature review.
 Conclusions: It is concluded that using snowballing, as a first search strategy, may very well be a good alternative to the use of database searches.","[{'authorId': '1714524', 'name': 'C. Wohlin'}]",2014.0,International Conference on Evaluation & Assessment in Software Engineering,{'pages': '38:1-38:10'},https://www.semanticscholar.org/paper/0961e2650b3a62a1d198a046bef5f0700ab8c08f,True,"{'url': 'http://www.wohlin.eu/ease14.pdf', 'status': 'GREEN', 'license': 'public-domain', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/2601248.2601268?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/2601248.2601268, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",4080,31,,"['JournalArticle', 'Review']",['Computer Science'],"{'MAG': '1975675278', 'DBLP': 'conf/ease/Wohlin14', 'DOI': '10.1145/2601248.2601268', 'CorpusId': 3348787}",242,C. Wohlin,"JournalArticle, Review","MAG:1975675278, DBLP:conf/ease/Wohlin14, DOI:10.1145/2601248.2601268, CorpusId:3348787"
On the reliability of mapping studies in software engineering,,"[{'authorId': '1714524', 'name': 'C. Wohlin'}, {'authorId': '1785952', 'name': 'P. Runeson'}, {'authorId': '2136740', 'name': 'Paulo Anselmo da Mota Silveira Neto'}, {'authorId': '1777300', 'name': 'Emelie Engström'}, {'authorId': '144169871', 'name': 'I. Machado'}, {'authorId': '145910365', 'name': 'E. Almeida'}]",2013.0,Journal of Systems and Software,"{'volume': '86', 'pages': '2594-2610', 'name': 'J. Syst. Softw.'}",https://www.semanticscholar.org/paper/7f714a6def35b98aa94d1f6a8e0026d4e023ec08,True,"{'url': 'https://repositorio.ufba.br/bitstream/ri/14874/1/1-s2.0-S0164121213001234-main.pdf', 'status': 'GREEN', 'license': 'other-oa', 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1016/j.jss.2013.04.076?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/j.jss.2013.04.076, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",195,79,,"['JournalArticle', 'Review']",['Computer Science'],"{'MAG': '2008411739', 'DBLP': 'journals/jss/WohlinRNEMA13', 'DOI': '10.1016/j.jss.2013.04.076', 'CorpusId': 22550399}",11,"C. Wohlin, P. Runeson, Paulo Anselmo da Mota Silveira Neto, Emelie Engström, I. Machado, E. Almeida","JournalArticle, Review","MAG:2008411739, DBLP:journals/jss/WohlinRNEMA13, DOI:10.1016/j.jss.2013.04.076, CorpusId:22550399"
Empirical studies for innovation dissemination: ten years of experience,,"[{'authorId': '1894096', 'name': 'M. T. Baldassarre'}, {'authorId': '1698574', 'name': 'D. Caivano'}, {'authorId': '1733577', 'name': 'G. Visaggio'}]",2013.0,International Conference on Evaluation & Assessment in Software Engineering,{'pages': '144-152'},https://www.semanticscholar.org/paper/ef4db88a8c41e5fb504459d4b6785d5138ec4c26,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/2460999.2461020?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/2460999.2461020, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",27,43,,['JournalArticle'],"['Engineering', 'Computer Science']","{'DBLP': 'conf/ease/BaldassarreCV13', 'MAG': '2069303713', 'DOI': '10.1145/2460999.2461020', 'CorpusId': 10128446}",3,"M. T. Baldassarre, D. Caivano, G. Visaggio",JournalArticle,"DBLP:conf/ease/BaldassarreCV13, MAG:2069303713, DOI:10.1145/2460999.2461020, CorpusId:10128446"
Systematic literature studies: Database searches vs. backward snowballing,,"[{'authorId': '39824517', 'name': 'S. Jalali'}, {'authorId': '1714524', 'name': 'C. Wohlin'}]",2012.0,Proceedings of the 2012 ACM-IEEE International Symposium on Empirical Software Engineering and Measurement,"{'volume': '', 'pages': '29-38', 'name': 'Proceedings of the 2012 ACM-IEEE International Symposium on Empirical Software Engineering and Measurement'}",https://www.semanticscholar.org/paper/d5094bfeff961a09318c9506395e1f877686b85a,True,"{'url': 'https://bth.diva-portal.org/smash/get/diva2:834640/FULLTEXT01', 'status': 'GREEN', 'license': 'other-oa', 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/2372251.2372257?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/2372251.2372257, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",768,24,,"['JournalArticle', 'Review']",['Computer Science'],"{'MAG': '2019955851', 'DBLP': 'conf/esem/JalaliW12', 'DOI': '10.1145/2372251.2372257', 'CorpusId': 676217}",26,"S. Jalali, C. Wohlin","JournalArticle, Review","MAG:2019955851, DBLP:conf/esem/JalaliW12, DOI:10.1145/2372251.2372257, CorpusId:676217"
Models for technology research collaboration between industry and academia in South Africa,,"[{'authorId': '2288382097', 'name': 'Stephan J. Lamprecht'}, {'authorId': '144250966', 'name': 'Gert-Jan van Rooyen'}]",2012.0,IASTED Conference on Software Engineering,"{'pages': '11-17', 'name': 'Proceedings of the 2012 4th IEEE Software Engineering Colloquium (SE)'}",https://www.semanticscholar.org/paper/3017acf92db63b5bc46607406970e0f6cc8f0653,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1109/SE.2012.6242350?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/SE.2012.6242350, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",7,7,,,['Business'],"{'MAG': '2092174801', 'DOI': '10.1109/SE.2012.6242350', 'CorpusId': 7225330}",1,"Stephan J. Lamprecht, Gert-Jan van Rooyen",,"MAG:2092174801, DOI:10.1109/SE.2012.6242350, CorpusId:7225330"
The Success Factors Powering Industry-Academia Collaboration,,"[{'authorId': '1714524', 'name': 'C. Wohlin'}, {'authorId': '1733061', 'name': 'A. Aurum'}, {'authorId': '1763735', 'name': 'L. Angelis'}, {'authorId': '121414163', 'name': 'Laura Phillips'}, {'authorId': '2273436', 'name': 'Y. Dittrich'}, {'authorId': '1680289', 'name': 'T. Gorschek'}, {'authorId': '2576615', 'name': 'Håkan Grahn'}, {'authorId': '3199310', 'name': 'Kennet Henningsson'}, {'authorId': '2069945', 'name': 'Simon Kågström'}, {'authorId': '1998066', 'name': 'G. Low'}, {'authorId': '1988995', 'name': 'Per Rovegard'}, {'authorId': '1931793', 'name': 'Piotr Tomaszewski'}, {'authorId': '2659798', 'name': 'C. V. Toorn'}, {'authorId': '34548597', 'name': 'J. Winter'}]",2012.0,IEEE Software,"{'volume': '29', 'pages': '67-73', 'name': 'IEEE Software'}",https://www.semanticscholar.org/paper/0436af160a83f6de67b8d14efe3b5e5af4405ddc,True,"{'url': 'https://bth.diva-portal.org/smash/get/diva2:834645/FULLTEXT01', 'status': 'GREEN', 'license': 'other-oa', 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1109/MS.2011.92?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/MS.2011.92, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",136,9,,['JournalArticle'],"['Engineering', 'Computer Science']","{'DBLP': 'journals/software/WohlinAAPDGGHKLRTTW12', 'MAG': '2022507817', 'DOI': '10.1109/MS.2011.92', 'CorpusId': 18587040}",5,"C. Wohlin, A. Aurum, L. Angelis, Laura Phillips, Y. Dittrich, T. Gorschek, Håkan Grahn, Kennet Henningsson, Simon Kågström, G. Low, Per Rovegard, Piotr Tomaszewski, C. V. Toorn, J. Winter",JournalArticle,"DBLP:journals/software/WohlinAAPDGGHKLRTTW12, MAG:2022507817, DOI:10.1109/MS.2011.92, CorpusId:18587040"
Refining the systematic literature review process—two participant-observer case studies,,"[{'authorId': '145968635', 'name': 'B. Kitchenham'}, {'authorId': '145662410', 'name': 'P. Brereton'}, {'authorId': '145689630', 'name': 'M. Turner'}, {'authorId': '40204069', 'name': 'Mahmood Niazi'}, {'authorId': '1700115', 'name': 'S. Linkman'}, {'authorId': '35972720', 'name': 'R. Pretorius'}, {'authorId': '1896276', 'name': 'D. Budgen'}]",2010.0,Empirical Software Engineering,"{'volume': '15', 'pages': '618-653', 'name': 'Empirical Software Engineering'}",https://www.semanticscholar.org/paper/10d9b7edc2147814f06e4282473ae012a2efe8fe,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/s10664-010-9134-8?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/s10664-010-9134-8, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",133,83,,"['JournalArticle', 'Review']",['Computer Science'],"{'MAG': '1980710855', 'DBLP': 'journals/ese/KitchenhamBTNLPB10', 'DOI': '10.1007/s10664-010-9134-8', 'CorpusId': 12955359}",11,"B. Kitchenham, P. Brereton, M. Turner, Mahmood Niazi, S. Linkman, R. Pretorius, D. Budgen","JournalArticle, Review","MAG:1980710855, DBLP:journals/ese/KitchenhamBTNLPB10, DOI:10.1007/s10664-010-9134-8, CorpusId:12955359"
How Reliable Are Systematic Reviews in Empirical Software Engineering?,,"[{'authorId': '145405338', 'name': 'Stephen G. MacDonell'}, {'authorId': '2319775', 'name': 'M. Shepperd'}, {'authorId': '145968635', 'name': 'B. Kitchenham'}, {'authorId': '144414111', 'name': 'E. Mendes'}]",2010.0,IEEE Transactions on Software Engineering,"{'volume': '36', 'pages': '676-687', 'name': 'IEEE Transactions on Software Engineering'}",https://www.semanticscholar.org/paper/108f91acc309d1b31336124bec48657a7736737b,True,"{'url': 'https://openrepository.aut.ac.nz/bitstreams/d41c17cf-afcf-4a58-94b9-41d51cc3e7c3/download', 'status': 'GREEN', 'license': 'other-oa', 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1109/TSE.2010.28?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/TSE.2010.28, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",121,40,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'journals/tse/MacDonellSKM10', 'MAG': '2112428464', 'DOI': '10.1109/TSE.2010.28', 'CorpusId': 15456622}",7,"Stephen G. MacDonell, M. Shepperd, B. Kitchenham, E. Mendes","JournalArticle, Review","DBLP:journals/tse/MacDonellSKM10, MAG:2112428464, DOI:10.1109/TSE.2010.28, CorpusId:15456622"
Developing search strategies for detecting relevant experiments,,"[{'authorId': '1757424', 'name': 'Óscar Dieste Tubío'}, {'authorId': '2485611', 'name': 'Anna Grimán'}, {'authorId': '1682367', 'name': 'Natalia Juristo Juzgado'}]",2009.0,Empirical Software Engineering,"{'volume': '14', 'pages': '513-539', 'name': 'Empirical Software Engineering'}",https://www.semanticscholar.org/paper/dd19af0c2ab0482a61341ec64f3c2a0033d68872,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/s10664-008-9091-7?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/s10664-008-9091-7, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",179,30,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'journals/ese/TubioGJ09', 'MAG': '2030522107', 'DOI': '10.1007/s10664-008-9091-7', 'CorpusId': 26067677}",8,"Óscar Dieste Tubío, Anna Grimán, Natalia Juristo Juzgado","JournalArticle, Review","DBLP:journals/ese/TubioGJ09, MAG:2030522107, DOI:10.1007/s10664-008-9091-7, CorpusId:26067677"
Bridging the Research-Practice Gap in Requirements Engineering through Effective Teaching and Peer Learning,"In this paper, we introduce the concept of the research-practice gap as it is perceived in the field of software requirements engineering. An analysis of this gap has shown that two key causes for the research-practice gap are lack of effective communication and the relatively light coverage of requirements engineering material in University programmes. We discuss the design and delivery of a Masters course in Software Requirements Engineering (SRE) that is designed to overcome some of the issues that have caused the research-practice gap. By encouraging students to share their experiences in a peer learning environment, we aim to improve shared understanding between students (many of whom are current industry practitioners) and researchers (including academic staff members) to improve the potential for effective collaborations, whilst simultaneously developing the requirements engineering skill sets of the enrolled students. Feedback from students in the course is discussed and directions for the future development of the curriculum and learning strategies are given.","[{'authorId': '34686356', 'name': 'A. Connor'}, {'authorId': '39243008', 'name': 'Jim Buchan'}, {'authorId': '144338576', 'name': 'K. Petrova'}]",2009.0,2009 Sixth International Conference on Information Technology: New Generations,"{'pages': '678-683', 'name': '2009 Sixth International Conference on Information Technology: New Generations'}",https://www.semanticscholar.org/paper/f58d5f5c03df86fc60a6f0cc1110ad009f6a464e,True,"{'url': 'http://arxiv.org/pdf/1407.4186', 'status': 'GREEN', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/1407.4186, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",46,53,,"['JournalArticle', 'Conference']",['Computer Science'],"{'ArXiv': '1407.4186', 'DBLP': 'journals/corr/ConnorBP14', 'MAG': '1574303993', 'DOI': '10.1109/ITNG.2009.134', 'CorpusId': 1777661}",7,"A. Connor, Jim Buchan, K. Petrova","JournalArticle, Conference","ArXiv:1407.4186, DBLP:journals/corr/ConnorBP14, MAG:1574303993, DOI:10.1109/ITNG.2009.134, CorpusId:1777661"
Reference-based search strategies in systematic reviews,"In systematic reviews, the number of articles found by search strings tend to be very large. In order to limit the number of articles to handle manually, we investigate a search strategy based on references between papers. We first identify a ""take-off paper"" which is the starting point for the search and then we follow the references from that paper. We also investigate ""cardinal papers"", i.e. papers that are referenced by many authors, and let the references to those papers guide the selection in the systematic review. We evaluate the search strategies on three published systematic reviews. The results vary greatly between the three studied systematic reviews, from 88% reduction to 92% extension of the original paper set.","[{'authorId': '35072983', 'name': 'M. Skoglund'}, {'authorId': '1785952', 'name': 'P. Runeson'}]",2009.0,International Conference on Evaluation & Assessment in Software Engineering,"{'volume': '', 'pages': '31-40', 'name': ''}",https://www.semanticscholar.org/paper/00bc257de9cd4ea70177f34dbe0e8364702a4086,True,"{'url': 'https://www.scienceopen.com/document_file/6079d637-c3f3-4d1f-863b-dac9ee9078be/ScienceOpen/001_Skoglund.pdf', 'status': 'HYBRID', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.14236/EWIC/EASE2009.4?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.14236/EWIC/EASE2009.4, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",63,17,,"['JournalArticle', 'Review']",['Computer Science'],"{'MAG': '1741569902', 'DBLP': 'conf/ease/SkoglundR09', 'DOI': '10.14236/EWIC/EASE2009.4', 'CorpusId': 8364163}",5,"M. Skoglund, P. Runeson","JournalArticle, Review","MAG:1741569902, DBLP:conf/ease/SkoglundR09, DOI:10.14236/EWIC/EASE2009.4, CorpusId:8364163"
Industry Academia Collaboration: An Experience Report at a Small University,,"[{'authorId': '144871864', 'name': 'P. Krishnan'}, {'authorId': '2126273', 'name': 'K. Ross'}, {'authorId': '35227577', 'name': 'P. Salas'}]",2009.0,Conference on Software Engineering Education and Training,"{'pages': '117-121', 'name': '2009 22nd Conference on Software Engineering Education and Training'}",https://www.semanticscholar.org/paper/430b450c47368038d2c7add7c8ca688700e933cc,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1109/CSEET.2009.22?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/CSEET.2009.22, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",10,16,,"['JournalArticle', 'Conference']","['Computer Science', 'Engineering']","{'DBLP': 'conf/csee/KrishnanRS09', 'MAG': '2108702395', 'DOI': '10.1109/CSEET.2009.22', 'CorpusId': 17560423}",2,"P. Krishnan, K. Ross, P. Salas","JournalArticle, Conference","DBLP:conf/csee/KrishnanRS09, MAG:2108702395, DOI:10.1109/CSEET.2009.22, CorpusId:17560423"
"Impact of research on practice in the field of inspections, reviews and walkthroughs: learning from successful industrial uses",,"[{'authorId': '2247540667', 'name': 'Dieter Rombach'}, {'authorId': '2860185', 'name': 'M. Ciolkowski'}, {'authorId': '88920165', 'name': 'R. Jeffery'}, {'authorId': '1783718', 'name': 'O. Laitenberger'}, {'authorId': '2161710', 'name': 'F. McGarry'}, {'authorId': '1723491', 'name': 'F. Shull'}]",2008.0,SOEN,"{'volume': '33', 'pages': '26-35', 'name': 'ACM SIGSOFT Softw. Eng. Notes'}",https://www.semanticscholar.org/paper/ffde7a4733f713d85643b2ec53fc258d9ce3b713,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/1449603.1449609?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/1449603.1449609, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",35,44,,"['JournalArticle', 'Review']","['Engineering', 'Computer Science']","{'DBLP': 'journals/sigsoft/RombachCJLMS08', 'MAG': '2066293754', 'DOI': '10.1145/1449603.1449609', 'CorpusId': 15528143}",3,"Dieter Rombach, M. Ciolkowski, R. Jeffery, O. Laitenberger, F. McGarry, F. Shull","JournalArticle, Review","DBLP:journals/sigsoft/RombachCJLMS08, MAG:2066293754, DOI:10.1145/1449603.1449609, CorpusId:15528143"
The role of replications in Empirical Software Engineering,,"[{'authorId': '1723491', 'name': 'F. Shull'}, {'authorId': '1680416', 'name': 'Jeffrey C. Carver'}, {'authorId': '2831847', 'name': 'S. Vegas'}, {'authorId': '1682367', 'name': 'Natalia Juristo Juzgado'}]",2008.0,Empirical Software Engineering,"{'volume': '13', 'pages': '211-218', 'name': 'Empirical Software Engineering'}",https://www.semanticscholar.org/paper/1edc7f14653fa2d89343b62bb7254297b107bff3,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/s10664-008-9060-1?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/s10664-008-9060-1, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",326,8,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/ese/ShullCVJ08', 'MAG': '2113533445', 'DOI': '10.1007/s10664-008-9060-1', 'CorpusId': 14009304}",19,"F. Shull, Jeffrey C. Carver, S. Vegas, Natalia Juristo Juzgado",JournalArticle,"DBLP:journals/ese/ShullCVJ08, MAG:2113533445, DOI:10.1007/s10664-008-9060-1, CorpusId:14009304"
Determining the Impact of Software Engineering Research on Practice,,"[{'authorId': '1774539', 'name': 'L. Osterweil'}, {'authorId': '1716252', 'name': 'C. Ghezzi'}, {'authorId': '145322378', 'name': 'J. Kramer'}, {'authorId': '1724083', 'name': 'A. Wolf'}]",2008.0,Computer,"{'volume': '41', 'name': 'Computer'}",https://www.semanticscholar.org/paper/68274775207137b47acf1f65053ec37c9fead2ea,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1109/MC.2008.85?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/MC.2008.85, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",56,30,,['JournalArticle'],['Computer Science'],"{'MAG': '2109386870', 'DBLP': 'journals/computer/OsterweilGKW08', 'DOI': '10.1109/MC.2008.85', 'CorpusId': 998630}",6,"L. Osterweil, C. Ghezzi, J. Kramer, A. Wolf",JournalArticle,"MAG:2109386870, DBLP:journals/computer/OsterweilGKW08, DOI:10.1109/MC.2008.85, CorpusId:998630"
A Model for Technology Transfer in Practice,,"[{'authorId': '1680289', 'name': 'T. Gorschek'}, {'authorId': '34693309', 'name': 'P. Garre'}, {'authorId': '50707562', 'name': 'S. Larsson'}, {'authorId': '1714524', 'name': 'C. Wohlin'}]",2006.0,IEEE Software,"{'volume': '23', 'name': 'IEEE Software'}",https://www.semanticscholar.org/paper/d3d3f6e295f3bf3f18c1ce4c94668187f89640ae,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1109/MS.2006.147?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/MS.2006.147, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",343,12,,['JournalArticle'],"['Engineering', 'Computer Science']","{'MAG': '2066253558', 'DBLP': 'journals/software/GorschekGLW06', 'DOI': '10.1109/MS.2006.147', 'CorpusId': 9531953}",31,"T. Gorschek, P. Garre, S. Larsson, C. Wohlin",JournalArticle,"MAG:2066253558, DBLP:journals/software/GorschekGLW06, DOI:10.1109/MS.2006.147, CorpusId:9531953"
Performing systematic literature reviews in software engineering,,"[{'authorId': '1896276', 'name': 'D. Budgen'}, {'authorId': '145662410', 'name': 'P. Brereton'}]",2006.0,International Conference on Software Engineering,{'name': 'Proceedings of the 28th international conference on Software engineering'},https://www.semanticscholar.org/paper/55bdaa9d27ed595e2ccf34b3a7847020cc9c946c,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/1134285.1134500?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/1134285.1134500, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",8099,9,,"['JournalArticle', 'Book', 'Conference', 'Review']",['Computer Science'],"{'MAG': '2032860265', 'DBLP': 'conf/icse/BudgenB06', 'DOI': '10.1145/1134285.1134500', 'CorpusId': 42173103}",1328,"D. Budgen, P. Brereton","JournalArticle, Book, Conference, Review","MAG:2032860265, DBLP:conf/icse/BudgenB06, DOI:10.1145/1134285.1134500, CorpusId:42173103"
Requirements engineering and industrial uptake,,"[{'authorId': '1643742519', 'name': 'Philip Morris'}, {'authorId': '2590975', 'name': 'M. Masera'}, {'authorId': '3190506', 'name': 'M. Wilikens'}]",1998.0,IEEE International Requirements Engineering Conference,"{'volume': '3', 'pages': '79-83', 'name': 'Requirements Engineering'}",https://www.semanticscholar.org/paper/7097fee6f28541f70619d260690f6be56d4992b1,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/BF02919966?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/BF02919966, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",50,27,,['JournalArticle'],"['Computer Science', 'Engineering']","{'MAG': '2012841344', 'DBLP': 'conf/icre/MorrisMW98', 'DOI': '10.1007/BF02919966', 'CorpusId': 6669220}",3,"Philip Morris, M. Masera, M. Wilikens",JournalArticle,"MAG:2012841344, DBLP:conf/icre/MorrisMW98, DOI:10.1007/BF02919966, CorpusId:6669220"
Who needs replication,,"[{'authorId': '69918497', 'name': 'G. Porte'}]",2013.0,,"{'volume': '30', 'pages': '10-15', 'name': 'the CALICO Journal'}",https://www.semanticscholar.org/paper/6f9d90441454a9c7bbf1dd08c4416350789e8fe5,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.11139/CJ.30.1.10-15?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.11139/CJ.30.1.10-15, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",47,4,,,['Psychology'],"{'MAG': '2076941457', 'DOI': '10.11139/CJ.30.1.10-15', 'CorpusId': 62757909}",6,G. Porte,,"MAG:2076941457, DOI:10.11139/CJ.30.1.10-15, CorpusId:62757909"
Bridging the gap among academics and practitioners in non-functional requirements management: some reflections and proposals for the future,,"[{'authorId': '67286041', 'name': 'Javier Gutiérrez'}, {'authorId': '1760223', 'name': 'David Ameller'}, {'authorId': '95253423', 'name': 'C. Martínez'}, {'authorId': '1705375', 'name': 'Jordi Cabot'}]",2012.0,,"{'volume': '', 'pages': '267-273', 'name': ''}",https://www.semanticscholar.org/paper/8157f91c704dd620ae98bd11d836ed88233624af,False,"{'url': '', 'status': None, 'license': None}",3,13,,,['Engineering'],"{'MAG': '1583646623', 'CorpusId': 26614802}",1,"Javier Gutiérrez, David Ameller, C. Martínez, Jordi Cabot",,"MAG:1583646623, CorpusId:26614802"
