DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
(missing DOI),Industry Academia Collaboration: An Experience Report at a Small University,"P. Krishnan, K. Ross, P. Salas",Conference on Software Engineering Education and Training,2009,This paper is a report on how sustainable and fruitful cooperation was achieved between a small university department and an industry partner. It outlines the range and type of activities that need tube undertaken over a longer than normal duration. It also describes the expectations from the industry  partner for the cooperation to be successful.,205363725,11,17,(missing PubMedId)
(missing DOI),Embedding research in the industrial field: a case of a transition to a software product line,"Wolfgang Raschke, Massimiliano Zilli, Johannes Loinig, R. Weiss, C. Steger, Christian Kreiner",WISE@ASE,2014,"Java Cards [4, 5] are small resource-constrained embedded systems that have to fulfill rigorous security requirements. Multiple application scenarios demand diverse product performance profiles which are targeted towards markets such as banking applications and mobile applications. In order to tailor the products to the customer's needs we implemented a Software Product Line (SPL). This paper reports on the industrial case of an adoption to a SPL during the development of a highly-secure software system. In order to provide a scientific method which allows the description of research in the field, we apply Action Research (AR). The rationale of AR is to foster the transition of knowledge from a mature research field to practical problems encountered in the daily routine. Thus, AR is capable of providing insights which might be overlooked in a traditional research approach. In this paper we follow the iterative AR process, and report on the successful transfer of knowledge from a research project to a real industrial application.",192220493,6,12,(missing PubMedId)
(missing DOI),Performing systematic literature reviews in software engineering,"D. Budgen, P. Brereton",International Conference on Software Engineering,2006,"Context: Making best use of the growing number of empirical studies in Software Engineering, for making decisions and formulating research questions, requires the ability to construct an objective summary of available research evidence. Adopting a systematic approach to assessing and aggregating the outcomes from a set of empirical studies is also particularly important in Software Engineering, given that such studies may employ very different experimental forms and be undertaken in very different experimental contexts.Objectives: To provide an introduction to the role, form and processes involved in performing Systematic Literature Reviews. After the tutorial, participants should be able to read and use such reviews, and have gained the knowledge needed to conduct systematic reviews of their own.Method: We will use a blend of information presentation (including some experiences of the problems that can arise in the Software Engineering domain), and also of interactive working, using review material prepared in advance.",188430695,8583,9,(missing PubMedId)
(missing DOI),Guidelines for snowballing in systematic literature studies and a replication in software engineering,C. Wohlin,International Conference on Evaluation & Assessment in Software Engineering,2014,"Background: Systematic literature studies have become common in software engineering, and hence it is important to understand how to conduct them efficiently and reliably.
 Objective: This paper presents guidelines for conducting literature reviews using a snowballing approach, and they are illustrated and evaluated by replicating a published systematic literature review.
 Method: The guidelines are based on the experience from conducting several systematic literature reviews and experimenting with different approaches.
 Results: The guidelines for using snowballing as a way to search for relevant literature was successfully applied to a systematic literature review.
 Conclusions: It is concluded that using snowballing, as a first search strategy, may very well be a good alternative to the use of database searches.",186699819,4662,33,(missing PubMedId)
(missing DOI),Evaluating strategies for forward snowballing application to support secondary studies updates: emergent results,"K. Felizardo, Anderson Y. Iwazaki da Silva, É. Souza, N. Vijaykumar, E. Nakagawa",Brazilian Symposium on Software Engineering,2018,"Context: Secondary studies should be updated from time to time to include new evidence to preserve their value. It is recognized that one search technique to update secondary studies is forward snowballing and that the number of studies identified is dependent on the electronic databases selected. However, there is no consensus on what electronic database is most appropriate for applying forward snowballing. Objective: The main goal of this study is to evaluate the use of different electronic databases for applying forward snowballing to update secondary studies. Method: Six updates were performed using forward snowballing with support from two electronic databases, one specific (IEEE Xplore) and the other generic (Google Scholar) and three combinations were evaluated to obtain new evidence during secondary studies updating: (1) searching using Google Scholar as electronic database; (2) searching using IEEE Xplore as electronic database; and (3) searching using both, IEEE Xplore and Google Scholar as complementary electronic databases. Results: The use of a specific electronic database is not indicated for forward snowballing application to update SLRs, since many relevant studies may not be identified. However, the use of a generic database is sufficient to discover the majority of the studies. Conclusions: The emergent contribution of our work to the body of knowledge in the SLR field is to add empirical evidence regarding the use of different electronic databases to support forward snowballing application during secondary studies updates. These results should help reviewers when they decide to find evidences to update their SLRs.",161598347,18,14,(missing PubMedId)
(missing DOI),Industrial Impact and Lessons Learned,"Teade Punter, Piërre van de Laar",Embedded systems,2009,"The Darwin project carried out research on evolvability in an industrial setting. This chapter discusses the results transferred to the industrial party of the project: Philips Healthcare MRI. Our discussion about the industrial impact of the project pays attention to the highlights in transfer in the four areas of the Darwin research on evolvability, namely: mining, mechanisms, reference architecture and economic decision making. Several of the research results are currently being used by Philips Healthcare MRI. In this chapter, we reflect on the project and summarize the results. First, the industrial impact of the Darwin results is discussed. Second, twelve factors are presented to identify the transfer of the Darwin results to industry. Third an overview of activities, as well as the different kinds of project meetings, to conduct an Industry-as-Laboratory project is described. All this results in a set of lessons learned for the Industry-as-Laboratory research paradigm.",160960805,1,13,(missing PubMedId)
(missing DOI),Second-generation systematic literature studies using snowballing,C. Wohlin,EASE,2016,"Systematic literature studies have become standard practice in software engineering to synthesize evidence in different areas of the discipline. As more such studies are published, there is also a need to extend previously published systematic literature studies to cover new research papers. These first extensions become second-generation systematic literature studies. It has been asserted that snowballing would be a suitable search strategy for these types of second-generation studies, since newer studies ought to refer to previous research on a topic, and in particular to systematic literature studies published in an area. This paper compares using a snowballing search strategy with a published second-generation study using a database search strategy in the area of cross-company vs. within-company effort estimation. It is concluded that the approaches are comparable when it comes to which papers they find, although the snowballing approach is more efficient in this particular case.",156505219,79,38,(missing PubMedId)
(missing DOI),Empirical studies for innovation dissemination: ten years of experience,"M. T. Baldassarre, D. Caivano, G. Visaggio",International Conference on Evaluation & Assessment in Software Engineering,2013,"Context: technology transfer and innovation dissemination are key success factors for an enterprise. The shift to a new software technology determines inevitable changes to ingrained and familiar processes and at the same time leads to changes in practices, requires training and commitment on behalf of technical staff and management. As so, it cannot leave out neither organizational nor technical factors. Objective: our conjecture is that the process of innovation dissemination is facilitated if the new technology is supported by empirical evidence. In this sense, Empirical Software Engineering (ESE) serves as support for transferring an innovation, either it being a process or product, within production processes. Method: this paper investigates the relation between empirical studies and technical/organizational factors in order to identify the most suitable empirical study for disseminating an innovation in an enterprise. The analysis has been carried out with respect to empirical studies carried out during a ten year time span within the Software Engineering Research LABoratory (SERLAB), at the University of Bari. Results: the results point out that a critical factor in designing empirical studies is the quality model, i.e. measurement program defined by researchers during the study and used to collect relevant information on the effectiveness and efficacy of the innovation being transferred, in order to gain commitment on behalf of stakeholders who will finally adopt the technology. Conclusion: the study outcomes provide an empirically founded guideline that can be used when choosing the most appropriate approach for addressing an innovation.",151920744,33,47,(missing PubMedId)
(missing DOI),The Success Factors Powering Industry-Academia Collaboration,"C. Wohlin, A. Aurum, L. Angelis, Laura Phillips, Y. Dittrich, T. Gorschek, Håkan Grahn, Kennet Henningsson, S. Kågström, G. Low, Per Rovegard, Piotr Tomaszewski, C. V. Toorn, J. Winter",IEEE Software,2012,Collaboration between industry and academia supports improvement and innovation in industry and helps to ensure industrial relevance in academic research. This article presents an exploratory study of the factors for successful collaboration between industry and academia in software research.,137512064,158,8,(missing PubMedId)
(missing DOI),Reference-based search strategies in systematic reviews,"M. Skoglund, P. Runeson",EASE,2009,"In systematic reviews, the number of articles found by search strings tend to be very large. In order to limit the number of articles to handle manually, we investigate a search strategy based on references between papers. We first identify a ""take-off paper"" which is the starting point for the search and then we follow the references from that paper. We also investigate ""cardinal papers"", i.e. papers that are referenced by many authors, and let the references to those papers guide the selection in the systematic review. We evaluate the search strategies on three published systematic reviews. The results vary greatly between the three studied systematic reviews, from 88% reduction to 92% extension of the original paper set.",119622371,84,17,(missing PubMedId)
(missing DOI),Guidelines for the search strategy to update systematic literature reviews in software engineering,"Claes Wohlin, Emilia Mendes, Katia Romero Felizardo, Marcos Kalinowski",Information and Software Technology,2020,(missing abstract),118312280,167,68,(missing PubMedId)
(missing DOI),On the performance of hybrid search strategies for systematic literature reviews in software engineering,"Érica Mourão, J. F. Pimentel, Leonardo Gresta Paulino Murta, Marcos Kalinowski, E. Mendes, C. Wohlin",Information and Software Technology,2020,(missing abstract),106945269,208,32,(missing PubMedId)
(missing DOI),Action research as a model for industry-academia collaboration in the software engineering context,"K. Petersen, Çigdem Gencel, Negin Asghari, D. Baca, Stefanie Betz",WISE@ASE,2014,"Background: Action research is a well-established research methodology. It is following a post-positivist research philosophy grounded in critical thinking. The methodology is driven by practical problems, emphasis participatory research, and develops practically useful solutions in an iterative manner. Objective: Two objectives are to be achieved: (1) Understanding the state of the art with respect to action research usage in the software engineering literature, and (2) reflecting and providing recommendations of how to foster industry-academia collaboration through action research. Method:} Based on our experience with two action research studies in close collaboration with Ericsson lessons learned and guidelines are presented. Results: In both cases presented action research led to multiple refinements in the interventions implemented. Furthermore, the close collaboration and co-production with the industry was essential to identify and describe the required refinements to provide an in-depth understanding. In comparison with previous studies, we required multiple iterations while previous software engineering studies reported mostly one iteration, or were not explicit regarding the number of iterations studied. Conclusion: We conclude that action research is a powerful tool for industry-academia collaboration. The success of the method highly depends on the researchers and practitioners working in a team. Future studies need to improve the reporting with respect to describing the type of action research used, the iterations, the model of collaboration, and the rationales for changes in each iteration.",106643507,77,46,(missing PubMedId)
(missing DOI),Identifying relevant studies in software engineering,"He Zhang, Muhammad Ali Babar, Paolo Tell",Information and Software Technology,2011,(missing abstract),100885217,732,80,(missing PubMedId)
(missing DOI),Systematic literature studies: Database searches vs. backward snowballing,"S. Jalali, C. Wohlin",Proceedings of the 2012 ACM-IEEE International Symposium on Empirical Software Engineering and Measurement,2012,"Systematic studies of the literature can be done in different ways. In particular, different guidelines propose different first steps in their recommendations, e.g. start with search strings in different databases or start with the reference lists of a starting set of papers. In software engineering, the main recommended first step is using search strings in a number of databases, while in information systems, snowballing has been recommended as the first step. This paper compares the two different search approaches for conducting literature review studies. The comparison is conducted by searching for articles addressing “Agile practices in global software engineering”. The focus of the paper is on evaluating the two different search approaches. Despite the differences in the included papers, the conclusions and the patterns found in both studies are quite similar. The strengths and weaknesses of each first step are discussed separately and in comparison with each other. It is concluded that none of the first steps is outperforming the other, and the choice of guideline to follow, and hence the first step, may be context-specific, i.e. depending on the area of study.",95149990,886,23,(missing PubMedId)
(missing DOI),Guidelines for the Search Strategy to Update Systematic Literature Reviews in Software Engineering,"C. Wohlin, E. Mendes, K. Felizardo, Marcos Kalinowski",Information and Software Technology,2020,(missing abstract),95036549,155,66,(missing PubMedId)
(missing DOI),Models for technology research collaboration between industry and academia in South Africa,"S. J. Lamprecht, G. van Rooyen",Proceedings of the 2012 4th IEEE Software Engineering Colloquium (SE),2012,"An essential component of an active knowledge economy, is successful research and development (R&D) collaboration between entities in the private and public sector. This is particularly important in technology research, especially with software technologies where research results need to rapidly move into the market to have any chance of uptake in a normally shorter commercial window of opportunity. The Intellectual Property Rights from Publicly Financed Research and Development Act of 2008 (the IPR Act) seeks to provide measures to more effectively use intellectual property (IP) generated in whole or in part by the use of public funds. However, the requirements of the IPR Act have placed additional constraints on structuring industry collaboration with public research institutions. In particular, the Act requires that, should an industry partner wish to take ownership of IP generated at a public research institution, it should fund the research on a full cost basis, contribute materially to the development of the IP, or face a complicated and still mostly untested bureaucratic process of seeking assignment of IP. In this research paper, we consider a number of case studies of industry-academic research collaboration projects in South Africa undertaken within the context of the new IPR Act. We highlight certain benefits and detractions of each model, revealing practical implications and sometimes limitations of each.",93558255,10,3,(missing PubMedId)
(missing DOI),Requirements engineering and industrial uptake,"Paul Morris, Marcelo Masera, Marc Wilikens",Requirements Engineering,1998,"Although there have been a number of research projects in requirements engineering, industrial uptake from these projects has rarely lived up to expectations. To investigate possible explanations for this and what potential mechanisms there may be for promoting industrial uptake of current and future requirement engineering R&D projects, the Joint Research Centre of the European Commission organised and held a workshop in Brussels. This paper describes the results of this workshop and outlines follow-up support activities.",90687824,62,16,(missing PubMedId)
(missing DOI),Finding relevant research solutions for practical problems: the serp taxonomy architecture,"K. Petersen, Emelie Engström",WISE@ASE,2014,"Background: Experience and research indicates that there exist a communication gap between research and industry in software engineering. Objective: We propose the Software Engineering Research and Practice (SERP) taxonomy architecture to support communication between practitioners and researchers. The taxonomy architecture provides a basis for classifying research from a problem perspective which in turn supports the breaking down of complex practical challenges to researchable units. Thus such taxonomy may support the mapping of challenges in industry to research solutions in the software engineering context. Method: In this paper we present SERP and exemplifies its usage based on two literature studies in the field of software engineering. Further, we discuss how a taxonomy based on this architecture could have helped us in two past research projects that were conducted in close collaboration with industry. Finally we validate SERP by applying it to the area of software testing, developing SERP-test, and interviewing two industry practitioners and two researchers. Results: The taxonomy architecture has been applied to two problems in software testing, and has been assessed through interviews with practitioners and researchers. The interviews provided suggestions of how to improve the taxonomy architecture, which have been incorporated. With two examples, we demonstrated how the taxonomy architecture could be used to find solutions for industrial problems, and to find the problems addressed by a particular solution. Conclusion: SERP may be useful in multiple ways: (1) Given that SERP taxonomies are populated with industrial problems and scientific solutions, we could rapidly identify candidate research solutions for industrial practice. (2) Researchers could benefit from the taxonomy in the reporting of their research to ease the mapping to industrial challenges.",86537481,28,28,(missing PubMedId)
(missing DOI),Investigating the Use of a Hybrid Search Strategy for Systematic Reviews,"Érica Mourão, Marcos Kalinowski, Leonardo Gresta Paulino Murta, E. Mendes, C. Wohlin",International Symposium on Empirical Software Engineering and Measurement,2017,"[Background] Systematic Literature Reviews (SLRs) are one of the important pillars when employing an evidence-based paradigm in Software Engineering. To date most SLRs have been conducted using a search strategy involving several digital libraries. However, significant issues have been reported for digital libraries and applying such search strategy requires substantial effort. On the other hand, snowballing has recently arisen as a potentially more efficient alternative or complementary solution. Nevertheless, it requires a relevant seed set of papers. [Aims] This paper proposes and evaluates a hybrid search strategy combining searching in a specific digital library (Scopus) with backward and forward snowballing. [Method] The proposed hybrid strategy was applied to two previously published SLRs that adopted database searches. We investigate whether it is able to retrieve the same included papers with lower effort in terms of the number of analysed papers. The two selected SLRs relate respectively to elicitation techniques (not confined to Software Engineering (SE)) and to a specific SE topic on cost estimation. [Results] Our results provide preliminary support for the proposed hybrid search strategy as being suitable for SLRs investigating a specific research topic within the SE domain. Furthermore, it helps overcoming existing issues with using digital libraries in SE. [Conclusions] The hybrid search strategy provides competitive results, similar to using several digital libraries. However, further investigation is needed to evaluate the hybrid search strategy.",76100466,81,21,(missing PubMedId)
(missing DOI),On the reliability of mapping studies in software engineering,"Claes Wohlin, Per Runeson, Paulo Anselmo da Mota Silveira Neto, Emelie Engström, Ivan do Carmo Machado, Eduardo Santana de Almeida",Journal of Systems and Software,2013,(missing abstract),75548938,230,95,(missing PubMedId)
(missing DOI),Developing search strategies for detecting relevant experiments,"Oscar Dieste, Anna Grimán, Natalia Juristo",Empirical Software Engineering,2009,"Our goal is to analyze the optimality of search strategies for use in systematic reviews of software engineering experiments. Studies retrieval is an important problem in any evidence-based discipline. This question has not been examined for evidence-based software engineering as yet. We have run several searches exercising different terms denoting experiments to evaluate their recall and precision. Based on our evaluation, we propose using a high recall strategy when there are plenty of resources or the results need to be exhaustive. For any other case, we propose optimal, or even acceptable, search strategies. As a secondary goal, we have analysed trends and weaknesses in terminology used in articles reporting software engineering experiments. We have found that it is impossible for a search strategy to retrieve 100% of the experiments of interest (as happens in other experimental disciplines), because of the shortage of reporting standards in the community.",62811143,232,36,(missing PubMedId)
(missing DOI),Using Forward Snowballing to update Systematic Reviews in Software Engineering,"K. Felizardo, E. Mendes, M. Kalinowski, É. Souza, N. Vijaykumar",ESEM,2016,"Background: A Systematic Literature Review (SLR) is a methodology used to aggregate relevant evidence related to one or more research questions. Whenever new evidence is published after the completion of a SLR, this SLR should be updated in order to preserve its value. However, updating SLRs involves significant effort. Objective: The goal of this paper is to investigate the application of forward snowballing to support the update of SLRs. Method: We compare outcomes of an update achieved using the forward snowballing versus a published update using the search-based approach, i.e., searching for studies in electronic databases using a search string. Results: Forward snowballing showed a higher precision and a slightly lower recall. It reduced in more than five times the number of primary studies to filter however missed one relevant study. Conclusions: Due to its high precision, we believe that the use of forward snowballing considerably reduces the effort in updating SLRs in Software Engineering; however the risk of missing relevant papers should not be underrated.",48184567,125,37,(missing PubMedId)
(missing DOI),Bridging the gap among academics and practitioners in non-functional requirements management: some reflections and proposals for the future,"Javier Franch Gutiérrez, David Ameller, Claudia Patricia Ayala Martínez, Jordi Cabot Sagrera",Monsenstein und Vannerdat eBooks,2011,"The software engineering community has paid a lot of attention to the study of non-functional requirements (NFRs). Along time, framing NFRs into an articulated framework has become an elusive target. As a consequence, prac-titioners usually integrate NFRs in the different system life-cycle activities in an ad-hoc manner. In this work, we summarise the results of a recent empirical study involving 13 software architects from the Spanish. These results serve as the basis for discussion about possible ways to bridge the gap between academics and practitioners in the management of NFRs.",36521759,3,12,(missing PubMedId)
(missing DOI),Empirical software engineering research with industry: Top 10 challenges,C. Wohlin,2013 1st International Workshop on Conducting Empirical Studies in Industry (CESI),2013,"Software engineering research can be done in many ways, in particular it can be done in different ways when it comes to working with industry. This paper presents a list of top 10 challenges to work with industry based on our experience from working with industry in a very close collaboration with continuous exchange of knowledge and information. The top 10 list is based on a large number of research projects and empirical studies conducted with industrial research partners since 1983. It is concluded that close collaboration is a long-term undertaking and a large investment. The importance of addressing the top 10 challenges is stressed, since they form the basis for a long-term sustainable and successful collaboration between industry and academia.",31908409,72,15,(missing PubMedId)
(missing DOI),Determining the Impact of Software Engineering Research on Practice,"L. Osterweil, C. Ghezzi, J. Kramer, A. Wolf",Computer,2008,"The impact project provides a solid and scholarly assessment of the impact software engineering research has had on software engineering practice. The assessment takes the form of a series of studies and briefings, each involving literature searches and, where possible, personal interviews.",30206900,71,33,(missing PubMedId)
(missing DOI),Bridging the Research-Practice Gap in Requirements Engineering through Effective Teaching and Peer Learning,"Andy M. Connor, James Buchan, Krassie Petrova",arXiv: Software Engineering,2014,"In this paper, we introduce the concept of the research practice gap as it is perceived in the field of software requirements engineering. An analysis of this gap has shown that two key causes for the research-practice gap are lack of effective communication and the relatively light coverage of requirements engineering material in University programmes. We discuss the design and delivery of a Masters course in Software Requirements Engineering (SRE) that is designed to overcome some of the issues that have caused the research-practice gap. By encouraging students to share their experiences in a peer learning environment, we aim to improve shared understanding between students (many of whom are current industry practitioners) and researchers (including academic staff members) to improve the potential for effective collaborations, whilst simultaneously developing the requirements engineering skill sets of the enrolled students. Feedback from students in the course is discussed and directions for the future development of the curriculum and learning strategies are given.",18499460,52,62,(missing PubMedId)
(missing DOI),Experiences from using snowballing and database searches in systematic literature studies,"Deepika Badampudi, C. Wohlin, K. Petersen",International Conference on Evaluation & Assessment in Software Engineering,2015,"Background: Systematic literature studies are commonly used in software engineering. There are two main ways of conducting the searches for these type of studies; they are snowballing and database searches. In snowballing, the reference list (backward snowballing - BSB) and citations (forward snowballing - FSB) of relevant papers are reviewed to identify new papers whereas in a database search, different databases are searched using predefined search strings to identify new papers. Objective: Snowballing has not been in use as extensively as database search. Hence it is important to evaluate its efficiency and reliability when being used as a search strategy in literature studies. Moreover, it is important to compare it to database searches. Method: In this paper, we applied snowballing in a literature study, and reflected on the outcome. We also compared database search with backward and forward snowballing. Database search and snowballing were conducted independently by different researchers. The searches of our literature study were compared with respect to the efficiency and reliability of the findings. Results: Out of the total number of papers found, snowballing identified 83% of the papers in comparison to 46% of the papers for the database search. Snowballing failed to identify a few relevant papers, which potentially could have been addressed by identifying a more comprehensive start set. Conclusion: The efficiency of snowballing is comparable to database search. It can potentially be more reliable than a database search however, the reliability is highly dependent on the creation of a suitable start set.",16647798,285,16,(missing PubMedId)
(missing DOI),The Science Game: An Introduction to Research in the Social Sciences,"Neil McK. Agnew, Sandra Pyke",Teaching Sociology,1987,"Providing coverage of the various research methods employed in the social sciences, this text discusses the major research designs, techniques and data analysis strategies.",12711259,55,0,(missing PubMedId)
(missing DOI),A Model for Technology Transfer in Practice,"T. Gorschek, P. Garre, S. Larsson, C. Wohlin",IEEE Software,2006,"Technology transfer, and thus industry-relevant research, involves more than merely producing research results and delivering them in publications and technical reports. It demands close cooperation and collaboration between industry and academia throughout the entire research process. During research conducted in a partnership between Blekinge Institute of Technology and two companies, Danaher Motion Saro AB (DHR) and ABB, we devised a technology transfer model that embodies this philosophy. We initiated this partnership to conduct industry-relevant research in requirements engineering and product management. Technology transfer in this context is a prerequisite: it validates academic research results in a real setting, and it provides a way to improve industry development and business processes",12061294,417,14,(missing PubMedId)
(missing DOI),Who needs replication,G. Porte,(missing journal),2012,"In this paper, the editor of a recent Cambridge University Press book on research methods introduces the concept of replicating previous key studies to throw more light on their reliability and generalizability. Replication research is presented as an accepted method of validating research in the pure sciences by providing comparability between the original and replicated study. The paper considers three scenarios to account for the relative lack of replication research in learned journals and goes on to suggest a number of ways in which this situation can be remedied.",11768987,58,4,(missing PubMedId)
