DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
(missing DOI),Knowledge management handbook : collaboration and social networking,Jay Liebowitz,CRC Press eBooks,2012,"Collaboration and Social Networking: The Keys to Knowledge Management-Introductory Thoughts Jay Liebowitz Knowledge and Collaboration in Multihub Networks: Orchestration Processes among Clinical Commissioning Groups (CCGs) in the United Kingdom Celine Miani, Markos Zachariadis, Eivor Oborn, and Michael Barrett Religious Communities of Practice and Knowledge Management-The Potential for Cross-Domain Learning Denise A.D. Bedford Cross-Cultural Technology-Mediated Collaboration: Case Study of Oxfam Quebec and Peru Kimiz Dalkir Enabling Knowledge Exchange to Improve Health Outcomes through a Multipartner Global Health Program Theresa C. Norton Emperor: A Method for Collaborative Experience Management Ulrike Becker-Kornstaedt and Forrest Shull Real-Time Knowledge Management: Providing the Knowledge Just-In-Time Moria Levy Building Vertical and Horizontal Networks to Support Organizational Business Maureen Hammer and Katherine Clark Social Network Analysis: A Pharmaceutical Sales and Marketing Application Molly Jackson, Doug Wise, and Myra Norton Collaborating Using Social Networking at Price Modern Gloria Phillips-Wren and Louise Humphreys Visual Knowledge Networks Analytics Florian Windhager, Michael Smuc, Lukas Zenk, Paolo Federico, Jurgen Pfeffer, Wolfgang Aigner, and Silvia Miksch A Framework for Fostering Multidisciplinary Research Collaboration and Scientific Networking within University Environs Francisco J. Cantu and Hector G. Ceballos Knowledge Management and Collaboration: Big Budget Results in a Low Budget World Andrew Campbell and Melvin Brown II TATA Chemicals-Knowledge Management Case Study B. Sudhakar and Devsen Kruthiventi Knowledge-Enabled High-Performing Teams of Leaders Bradley Hilton and Michael Prevou",4481419,45,0,,
10.1016/s0898-1221(00)90199-8,Knowledge engineering and management: The commonKADS methodology,"Guus Schreiber, Hans Akkermans",Computers & mathematics with applications,2000,(missing abstract),261172842,2223,0,,
(missing DOI),The Knowledge Management Fieldbook,"Wendy R. Bukowitz, Ruth L. Williams",(missing journal),1999,"On the strength of its practical, concrete and thoughtful advice, this book will prove to be an essential guide to anyone who is involved in the implementation of a knowledge strategy. - Hubert Saint-Onge, Senior Vice-President, Strategic Capabilities, Clarica This book is very learning-rich ...offering stimulating perspectives from the evolving knowledge management movement. It contains many interesting case studies as well as valuable questioning approaches, with, among them; a tool for a KM diagnostic.- Leif Edvinsson, the first ever Director of Intellectual Capital, Skandia. Awarded Brain of the Year 1998 for his pioneering work on Intellectual Capital The buzz about knowledge management has reached a crescendo. But what is it really about? Can organizations manage knowledge? What should they do differently? What should they pay attention to? Now, for the first time, managers can explore the answers to these questions in a book that presents a comprehensive and practical approach to knowledge management. Filled with case examples based on the authors' original interviews with more than 50 organizations, the Knowledge Management Fieldbook enables managers to build a detailed action agenda. Using an elegantly simple framework for thinking about the knowledge management process, the authors advocate a strong link between tactics and strategy that will appeal both to in-the-trenches managers and senior executives at the helm who are grappling with how the knowledge economy impacts upon their business. Get beyond theory: use knowledge management to make a difference in your organization The Knowledge Management Fieldbook is a hands-on guide full of practical advice for managers wishing to implement knowledge management within their organizations. Presented within a comprehensive, yet easy-to-use framework, this book provides quick references to specific areas of the knowledge management process, from information gathering, to facilitating internal knowledge sharing, to measuring the organization's knowledge assets. Managers will be able to assess their organization's strengths and weaknesses using the Knowledge Management Diagnostic. Their knowledge management scores will guide them to specific chapters where they can learn about elements of the knowledge management process that are most critical to them. Case studies, exercises, action agendas and self-assessment tools abound, giving managers a ground-level approach for tackling the challenges of knowledge management. Using compelling arguments, the authors demonstrate that managing knowledge assets is no longer a choice, but a necessity.",261411774,518,0,,
10.1145/1226736.1226739,Theoretical reflections on agile development methodologies,"Sridhar P. Nerur, Venugopal Balijepally",Communications of the ACM,2007,The traditional goal of optimization and control is making way for learning and innovation.,198299176,406,17,,
10.1111/isj.12117,Risks to Effective Knowledge Sharing in Agile Software Teams: A Model for Assessing and Mitigating Risks,"S. Ghobadi, L. Mathiassen",Information Systems Journal,2017,We present an empirically grounded and theoretically informed model for the assessment and mitigation of risks to effective knowledge sharing in agile development. The model is anchored in empirical insights from four agile projects across two software companies and in extant research on risk‐strategy analysis and knowledge sharing in software development. We develop the model as part of the long‐standing tradition of presenting risk management models dedicated to specific issues in software development and confirm its practical usefulness in one of the software companies studied. The model offers concepts and processes to assess a project's knowledge sharing risk profile and articulate an overall resolution strategy plan to mitigate the risks. The results highlight how different knowledge sharing risk management profiles can lead to different project performance outcomes. We conclude with a discussion of research opportunities that the results offer software development scholarship. © 2016 John Wiley & Sons Ltd,166997211,60,73,,
10.1007/s13042-015-0370-5,Integration of fuzzy DEMATEL and FMCDM approach for evaluating knowledge transfer effectiveness with reference to GSD project outcome,"Jagadeesh Gopal, Arun Kumar Sangaiah, Anirban Basu, Xiao-Zhi Gao",International Journal of Machine Learning and Cybernetics,2018,"The offshore/on-site teams’ knowledge transfer effectiveness is one of the key predictors for evaluating the outcome of global software development (GSD) project. This study aims at proposing an assessment framework that can be used to evaluate the GSD teams’ (offshore/on-site) knowledge transfer effectiveness in the following criteria: knowledge, team, technology, and organization factors. For evaluating the teams’ knowledge transfer effectiveness in GSD projects, we have integrated the fuzzy decision making trial and evaluation laboratory (DEMATEL) and fuzzy multi-criteria decision making (FMCDM) approaches. Moreover, the proposed DEMATEL-FMCDM methodology is used to determine priority weights of each evaluation criterion and rate knowledge transfer effectiveness on the GSD project outcome from software service outsourcing perspective into two dimensions: product success, (schedule, cost improvement, etc.) and service quality (personal satisfaction, and successful collaboration). The proposed methodology is used for the prediction of a possible rating mechanism for determining the GSD project outcome through knowledge transfer criterions of GSD teams. It also facilitates the determination of knowledge transfer effectiveness of GSD teams’ towards the success of the GSD project outcome and initiates actions to improve the project outcome in GSD environment. This study demonstrates a survey research method that addresses 35 knowledge transfer factors assessed by 70 software professionals at Inowits software organization in India.",203741510,41,43,,
10.1016/j.infsof.2015.12.007,Could removal of project-level knowledge flow obstacles contribute to software process improvement? A study of software engineer perceptions,"Susan M. Mitchell, Carolyn Seaman",Information & Software Technology,2016,(missing abstract),98079427,24,48,,
(missing DOI),Enhancing Knowledge-Intensive Business Processes via Knowledge Management Audit,"Meira Levy, Irit Hadar, Itzhak Aviv",Americas Conference on Information Systems,2009,"Enhancing organizational Knowledge-Intensive Business Processes (KIBP) for gaining competitive advanta ges is often performed through Knowledge Management (KM) initiatives. These KM initiatives aim at developing organi zational KM infrastructure of KIBP, starting from knowledge aud it that is a necessary first step in any KM initiat ive. Current knowledge audit methods address either technological-related or social-related aspects. None of them was found t o deal with the triple perspective of KM infrastructure: culture, knowledg e processes and information technology, in the cont ext of KIBP. This paper proposes a comprehensive framework and practical tools for knowledge audit that aim at enhancing KIBP by embedding KM capabilities within them. As KM infrastructure integrates social and technological discip lines, we developed a combined Socio-Engineering Knowledge Audit Methodology (SEKAM) for a systematic audit of the KM infrastructure in the context of KIBP. This methodology is illustrate d through knowledge audit in a large high-tech glob al organization.",33341874,12,29,,
(missing DOI),The knowledge-creating company,野中 郁次郎,(missing journal),2008,"How have Japanese companies become world leaders in the automotive and electronics industries, among others? What is the secret of their success? Two leading Japanese business experts, Ikujiro Nonaka and Hirotaka Takeuchi, are the first to tie the success of Japanese companies to their ability to create new knowledge and use it to produce successful products and technologies. In The Knowledge-Creating Company, Nonaka and Takeuchi provide an inside look at how Japanese companies go about creating this new knowledge organizationally. The authors point out that there are two types of knowledge: explicit knowledge, contained in manuals and procedures, and tacit knowledge, learned only by experience, and communicated only indirectly, through metaphor and analogy. U.S. managers focus on explicit knowledge. The Japanese, on the other hand, focus on tacit knowledge. And this, the authors argue, is the key to their success--the Japanese have learned how to transform tacit into explicit knowledge. To explain how this is done--and illuminate Japanese business practices as they do so--the authors range from Greek philosophy to Zen Buddhism, from classical economists to modern management gurus, illustrating the theory of organizational knowledge creation with case studies drawn from such firms as Honda, Canon, Matsushita, NEC, Nissan, 3M, GE, and even the U.S. Marines. For instance, using Matsushita's development of the Home Bakery (the world's first fully automated bread-baking machine for home use), they show how tacit knowledge can be converted to explicit knowledge: when the designers couldn't perfect the dough kneading mechanism, a software programmer apprenticed herself withthe master baker at Osaka International Hotel, gained a tacit understanding of kneading, and then conveyed this information to the engineers. In addition, the authors show that, to create knowledge, the best management style is neither top-down nor bottom-up, but rather what they call ""middle-up-down,"" in which the middle managers form a bridge between the ideals of top management and the chaotic realities of the frontline. As we make the turn into the 21st century, a new society is emerging. Peter Drucker calls it the ""knowledge society,"" one that is drastically different from the ""industrial society,"" and one in which acquiring and applying knowledge will become key competitive factors. Nonaka and Takeuchi go a step further, arguing that creating knowledge will become the key to sustaining a competitive advantage in the future. Because the competitive environment and customer preferences changes constantly, knowledge perishes quickly. With The Knowledge-Creating Company, managers have at their fingertips years of insight from Japanese firms that reveal how to create knowledge continuously, and how to exploit it to make successful new products, services, and systems.",276008911,7408,0,,
10.1109/iwsm-mensura.2013.44,Assessing Organizational Learning in IT Organizations: An Experience Report from Industry,"Güven Özen, N. Karagöz, Oumout Chouseinoglou, S. Bilgen",2013 Joint Conference of the 23rd International Workshop on Software Measurement and the 8th International Conference on Software Process and Product Measurement,2013,"With the increase in demand for higher-quality and more capable IT services, IT organizations in order to obtain competitive advantage require extensive knowledge that needs to be shared and reused among different entities within the organization. The existing IT Service Management (ITSM) mechanisms mention the importance of organizational learning (OL) and knowledge management (KM) for IT organizations. However, they do not explicitly address how OL capabilities of an IT organization can be assessed. This paper, by using an OL assessment model developed for software organizations, namely AiOLoS, shows that with the proper adjustment, the application of the model to IT organizations is feasible. We report the results of applying the model in four functional teams in an IT organization from private sector.",59528274,4,12,,
10.1007/978-3-642-10488-6_33,Measuring KM Success and KM Service Quality with KnowMetrix --- First Experiences from a Case Study in a Software Company,Franz Lehner,Lecture Notes in Computer Science,2009,"It is commonly accepted that knowledge management (KM) and knowledge transfer are critical success factors for competing enterprises. What is not yet known sufficiently is how to measure the status of KM in order to develop concrete and effective actions to improve KM and knowledge transfer. What is lacking is a methodological base to support the development of such diagnostic tools. This paper sets out to fill this gap. Firstly, an overview of the approaches applied so far is provided. From this, a concrete instrument was developed for the use of success factor analysis in a stepwise, methodical manner. The results from a first case study showed that the transfer of the general success factor analysis technique to the specific context of KM is possible. The method is called KnowMetrix and is presented together with first experiences of its application in a software company.",117781429,4,18,,
(missing DOI),A Maturity Model for Quality Improvement in Knowledge Management,"Oliver Paulzen, Maria Doumi, Primoz Perc, Anxo Cereijo-Roibas",(missing journal),2002,"Due to the growing importance of knowledge management (KM) for business success, it is increasingly employed to enable organisations to achieve sustainable competitive advantages. However, no approach has been developed yet which allows organisations to determine their current state of KM on a process level and to derive the necessary steps for further development. To fill this gap, a new model called Knowledge Process Quality Model (KPQM) is proposed. This model is based on the ideas of quality management and process engineering. It helps organisations to assess and improve their KM structures to control knowledge processes. Thereby it also supports systematic knowledge management learning.",142183627,110,28,,
10.7551/mitpress/4073.001.0001,Knowledge Engineering and Management: The CommonKADS Methodology,"G. Schreiber, H. Akkermans",(missing journal),1999,"The disciplines of knowledge engineering and knowledge management are closely tied. Knowledge engineering deals with the development of information systems in which knowledge and reasoning play pivotal roles. Knowledge management, a newly developed field at the intersection of computer science and management, deals with knowledge as a key resource in modern organizations. Managing knowledge within an organization is inconceivable without the use of advanced information systems; the design and implementation of such systems pose great organization as well as technical challenges. The book covers in an integrated fashion the complete route from corporate knowledge management, through knowledge analysis and engineering, to the design and implementation of knowledge-intensive information systems. The CommonKADS methodology, developed over the last decade by an industry-university consortium led by the authors, is used throughout the book. CommonKADS makes as much use as possible of the new UML notation standard. Beyond information systems applications, all software engineering and computer systems projects in which knowledge plays an important role stand to benefit from the CommonKADS methodology.",276476059,2124,0,,
(missing DOI),A knowledge management practice investigation in Romanian software development organizations,Scorta Iuliana,WSEAS Transactions on Computers archive,2009,"Knowledge plays an increasingly larger role in organizations and many consider it the most important factor of production in a knowledge economy. Knowledge is dynamic and evolves with technology, organizational culture and the changing needs of organization's software development practices. In this paper I frame my research by discussing the importance of knowledge management in software engineering. After presenting the landscape inspiring the study research questions I conduct an investigation for evaluating aspects of knowledge management practice in Romanian software engineering industry and discuss the major findings.",167327809,18,35,,
10.1108/13673271011015606,Uncovering cultural perceptions and barriers during knowledge audit,"M. Levy, I. Hadar, S. Greenspan, E. Hadar",J. Knowl. Manag.,2010,"Purpose – The purpose of this paper is to introduce and illustrate the importance of uncovering tacit perceptions during knowledge management (KM) audit, in order to identify cultural barriers that may interfere with KM initiatives. The goal of such KM initiatives is to leverage a firm's capacity to efficiently produce value from knowledge held by employees and embedded in processes. Current audit practices analyze the explicit information gained through interviews and questionnaires, focusing on the organization's culture, existing KM processes and the improved KM processes it wishes to implement. The paper seeks to suggest an approach for uncovering and analyzing tacit perceptions identified through interviews and discussions as an inherent part of KM audit.Design/methodology/approach – The research was conducted during a KM audit in a large international software development organization. The research methodology was composed of two disciplines. The first, used for data collection, was a knowledge‐engi...",49586020,51,40,,
10.1016/j.ijproman.2013.02.007,Risk management in software projects through Knowledge Management techniques: Cases in Brazilian Incubated Technology-Based Firms,"Sandra Miranda Neves, Carlos Eduardo Sanches da Silva, Valério Antonio Pamplona Salomon, Aneirson Francisco da Silva, Bárbara Elizabeth Pereira Sotomonte",International Journal of Project Management,2014,(missing abstract),113022251,70,68,,
10.1016/j.infsof.2013.05.004,AiOLoS: A model for assessing organizational learning in software development organizations,"Oumout Chouseinoglou, Deniz Iren, N. Alpay Karagöz, Semih Bilgen",Information & Software Technology,2013,(missing abstract),158820091,25,127,,
10.1007/978-3-319-31232-3_6,A Knowledge Management Approach for Software Engineering Projects Development,"Paulo Carreteiro, José Braga de Vasconcelos, Alexandre Barão, Álvaro Rocha",Advances in intelligent systems and computing,2016,"Aiming to emphasize the effect of knowledge management practices during software development projects, this research paper presents a first approach to cope with knowledge management and engineering practices across software development projects. The main goal is to define a roadmap for representative software development life cycle tasks during a typical software project development. The research introduces an ongoing architectural case study using software maintenance tasks as a means to enhance the knowledge flows within the organization. Software maintainers validate, correct and update knowledge from previous phases of software development life cycle through the application of back flushing technique at the software data warehouse. Further research developments will present a detailed guidance model for both research areas: knowledge management for software engineering combining insights across corporate software projects as a means of evaluating the effects on people and organization, technology, workflows and processes.",110812377,22,16,,
10.1109/chase.2015.27,Knowledge Management and Organizational Culture in a Software Organization -- A Case Study,"Jacilane Rabelo, E. Oliveira, Davi Viana, Luís Braga, Gleison dos Santos Souza, Igor Steinmacher, T. Conte",2015 IEEE/ACM 8th International Workshop on Cooperative and Human Aspects of Software Engineering,2015,"Software development activities are usually knowledge intensive. Knowledge management is essential to foster improvements and innovation on software development processes. Organizational Culture (OC) is a key factor that impacts the success of knowledge management, since it influences the way employees learn and share knowledge in the organization. The Competing Values Framework (CVF) was proposed to support the definition of organization's cultural outline. CVF aims to diagnose and facilitate Organizational Culture changes. Previous researches presented a theoretical model to correlate knowledge management to the CVF. However, the existing literature does not present evidences of this correlation. The goal of this work is to identify whether this correlation exists or not in the context of a software organization by means of a case study. We performed a comparison between the values obtained and those presented in the theoretical model. The comparison output enabled us to verify that the case study results diverged from the theoretical ones. Therefore, it was not possible to observe the theoretical model's propositions on the investigated software development organization.",12468810,11,17,,
(missing DOI),The Knowledge Management Fieldbook,"Wendi Bukowitz, Ruth L. Williams",(missing journal),1999,"""On the strength of its practical, concrete and thoughtful advice, this book will prove to be an essential guide to anyone who is involved in the implementation of a knowledge strategy."" - Hubert Saint-Onge, Senior Vice-President, Strategic Capabilities, Clarica ""This book is very learning-rich ...offering stimulating perspectives from the evolving knowledge management movement. It contains many interesting case studies as well as valuable questioning approaches, with, among them; a tool for a KM diagnostic.""- Leif Edvinsson, the first ever Director of Intellectual Capital, Skandia. Awarded Brain of the Year 1998 for his pioneering work on Intellectual Capital The buzz about knowledge management has reached a crescendo. But what is it really about? Can organizations ""manage"" knowledge? What should they do differently? What should they pay attention to? Now, for the first time, managers can explore the answers to these questions in a book that presents a comprehensive and practical approach to knowledge management. Filled with case examples based on the authors' original interviews with more than 50 organizations, the Knowledge Management Fieldbook enables managers to build a detailed action agenda. Using an elegantly simple framework for thinking about the knowledge management process, the authors advocate a strong link between tactics and strategy that will appeal both to in-the-trenches managers and senior executives at the helm who are grappling with how the knowledge economy impacts upon their business. Get beyond theory: use knowledge management to make a difference in your organization The Knowledge Management Fieldbook is a hands-on guide full of practical advice for managers wishing to implement knowledge management within their organizations. Presented within a comprehensive, yet easy-to-use framework, this book provides quick references to specific areas of the knowledge management process, from information gathering, to facilitating internal knowledge sharing, to measuring the organization's knowledge assets. Managers will be able to assess their organization's strengths and weaknesses using the Knowledge Management Diagnostic. Their knowledge management scores will guide them to specific chapters where they can learn about elements of the knowledge management process that are most critical to them. Case studies, exercises, action agendas and self-assessment tools abound, giving managers a ground-level approach for tackling the challenges of knowledge management. Using compelling arguments, the authors demonstrate that managing knowledge assets is no longer a choice, but a necessity.",276121471,497,0,,
10.1016/j.infsof.2008.03.006,"Knowledge management in software engineering: A systematic review of studied concepts, findings and research methods used","Finn Olav Bjørnson, Torgeir Dingsøyr",Information and Software Technology,2008,(missing abstract),109548979,462,151,,
(missing DOI),A Survey on Approaches in Knowledge Audit in Organizations,"Noraini Che Pa, Laleh Taheri, R. Abdullah",(missing journal),(missing year),(missing abstract),246246351,7,15,,
10.1201/b12285,"Knowledge Management Handbook : Collaboration and Social Networking, Second Edition",J. Liebowitz,(missing journal),2012,(missing abstract),135852049,21,1,,
(missing DOI),Enhancing Deployment Requirements' Traceability via Knowledge Management Audit (S).,"Naomi Unkelos-Shpigel, Irit Hadar, Meira Levy",Software Engineering and Knowledge Engineering,2013,(missing abstract),167095134,2,0,,
10.1016/s0272-6963(98)00024-2,Iterative triangulation: a theory development process using existing case studies,Marianne W. Lewis,Journal of Operations Management,1998,(missing abstract),6008030,325,34,,
10.1109/chase.2009.5071412,Knowledge management in practice: The case of agile software development,"M. Levy, O. Hazzan",2009 ICSE Workshop on Cooperative and Human Aspects on Software Engineering,2009,"Knowledge is considered as the main competitive asset of the organization. One of the knowledge management (KM) cornerstones is improving productivity by effective knowledge sharing and transfer. However, from the game theory perspective, the main constraint is that people tend not to collaborate in uncertainty conditions, when collaborative behavior is not guaranteed, and sharing knowledge is time- and effort-consuming. Therefore, KM must be a practical aspect of the general organizational culture. Specifically, software development is a knowledge-intensive activity and its success depends heavily on the developers' knowledge and experience. In this presentation we highlight how the agile approach initiates a culture change that is in line with the culture change needed for a KM initiative. We discuss KM enablers that are embedded in the agile software engineering approach, and illustrate how collaborating processes and knowledge transparency can weaken the dilemmas people face and lead to better knowledge extraction and sharing.",92181325,88,26,,
10.1016/b978-0-7506-7009-8.50016-1,The Knowledge Creating Company,I. Nonaka,(missing journal),2008,(missing abstract),276092301,725,0,,
(missing DOI),The Knowledge Creating Company,Ikujiro Nonaka,(missing journal),2008,"Japanese companies, masters of manufacturing, have also been leaders in the creation, management, and use of knowledge-especially the tacit and often subjective insights, intuitions, and ideas of employees.",89160461,13936,0,,
(missing DOI),Spice: The Theory and Practice of Software Process Improvement and Capability Determination,"Khaled El Emam, Walcélio L. Melo, Jean-Normand Drouin",IEEE Computer Society Press eBooks,1997,"From the Publisher: The SPICE (Software Process Improvement and Capability Determination) Project is a joint effort by the ISO and IEC to create an international standard for software process assessment. This book covers both the theory of SPICE and its practical applications, including the lessons learned from the SPICE trials. It includes a valuable automated tool on CD-ROM to help you apply the concepts presented in the book. The text shows the evolution of the most recent developments in the SPICE project. It documents the major products and the empirical evaluations that have been conducted thus far. The book is jointly written by the key experts involved in the SPICE project. The theory chapters describe the rationale behind the architecture and the contents of the V1.0 and V2.0 document set and how to interpret them. The remaining chapters describe the applications and how that make use of the theory behind them.",223959655,402,0,,
(missing DOI),Knowledge Management in Software Process Improvement,Finn Olav Bjørnson,(missing journal),2007,"Reports of software a development projects that miss schedule, exceeds budget and deliver products with poor quality are abundant in the literature. Both researchers and the industry are seeking me ...",71295233,25,221,,
