Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
11,"RM de Mello, GH Travassos","Characterizing Sampling Frames in Software Engineering Surveys.",2015,"CIbSE","eventos.spc.org.pe","https://eventos.spc.org.pe/cibse2015/pdfs/01_ESELAW15.pdf","https://scholar.google.com/scholar?cites=15513448423902374906&as_sdt=2005&sciodt=0,5&hl=en",14,"2026-01-15 11:49:57","PDF","","","",,,,,11,1.00,6,2,11,"Questionnaire-based Survey is a study strategy commonly applied in Software Engineering. It allows the researchers to perform descriptive largescale investigations without the rigorous …","https://eventos.spc.org.pe/cibse2015/pdfs/01_ESELAW15.pdf","https://scholar.google.com/scholar?q=related:-msL1CXXStcJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
12,"FF Ismail, R Razali","Contributing factors of successful software testing outsourcing",2014,"2014 8th. Malaysian Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6985988/","https://scholar.google.com/scholar?cites=4535947580941723186&as_sdt=2005&sciodt=0,5&hl=en",12,"2026-01-15 11:49:57","","","","",,,,,12,1.00,6,2,12,"Software testing outsourcing is becoming a trend in many organisations nowadays. There are many advantages that are believed to be obtained through software testing outsourcing …","","https://scholar.google.com/scholar?q=related:MubS2Urs8j4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
18,"D Viana, T Conte, S Marczak, R Ferreira…","Knowledge creation and loss within a software organization: An exploratory case study",2015,"2015 48th Hawaii …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7070296/","https://scholar.google.com/scholar?cites=11093124601171407830&as_sdt=2005&sciodt=0,5&hl=en",8,"2026-01-15 11:49:57","","","","",,,,,18,1.64,4,5,11,"Software development activities are very critical, since most of them heavily depend on individuals' knowledge and their capabilities. This knowledge must be retained and …","https://repositorio.pucrs.br/dspace/bitstream/10923/14127/2/Knowledge_Creation_and_Loss_within_a_Software_Organization_An_Exploratory_Case_Study.pdf","https://scholar.google.com/scholar?q=related:1vP3BQ2y8pkJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
20,"K Karhu, O Taipale, K Smolander","Investigating the relationship between schedules and knowledge transfer in software testing",2009,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584908001249","https://scholar.google.com/scholar?cites=11694436009718691891&as_sdt=2005&sciodt=0,5&hl=en",13,"2026-01-15 11:49:57","","","","",,,,,20,1.18,7,3,17,"This empirical study investigates the relationship between schedules and knowledge transfer in software testing. In our exploratory survey, statistical analysis indicated that …","","https://scholar.google.com/scholar?q=related:M7jRT5f7SqIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
29,"L Fernández-Sanz, MT Villalba, JR Hilera…","Factors with negative influence on software testing practice in Spain: A survey",2009,"European conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-04133-4_1","https://scholar.google.com/scholar?cites=8978542038721074239&as_sdt=2005&sciodt=0,5&hl=en",7,"2026-01-15 11:49:57","","10.1007/978-3-642-04133-4_1","","",,,,,29,1.71,7,4,17,"Software testing is the commonest technique for software quality assurance. It is present in every development project and concentrates a large percentage of effort, there are still not …","https://www.researchgate.net/profile/M_Teresa_Villalba/publication/221045867_Factors_with_Negative_Influence_on_Software_Testing_Practice_in_Spain_A_Survey/links/572c859708ae9e18450dba8a/Factors-with-Negative-Influence-on-Software-Testing-Practice-in-Spain-A-Survey.pdf","https://scholar.google.com/scholar?q=related:P5Th8mkwmnwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
33,"R O'Connor, N Baddoo, JJ Cuadrado-Gallego…","Software Process Improvement: 16th European Conference, EuroSPI 2009, Alcala (Madrid), Spain, September 2-4, 2009, Proceedings",2009,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=SE3E1mKCrRIC&oi=fnd&pg=PR2&ots=GFjhWSkFrw&sig=hQc6kLoBYPcfL1WXm-C-ptIWQ3g","https://scholar.google.com/scholar?cites=13572349720443912031&as_sdt=2005&sciodt=0,5&hl=en",6,"2026-01-15 11:49:57","BOOK","","","",,,,,33,1.94,8,4,17,"This textbook is intended for SPI (software process improvement) managers and-searchers, quality managers, and experienced project and research managers. The papers constitute …","","https://scholar.google.com/scholar?q=related:X39uTimsWrwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
37,"T Conte, R Cabral, GH Travassos","Aplicando grounded theory na análise qualitativa de um estudo de observação em engenharia de software–um relato de experiência",2009,"V Workshop"" Um Olhar Sociotécnico …","is.cos.ufrj.br","https://is.cos.ufrj.br/woses/2009/documentos/03-WOSES-2009.pdf","https://scholar.google.com/scholar?cites=10078078674026817287&as_sdt=2005&sciodt=0,5&hl=en",11,"2026-01-15 11:49:57","PDF","","","",,,,,37,2.18,12,3,17,"Increasingly, the research methods in Software Engineering approach of social sciences methods, involving research with human subjects in projects. In several knowledge areas …","https://is.cos.ufrj.br/woses/2009/documentos/03-WOSES-2009.pdf","https://scholar.google.com/scholar?q=related:B-fOdyiH3IsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
47,"K Wnuk, T Garrepalli","Knowledge management in software testing: a systematic snowball literature review",2018,"e-Informatica Software Engineering …","yadda.icm.edu.pl","https://yadda.icm.edu.pl/baztech/element/bwmeta1.element.baztech-fd27294c-dc79-4c73-a97a-9fd519b0a713","https://scholar.google.com/scholar?cites=10016090599045724182&as_sdt=2005&sciodt=0,5&hl=en",1,"2026-01-15 11:49:57","","","","",,,,,47,5.88,24,2,8,"Background: Software testing benefits from the usage of Knowledge Management (KM) methods and principles. Thus, there is a need to adopt KM to the software testing core …","https://yadda.icm.edu.pl/baztech/element/bwmeta1.element.baztech-fd27294c-dc79-4c73-a97a-9fd519b0a713/c/wnuk_knowledge_1_2018.pdf","https://scholar.google.com/scholar?q=related:Fvg_ElVNAIsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
63,"MV Mäntylä, J Itkonen, J Iivonen","Who tested my software? Testing as an organizationally cross-cutting activity",2012,"Software Quality Journal","Springer","https://link.springer.com/article/10.1007/s11219-011-9157-4","https://scholar.google.com/scholar?cites=5001037493732354320&as_sdt=2005&sciodt=0,5&hl=en",5,"2026-01-15 11:49:57","HTML","10.1007/s11219-011-9157-4","","",,,,,63,4.50,21,3,14,"There is a recognized disconnect between testing research and industry practice, and more studies are needed on understanding how testing is conducted in real-world circumstances …","https://link.springer.com/article/10.1007/s11219-011-9157-4","https://scholar.google.com/scholar?q=related:EKlTmhpBZ0UJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
87,"ÉF de Souza, R de Almeida Falbo…","Knowledge management initiatives in software testing: A mapping study",2015,"Information and Software …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584914001335","https://scholar.google.com/scholar?cites=5214429026259150154&as_sdt=2005&sciodt=0,5&hl=en",3,"2026-01-15 11:49:57","","","","",,,,,87,7.91,29,3,11,"Context Software testing is a knowledge intensive process, and, thus, Knowledge Management (KM) principles and techniques should be applied to manage software testing …","https://www.academia.edu/download/39547077/Knowledge_Management_Initiatives_in_Soft20151030-9965-1hah4vq.pdf","https://scholar.google.com/scholar?q=related:SqWpeJJfXUgJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
111,"A Beer, R Ramler","The role of experience in software testing practice",2008,"2008 34th Euromicro Conference Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4725730/","https://scholar.google.com/scholar?cites=9568482542471216858&as_sdt=2005&sciodt=0,5&hl=en",4,"2026-01-15 11:49:57","","","","",,,,,111,6.17,56,2,18,"Practitioners report that experience plays an important role in effective software testing. We investigate the role of experience in a multiple case study about three successful projects …","https://www.researchgate.net/profile/Rudolf-Ramler/publication/220964169_The_Role_of_Experience_in_Software_Testing_Practice/links/542929020cf26120b7b59ff4/The-Role-of-Experience-in-Software-Testing-Practice.pdf","https://scholar.google.com/scholar?q=related:2v6FJy0UyoQJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
112,"O Taipale, J Kasurinen, K Karhu…","Trade-off between automated and manual software testing",2011,"International Journal of …","Springer","https://link.springer.com/article/10.1007/s13198-011-0065-6","https://scholar.google.com/scholar?cites=12691006850124205623&as_sdt=2005&sciodt=0,5&hl=en",2,"2026-01-15 11:49:57","","10.1007/s13198-011-0065-6","","",,,,,112,7.47,28,4,15,"The study explores the current state of test automation in software testing organizations by focusing on the views and observations of managers, testers and developers in each …","https://www.researchgate.net/profile/Kari-Smolander/publication/257798848_Trade-off_between_automated_and_manual_software_testing/links/00b4952cba62393192000000/Trade-off-between-automated-and-manual-software-testing.pdf?origin=journalDetail&_tp=eyJwYWdlIjoiam91cm5hbERldGFpbCJ9","https://scholar.google.com/scholar?q=related:N86zh32DH7AJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
