oci,citing,cited,creation,timespan,journal_sc,author_sc
061202512343-062201957222,10.1109/seaa.2015.10,10.1109/tse.2012.55,2015-08,P2Y3M,no,no
061903488807-062201957222,10.1007/978-3-031-10873-0_6,10.1109/tse.2012.55,2018,P4Y,no,no
06901159083-062201957222,10.1109/access.2018.2829466,10.1109/tse.2012.55,2018,P4Y,no,no
061301950037-062201957222,10.1007/978-3-030-58793-2_38,10.1109/tse.2012.55,2020,P6Y,no,no
06330526552-062201957222,10.1145/3689492.3689816,10.1109/tse.2012.55,2024-10-17,P11Y5M,no,no
061903488814-062201957222,10.1007/978-3-031-10873-0_5,10.1109/tse.2012.55,2022,P8Y,no,no
06101726204-062201957222,10.1007/978-3-030-90238-4_23,10.1109/tse.2012.55,2021,P7Y,no,no
06310177818-062201957222,10.1007/978-3-031-43240-8_10,10.1109/tse.2012.55,2023,P9Y,no,no
061903488810-062201957222,10.1007/978-3-031-10873-0_3,10.1109/tse.2012.55,2013,P0Y,no,no
06303853813-062201957222,10.1007/978-981-19-2828-4_2,10.1109/tse.2012.55,2022,P8Y,no,no
06130305077-062201957222,10.2139/ssrn.2563009,10.1109/tse.2012.55,2014,P0Y,no,no
06602894669-062201957222,10.1109/icacci.2016.7732202,10.1109/tse.2012.55,2016-09,P3Y4M,no,no
062503138847-062201957222,10.1109/icse-seet52601.2021.00019,10.1109/tse.2012.55,2021-05,P8Y0M,no,no
06604332042-062201957222,10.1145/3551349.3556967,10.1109/tse.2012.55,2022-10-10,P9Y5M,no,no
062202025081-062201957222,10.1007/978-3-030-35333-9_21,10.1109/tse.2012.55,2019,P5Y,no,no
06290168045-062201957222,10.1016/j.jss.2023.111742,10.1109/tse.2012.55,2023-10,P10Y5M,no,no
061903488802-062201957222,10.1007/978-3-031-10873-0_2,10.1109/tse.2012.55,2012,-P1Y,no,no
062301003287-062201957222,10.1007/s11219-021-09561-2,10.1109/tse.2012.55,2021-06-16,P8Y1M,no,no
06604669173-062201957222,10.1002/smr.2640,10.1109/tse.2012.55,,,no,no
061203116683-062201957222,10.1016/j.infsof.2012.12.004,10.1109/tse.2012.55,2013-06,P0Y1M,no,yes
06130442167-062201957222,10.1007/978-3-319-69926-4_26,10.1109/tse.2012.55,2017,P3Y,no,no
061203116593-062201957222,10.1016/j.infsof.2013.12.005,10.1109/tse.2012.55,2014-12,P1Y7M,no,yes
061203116522-062201957222,10.1016/j.infsof.2014.05.016,10.1109/tse.2012.55,2015-01,P1Y8M,no,no
06802362779-062201957222,10.1155/2019/7105281,10.1109/tse.2012.55,2019-02-21,P5Y9M,no,no
06402944650-062201957222,10.1109/icse.2015.262,10.1109/tse.2012.55,2015-05,P2Y0M,no,no
061803373805-062201957222,10.1109/qrs-c51114.2020.00053,10.1109/tse.2012.55,2020-12,P7Y7M,no,no
062302501904-062201957222,10.1109/seaa53835.2021.00019,10.1109/tse.2012.55,2021-09,P8Y4M,no,no
061701797429-062201957222,10.1108/jeim-07-2019-0202,10.1109/tse.2012.55,2020-03-02,P6Y10M,no,no
061903488803-062201957222,10.1007/978-3-031-10873-0_18,10.1109/tse.2012.55,2021,P7Y,no,no
061903488804-062201957222,10.1007/978-3-031-10873-0_12,10.1109/tse.2012.55,2019,P5Y,no,no
061903488808-062201957222,10.1007/978-3-031-10873-0_4,10.1109/tse.2012.55,2021,P7Y,no,no
062503138781-062201957222,10.1109/icse-companion52605.2021.00133,10.1109/tse.2012.55,2021-05,P8Y0M,no,no
061903488801-062201957222,10.1007/978-3-031-10873-0_16,10.1109/tse.2012.55,2017,P3Y,no,no
06802902155-062201957222,10.1109/icstw.2016.31,10.1109/tse.2012.55,2016-04,P2Y11M,no,no
061903488812-062201957222,10.1007/978-3-031-10873-0_14,10.1109/tse.2012.55,2020,P6Y,no,no
06430121475-062201957222,10.1109/icse-companion58688.2023.00023,10.1109/tse.2012.55,2023-05,P10Y0M,no,no
061904282806-062201957222,10.1109/icraie59459.2023.10468409,10.1109/tse.2012.55,2023-12-02,P10Y7M,no,no
061903488800-062201957222,10.1007/978-3-031-10873-0_8,10.1109/tse.2012.55,2019,P5Y,no,no
061401030704-062201957222,10.1007/s10664-015-9416-2,10.1109/tse.2012.55,2016-04-30,P2Y11M,no,no
061602518081-062201957222,10.1109/issre.2015.7381832,10.1109/tse.2012.55,2015-11,P2Y6M,no,no
061903488806-062201957222,10.1007/978-3-031-10873-0_11,10.1109/tse.2012.55,2019,P5Y,no,no
06502980042-062201957222,10.1145/2652524.2652531,10.1109/tse.2012.55,2014,P0Y,no,no
061903488815-062201957222,10.1007/978-3-031-10873-0_1,10.1109/tse.2012.55,2022,P8Y,no,no
