title,abstract,authors,year,venue,journal,url,isOpenAccess,openAccessPdf,citationCount,referenceCount,isInfluential,publicationTypes,fieldsOfStudy,externalIds,influentialCitationCount,authors_names,publicationTypes_str,externalIds_str
Which complexity? A review of typologies and a framework proposal for characterizing complexity-based approaches,"PurposeThe purpose of this paper is twofold: (1) to map and analyze existing complexity typologies and (2) to develop a framework for characterizing complexity-based approaches.Design/methodology/approachThis study was conducted in three stages: (1) initial identification of typologies related to complexity following a structured procedure based on the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) protocol; (2) backward and forward review to identify additional relevant typologies and (3) content analysis of the selected typologies, categorization and framework development.FindingsBased on 17 selected typologies, a comprehensive overview of complexity studies is provided. Each typology is described considering key concepts, contributions and convergences and differences between them. The epistemological, theoretical and methodological diversity of complexity studies was explored, allowing the identification of the main schools of thought and authors. A framework for characterizing complexity-based approaches was proposed including the following perspectives: ontology of complexity, epistemology of complexity, purpose and object of interest, methodology and methods and theoretical pillars.Originality/valueThis study examines the main typologies of complexity from an integrated and multidisciplinary perspective and, based on that, proposes a novel framework to understanding and characterizing complexity-based approaches.","[{'authorId': '2102561452', 'name': 'T. Sigahi'}, {'authorId': '2092410194', 'name': 'L. Sznelwar'}]",2023.0,Kybernetes,"{'volume': '53', 'pages': '1374-1394', 'name': 'Kybernetes'}",https://www.semanticscholar.org/paper/467c8c56454a1ee5c67e5c87723efe2751e2300a,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1108/k-11-2022-1507?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1108/k-11-2022-1507, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",7,63,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'journals/kybernetes/SigahiS24', 'DOI': '10.1108/k-11-2022-1507', 'CorpusId': 256889789}",1,"T. Sigahi, L. Sznelwar","JournalArticle, Review","DBLP:journals/kybernetes/SigahiS24, DOI:10.1108/k-11-2022-1507, CorpusId:256889789"
From Sport Policy to National Federation Sport Policy: An Integrative Literature Review and Conceptualisation Attempt,"The notion of sport policy is a relatively recent subject of study, but it has been frequently used over the last 20 years, particularly referring to governmental sport policies. However, less research has been conducted in the field of national sport federations (NSFs), which are key non-governmental structures in governing, organising and sustaining the development of sports. The objective of this article is to propose a conceptualisation of the notion of sport policy adapted to NSFs. The proposed approach consists of two steps: first, we conducted an extensive integrative literature review around the notion of sport policy. Second, based on the literature review, we developed a model that conceptualises what an NSF sport policy is. This conceptual model is intended to be a useful analytical tool to design, implement and assess the success of a sport policy for both researchers and practitioners working in the field of NSFs.","[{'authorId': '2060040830', 'name': 'Bastien Viollet'}, {'authorId': '2622580', 'name': 'N. Scelles'}, {'authorId': '50448887', 'name': 'Q. Peng'}]",2023.0,Sustainability,{'name': 'Sustainability'},https://www.semanticscholar.org/paper/baf22d5308a8f1097c2022a4d85bfc0a665f2a34,True,"{'url': 'https://www.mdpi.com/2071-1050/15/4/2949/pdf?version=1676547902', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.3390/su15042949?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3390/su15042949, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",9,111,,['Review'],,"{'DOI': '10.3390/su15042949', 'CorpusId': 256684381}",0,"Bastien Viollet, N. Scelles, Q. Peng",Review,"DOI:10.3390/su15042949, CorpusId:256684381"
Adopting BIM to Facilitate Dispute Management in the Construction Industry: A Conceptual Framework Development,,"[{'authorId': '2188459592', 'name': 'Jinpeng Wang'}, {'authorId': '143973904', 'name': 'S. Zhang'}, {'authorId': '143657714', 'name': 'P. Fenn'}, {'authorId': '2115828187', 'name': 'Xiaowei Luo'}, {'authorId': '2156649204', 'name': 'Yan Liu'}, {'authorId': '2188459949', 'name': 'Lilin Zhao'}]",2023.0,Journal of construction engineering and management,{'name': 'Journal of Construction Engineering and Management'},https://www.semanticscholar.org/paper/9f667c77be9507f339eb780da732e278945d57d1,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1061/(asce)co.1943-7862.0002419?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1061/(asce)co.1943-7862.0002419, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",24,67,,,,"{'DOI': '10.1061/(asce)co.1943-7862.0002419', 'CorpusId': 253028716}",0,"Jinpeng Wang, S. Zhang, P. Fenn, Xiaowei Luo, Yan Liu, Lilin Zhao",,"DOI:10.1061/(asce)co.1943-7862.0002419, CorpusId:253028716"
A review of the use of artificial intelligence methods in infrastructure systems,,"[{'authorId': '145205351', 'name': 'L. McMillan'}, {'authorId': '2103905190', 'name': 'Liz Varga'}]",2022.0,Engineering applications of artificial intelligence,{'name': 'Engineering Applications of Artificial Intelligence'},https://www.semanticscholar.org/paper/51f072559eb1a4f6efc6e46a018ceb31758e7fd2,True,"{'url': 'https://doi.org/10.1016/j.engappai.2022.105472', 'status': 'HYBRID', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1016/j.engappai.2022.105472?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/j.engappai.2022.105472, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",83,201,,['Review'],,"{'DOI': '10.1016/j.engappai.2022.105472', 'CorpusId': 253010765}",2,"L. McMillan, Liz Varga",Review,"DOI:10.1016/j.engappai.2022.105472, CorpusId:253010765"
"If online learning works for you, what about deaf students? Emerging challenges of online learning for deaf and hearing-impaired students during COVID-19: a literature review","With the coronavirus (COVID-19) outbreak, educational systems worldwide were abruptly affected and hampered, causing nearly total suspension of all in-person activities in schools, colleges, and universities. Government officials prohibited the physical gatherings in educational institutions to reduce the spread of the virus. Therefore, educational institutions have aggressively shifted to alternative learning methods and strategies such as online-based platforms—to seemingly avoid the disruption of education. However, the switch from the face-to-face setting to an entirely online setting introduced a series of challenges, especially for the deaf or hard-of-hearing students. Various recent studies have revealed the underlying infrastructure used by academic institutions may not be suitable for students with hearing impairments. The goal of this study is to perform a literature review of these studies and extract the pressing challenges that deaf and hard-of-hearing students have been facing since their transition to the online setting. We conducted a systematic literature review of 34 articles that were carefully collected, retrieved, and rigorously categorized from various scholarly databases. The articles, included in this study, focused primarily on highlighting high-demanding issues that deaf students experienced in higher education during the pandemic. This study contributes to the research literature by providing a detailed analysis of technological challenges hindering the learning experience of deaf students. Furthermore, the study extracts takeaways and proposed solutions, from the literature, for researchers, education specialists, and higher education authorities to adopt. This work calls for investigating broader and yet more effective teaching and learning strategies for deaf and hard-of-hearing students so that they can benefit from a better online learning experience.","[{'authorId': '71953310', 'name': 'Wajdi Aljedaani'}, {'authorId': '29449864', 'name': 'Rrezarta Krasniqi'}, {'authorId': '2179231090', 'name': 'Sanaa Aljedaani'}, {'authorId': '2121857527', 'name': 'Mohamed Wiem Mkaouer'}, {'authorId': '2140838', 'name': 'S. Ludi'}, {'authorId': '2179230994', 'name': 'Khaled Al-Raddah'}]",2022.0,Universal Access in the Information Society,"{'pages': '1 - 20', 'name': 'Universal Access in the Information Society'}",https://www.semanticscholar.org/paper/fccad9f13439155273c1b8ff59e559d72fd96f4e,True,"{'url': 'https://link.springer.com/content/pdf/10.1007/s10209-022-00897-5.pdf', 'status': 'BRONZE', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC9310677, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",62,99,,"['JournalArticle', 'Review']",['Medicine'],"{'PubMedCentral': '9310677', 'DBLP': 'journals/uais/AljedaaniKAMLA23', 'DOI': '10.1007/s10209-022-00897-5', 'CorpusId': 251081026, 'PubMed': '35910240'}",2,"Wajdi Aljedaani, Rrezarta Krasniqi, Sanaa Aljedaani, Mohamed Wiem Mkaouer, S. Ludi, Khaled Al-Raddah","JournalArticle, Review","PubMedCentral:9310677, DBLP:journals/uais/AljedaaniKAMLA23, DOI:10.1007/s10209-022-00897-5, CorpusId:251081026, PubMed:35910240"
Digital Therapeutic Alliance With Fully Automated Mental Health Smartphone Apps: A Narrative Review,"Fully automated mental health smartphone apps show strong promise in increasing access to psychological support. Therefore, it is crucial to understand how to make these apps effective. The therapeutic alliance (TA), or the relationship between healthcare professionals and clients, is considered fundamental to successful treatment outcomes in face-to-face therapy. Thus, understanding the TA in the context of fully automated apps would bring us insights into building effective smartphone apps which engage users. However, the concept of a digital therapeutic alliance (DTA) in the context of fully automated mental health smartphone apps is nascent and under-researched, and only a handful of studies have been published in this area. In particular, no published review paper examined the DTA in the context of fully automated apps. The objective of this review was to integrate the extant literature to identify research gaps and future directions in the investigation of DTA in relation to fully automated mental health smartphone apps. Our findings suggest that the DTA in relation to fully automated smartphone apps needs to be conceptualized differently to traditional face-to-face TA. First, the role of bond in the context of fully automated apps is unclear. Second, human components of face-to-face TA, such as empathy, are hard to achieve in the digital context. Third, some users may perceive apps as more non-judgmental and flexible, which may further influence DTA formation. Subdisciplines of computer science, such as affective computing and positive computing, and some human-computer interaction (HCI) theories, such as those of persuasive technology and human-app attachment, can potentially help to foster a sense of empathy, build tasks and goals and develop bond or an attachment between users and apps, which may further contribute to DTA formation in fully automated smartphone apps. Whilst the review produced a relatively limited quantity of literature, this reflects the novelty of the topic and the need for further research.","[{'authorId': '2172384082', 'name': 'Fangziyun Tong'}, {'authorId': '144524347', 'name': 'Reeva M. Lederman'}, {'authorId': '1395538527', 'name': 'Simon D’Alfonso'}, {'authorId': '143835428', 'name': 'K. Berry'}, {'authorId': '2535077', 'name': 'S. Bucci'}]",2022.0,Frontiers in Psychiatry,"{'volume': '13', 'name': 'Frontiers in Psychiatry'}",https://www.semanticscholar.org/paper/e1f26326e01e4121ebc1a93eec8bd82d2c76254d,True,"{'url': 'https://www.frontiersin.org/articles/10.3389/fpsyt.2022.819623/pdf', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC9256980, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",64,118,,"['Review', 'JournalArticle']",['Medicine'],"{'PubMedCentral': '9256980', 'DOI': '10.3389/fpsyt.2022.819623', 'CorpusId': 249965571, 'PubMed': '35815030'}",3,"Fangziyun Tong, Reeva M. Lederman, Simon D’Alfonso, K. Berry, S. Bucci","Review, JournalArticle","PubMedCentral:9256980, DOI:10.3389/fpsyt.2022.819623, CorpusId:249965571, PubMed:35815030"
"Telework development before, during and after COVID-19, and its relevance for organizational change in the public sector","Interest in, and implementation of telework, mainly working from home using ICT, has dramatically expanded during the COVID-19 pandemic due to government enforced lockdowns. This paper points to both earlier and current research as well as empirical evidence that telework reflects, and can be seen as a surrogate for, organisational change. The public sector has often lagged other sectors in implementing telework, but during the pandemic it has been forced to adopt teleworking practices and the necessary organisational changes in order to continue delivering its basic services. By surveying telework research starting in the mid-1990s up to the present, the paper outlines both similarities and differences in the telework and research themes identified. It offers explanations for these, and also looks towards the post-COVID future and how telework, and work in general, is likely to develop, taking public sector organisational change as the reference point. The paper thus addresses the following research questions: i) what are the common themes in research on telework in public sector organisations before and during the COVID pandemic; ii) how do disruptions impact the way individuals work in public sector organisations; iii) how can telework be understood as a surrogate for organisational change in public sector organisations; and iv) what are the future research topics on telework in public sector organisations?","[{'authorId': '2734818', 'name': 'Noella Edelmann'}, {'authorId': '21503830', 'name': 'J. Millard'}]",2021.0,International Conference on Theory and Practice of Electronic Governance,{'name': 'Proceedings of the 14th International Conference on Theory and Practice of Electronic Governance'},https://www.semanticscholar.org/paper/b9af8b906d342550a0809b3063d07952e6311f33,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3494193.3494252?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3494193.3494252, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",8,44,,"['JournalArticle', 'Book', 'Review']",['Computer Science'],"{'DBLP': 'conf/icegov/EdelmannM21', 'DOI': '10.1145/3494193.3494252', 'CorpusId': 245881101}",0,"Noella Edelmann, J. Millard","JournalArticle, Book, Review","DBLP:conf/icegov/EdelmannM21, DOI:10.1145/3494193.3494252, CorpusId:245881101"
Do the Peculiar Economics of Professional Team Sports Apply to Esports? Sequential Snowballing Literature Reviews and Implications,"The present research aims to identify the main peculiar economics of professional team sports, reflect on whether they apply to esports, and derive some implications. To achieve this aim, two sequential snowballing literature reviews were conducted. First, the literature on the peculiar economics of professional team sports was reviewed and assessed by the authors, based on their degree of distinctiveness and how core they are for the sector. Second, based on the main peculiar economics identified, a similar process considering economic aspects in the esports literature was conducted. The first review enabled the identification of 50 peculiar economics of professional team sports, of which 12 were assessed as the most distinctive and core to the sector. These 12 main peculiar economics were then considered in relation to the esports literature. This second review enabled the identification of some economic similarities and differences between sports and esports, before deriving some implications.","[{'authorId': '2622580', 'name': 'N. Scelles'}, {'authorId': '50448887', 'name': 'Q. Peng'}, {'authorId': '153653182', 'name': 'Maurizio Valenti'}]",2021.0,Economies,{'name': 'Economies'},https://www.semanticscholar.org/paper/dca7e0a2b8db0a87e467619d4e2b31ac7e5a42cd,True,"{'url': 'https://www.mdpi.com/2227-7099/9/1/31/pdf?version=1615256915', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.3390/ECONOMIES9010031?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3390/ECONOMIES9010031, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",20,103,,['Review'],['Sociology'],"{'MAG': '3134679357', 'DOI': '10.3390/ECONOMIES9010031', 'CorpusId': 233808157}",1,"N. Scelles, Q. Peng, Maurizio Valenti",Review,"MAG:3134679357, DOI:10.3390/ECONOMIES9010031, CorpusId:233808157"
An Ontology-Based Approach to Automated Test Case Generation,,"[{'authorId': '2168841732', 'name': 'Shreya M. Banerjee'}, {'authorId': '1725255', 'name': 'N. Debnath'}, {'authorId': '144341858', 'name': 'A. Sarkar'}]",2021.0,SN Computer Science,"{'volume': '2', 'name': 'SN Computer Science'}",https://www.semanticscholar.org/paper/354c924ba858b136dacf1336acfa71a2f2d31780,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/s42979-020-00420-8?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/s42979-020-00420-8, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",10,22,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/sncs/BanerjeeDS21', 'DOI': '10.1007/s42979-020-00420-8', 'CorpusId': 231654719}",0,"Shreya M. Banerjee, N. Debnath, A. Sarkar",JournalArticle,"DBLP:journals/sncs/BanerjeeDS21, DOI:10.1007/s42979-020-00420-8, CorpusId:231654719"
The Teacher-Student Relationship in the Use of Social Network Sites for Educational Purposes: A Systematic Review,"This paper aims at exploring the educational scholarly writing on the teacher-student relationship and performance within the use of Social Network Sites (SNSs) for educational purposes. To that end, a systematic review of 111 journal articles focused on young people, and found in ten relevant databases (ERIC, SCOPUS, WOS, JCR (SSCI), DOAJ, EBSCO, ISOC, REDIB, JSTOR, and PsycARTICLES), has been performed. The results show continuity in the roles of educators and students between physical and virtual spaces. This homogeneous conceptualisation is grounded on student-centred theories. Also, the existence of a theoretical confrontation between the figurative dichotomy of vertical (distance) and horizontal (closeness) teacher-student relationship is revealed and discussed. While most of the reviewed studies focused on requirements for technical training, the need for acquiring digital cultural knowledge is stressed. Finally, some of the educational implications of the ethical dimension of the teacher-student relationship in digital spaces are exposed.","[{'authorId': '1742535664', 'name': 'Laura Camas Garrido'}, {'authorId': '2126751394', 'name': 'Aída Valero Moya'}, {'authorId': '2126761455', 'name': 'Mireia Vendrell Morancho'}]",2021.0,Journal of New Approaches in Educational Research,"{'volume': '10', 'pages': '137 - 156', 'name': 'Journal of New Approaches in Educational Research'}",https://www.semanticscholar.org/paper/565612ec4958ef1882e1892ccee74c404182b2b5,True,"{'url': 'https://naerjournal.ua.es/article/download/v10n1-9/737', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.7821/naer.2021.1.591?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.7821/naer.2021.1.591, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",24,133,,['Review'],['Psychology'],"{'MAG': '3118786941', 'DOI': '10.7821/naer.2021.1.591', 'CorpusId': 234246314}",0,"Laura Camas Garrido, Aída Valero Moya, Mireia Vendrell Morancho",Review,"MAG:3118786941, DOI:10.7821/naer.2021.1.591, CorpusId:234246314"
Towards Semantically Guided Traceability,"In many regulated domains, traceability is established across diverse artifacts such as requirements, design, code, test cases, and hazards – either manually or with the help of supporting tools, and the resulting trace links are used to support activities such as impact analysis, compliance verification, and safety inspections. Automated tracing techniques need to leverage the semantics of underlying artifacts in order to establish more accurate trace links and to provide explanations of links that have been created in either a manual or automated fashion. To support this, we propose an automated technique which leverages source code, project artifacts and an external domain corpus to generate a domain-specific concept model. We then use the generated concept model to improve traceability results and to provide explanations of the results. Our approach overcomes existing problems with deep-learning traceability algorithms, as it does not require a training set of existing trace links. Finally, as an initial proof-of-concept, we apply our semantically-guided approach to the Dronology project, and show that it improves over other tracing techniques that do not use a concept model.","[{'authorId': '2108385834', 'name': 'Yalin Liu'}, {'authorId': '48208325', 'name': 'Jinfeng Lin'}, {'authorId': '1694209', 'name': 'Qingkai Zeng'}, {'authorId': '144812586', 'name': 'Meng Jiang'}, {'authorId': '1389656608', 'name': 'J. Cleland-Huang'}]",2020.0,IEEE International Requirements Engineering Conference,"{'pages': '328-333', 'name': '2020 IEEE 28th International Requirements Engineering Conference (RE)'}",https://www.semanticscholar.org/paper/5cb4f69d55d4d98fef1fc72676137b191a215a09,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1109/RE48521.2020.00043?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/RE48521.2020.00043, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",9,27,,"['JournalArticle', 'Conference']",['Computer Science'],"{'DBLP': 'conf/re/LiuLZ0C20', 'MAG': '3092220769', 'DOI': '10.1109/RE48521.2020.00043', 'CorpusId': 222298126}",0,"Yalin Liu, Jinfeng Lin, Qingkai Zeng, Meng Jiang, J. Cleland-Huang","JournalArticle, Conference","DBLP:conf/re/LiuLZ0C20, MAG:3092220769, DOI:10.1109/RE48521.2020.00043, CorpusId:222298126"
A systematic literature review on semantic web enabled software testing,,"[{'authorId': '3437122', 'name': 'Mahboubeh Dadkhah'}, {'authorId': '2697244', 'name': 'S. Araban'}, {'authorId': '2576752', 'name': 'S. Paydar'}]",2020.0,Journal of Systems and Software,"{'volume': '162', 'name': 'J. Syst. Softw.'}",https://www.semanticscholar.org/paper/7239f5f7790e21bc7aaad8e51c1ff774b1aeefdd,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1016/j.jss.2019.110485?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/j.jss.2019.110485, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",30,163,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'journals/jss/DadkhahAP20', 'MAG': '2989809658', 'DOI': '10.1016/j.jss.2019.110485', 'CorpusId': 210976543}",2,"Mahboubeh Dadkhah, S. Araban, S. Paydar","JournalArticle, Review","DBLP:journals/jss/DadkhahAP20, MAG:2989809658, DOI:10.1016/j.jss.2019.110485, CorpusId:210976543"
Research Series Review for Transdisciplinarity Assessment—Validation with Sustainable Consumption and Production Research,"In light of the escalating challenges for the sustainability of our societies, the need for improving the research of sustainable consumption and production (SCP) aiming to make real changes on the societies towards sustainability is evident. Transdisciplinary (TD) research is a promising way to enhance SCP research; however, insights to operationalize the concept of TD research are needed for both funders and researchers. Therefore, this article proposes an innovative way to capture and analyse a research series for transdisciplinarity assessment in qualitative and quantitative terms. This new way is termed research series review (RSR). This article adopted literature analysis and partly reflexive retrospective reasoning. In particular, citation content analysis was carried out in relation to two research series selected as the cases. The results show that RSR has advantages such as clearer traceability with cause-and-effect relationships. Furthermore, a successful SCP research series is hypothesised to form an iterative process between practical and theoretical fields as well as finding opportunities and proposing solutions.","[{'authorId': '48110216', 'name': 'T. Sakao'}]",2019.0,Sustainability,{'name': 'Sustainability'},https://www.semanticscholar.org/paper/be7a3ef1609d597f8ccbc80864ed7c3c5a01185b,True,"{'url': 'https://www.mdpi.com/2071-1050/11/19/5250/pdf', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.3390/su11195250?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3390/su11195250, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",7,74,,['Review'],['Economics'],"{'MAG': '2976917759', 'DOI': '10.3390/su11195250', 'CorpusId': 203596409}",0,T. Sakao,Review,"MAG:2976917759, DOI:10.3390/su11195250, CorpusId:203596409"
Computational Advances in Drug Safety: Systematic and Mapping Review of Knowledge Engineering Based Approaches,"Drug Safety (DS) is a domain with significant public health and social impact. Knowledge Engineering (KE) is the Computer Science discipline elaborating on methods and tools for developing “knowledge-intensive” systems, depending on a conceptual “knowledge” schema and some kind of “reasoning” process. The present systematic and mapping review aims to investigate KE-based approaches employed for DS and highlight the introduced added value as well as trends and possible gaps in the domain. Journal articles published between 2006 and 2017 were retrieved from PubMed/MEDLINE and Web of Science® (873 in total) and filtered based on a comprehensive set of inclusion/exclusion criteria. The 80 finally selected articles were reviewed on full-text, while the mapping process relied on a set of concrete criteria (concerning specific KE and DS core activities, special DS topics, employed data sources, reference ontologies/terminologies, and computational methods, etc.). The analysis results are publicly available as online interactive analytics graphs. The review clearly depicted increased use of KE approaches for DS. The collected data illustrate the use of KE for various DS aspects, such as Adverse Drug Event (ADE) information collection, detection, and assessment. Moreover, the quantified analysis of using KE for the respective DS core activities highlighted room for intensifying research on KE for ADE monitoring, prevention and reporting. Finally, the assessed use of the various data sources for DS special topics demonstrated extensive use of dominant data sources for DS surveillance, i.e., Spontaneous Reporting Systems, but also increasing interest in the use of emerging data sources, e.g., observational healthcare databases, biochemical/genetic databases, and social media. Various exemplar applications were identified with promising results, e.g., improvement in Adverse Drug Reaction (ADR) prediction, detection of drug interactions, and novel ADE profiles related with specific mechanisms of action, etc. Nevertheless, since the reviewed studies mostly concerned proof-of-concept implementations, more intense research is required to increase the maturity level that is necessary for KE approaches to reach routine DS practice. In conclusion, we argue that efficiently addressing DS data analytics and management challenges requires the introduction of high-throughput KE-based methods for effective knowledge discovery and management, resulting ultimately, in the establishment of a continuous learning DS system.","[{'authorId': '2443688', 'name': 'Pantelis Natsiavas'}, {'authorId': '2139199', 'name': 'A. Malousi'}, {'authorId': '40477878', 'name': 'C. Bousquet'}, {'authorId': '1710160', 'name': 'M. Jaulent'}, {'authorId': '1738438', 'name': 'V. Koutkias'}]",2019.0,Frontiers in Pharmacology,"{'volume': '10', 'name': 'Frontiers in Pharmacology'}",https://www.semanticscholar.org/paper/dffcbd5bd1b73ac28c7cce81d67ea224fe92957a,True,"{'url': 'https://www.frontiersin.org/articles/10.3389/fphar.2019.00415/pdf', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC6533857, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",15,159,,['Review'],"['Computer Science', 'Medicine']","{'MAG': '2929675191', 'PubMedCentral': '6533857', 'DOI': '10.3389/fphar.2019.00415', 'CorpusId': 133283751, 'PubMed': '31156424'}",0,"Pantelis Natsiavas, A. Malousi, C. Bousquet, M. Jaulent, V. Koutkias",Review,"MAG:2929675191, PubMedCentral:6533857, DOI:10.3389/fphar.2019.00415, CorpusId:133283751, PubMed:31156424"
Challenges and facilitators practices for knowledge management in large-scale scrum teams,"ABSTRACT Sharing and managing knowledge is an essential resource for the success of a Scrum team. However, widely known knowledge management practices typically address only team level collaboration, which cannot be easily scaled to multiple Scrum teams. In this sense, this paper conducts an empirical study at one of the largest information technology companies operating in Portugal, in which multiple Scrum teams working locally and in remote offices develops e-commerce solutions for the African market. Several facilitators’ knowledge practices are identified and discussed, and also the main challenges and difficulties of scaling Scrum practices for large-scale teams are addressed.","[{'authorId': '24855168', 'name': 'F. Almeida'}, {'authorId': '2052479892', 'name': 'Emanuel Miranda'}, {'authorId': '2058687814', 'name': 'João Falcão'}]",2019.0,Journal of IT Cases and Applications,"{'volume': '21', 'pages': '102 - 90', 'name': 'Journal of Information Technology Case and Application Research'}",https://www.semanticscholar.org/paper/948de39e96e65bffd59483b6c6dca4483a30f5d8,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1080/15228053.2019.1637087?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1080/15228053.2019.1637087, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",14,56,,,['Business'],"{'MAG': '2954017545', 'DOI': '10.1080/15228053.2019.1637087', 'CorpusId': 198844877}",2,"F. Almeida, Emanuel Miranda, João Falcão",,"MAG:2954017545, DOI:10.1080/15228053.2019.1637087, CorpusId:198844877"
