Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"S Jang, K Kim, K Yi","A Case Study of Industry Demand-Driven Computer Science College Education Through Industry-Academia Collaboration Directly Addressing Corporate …",2024,"컴퓨터교육학회 논문지","journal.kace.re.kr","https://journal.kace.re.kr/xml/41846/41846.pdf","",226,"2026-01-23 18:15:17","PDF","","","",,,,,0,0.00,0,3,2,"A Case Study of Industry Demand-Driven Computer Science College Education Through Industry-Academia Collaboration Directly Addre Page 1 컴퓨터교육학회 논문지 (27권 4호) 185 …","https://journal.kace.re.kr/xml/41846/41846.pdf","https://scholar.google.com/scholar?q=related:A4cUeFPOz2kJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"JR Aguilar-Cisneros…","Software engineering students, soft and hard skills got through a University Software Company",2024,"Труды института …","mathnet.ru","https://www.mathnet.ru/eng/tisp863","",227,"2026-01-23 18:15:17","","","","",,,,,0,0.00,0,2,2,"This paper shows quantitative research regarding knowledge, soft &hard skills, and experience acquired by students hired by a University Software Development Company …","https://www.mathnet.ru/php/getFT.phtml?jrnid=tisp&paperid=863&what=fullt","https://scholar.google.com/scholar?q=related:65nbvoyRsD0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"E Ljung, O Ljung","Applicability of offshore software development best practices to AI-assisted software development",2024,"","odr.chalmers.se","https://odr.chalmers.se/server/api/core/bitstreams/15fd7938-aded-41e2-8405-9bd64ef09fb4/content","",228,"2026-01-23 18:15:17","PDF","","","",,,,,0,0.00,0,2,2,"In this study we explored the similarities between offshore software development and Artificial Intelligence (AI)-assisted software development. Given the current research gap …","https://odr.chalmers.se/server/api/core/bitstreams/15fd7938-aded-41e2-8405-9bd64ef09fb4/content","https://scholar.google.com/scholar?q=related:PK0nUtw4SeUJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"CU Wimalasooriya","Towards Improving the Quality of Mobile Apps",2023,"","ourarchive.otago.ac.nz","https://ourarchive.otago.ac.nz/view/pdfCoverPage?instCode=64OTAGO_INST&filePid=13409457280001891&download=true","",229,"2026-01-23 18:15:17","PDF","","","",,,,,0,0.00,0,1,3,"Software developers publish mobile apps at a continuous and growing pace due to the widespread adoption of mobile devices. To stay competitive in today's market, vendors are …","https://ourarchive.otago.ac.nz/view/pdfCoverPage?instCode=64OTAGO_INST&filePid=13409457280001891&download=true","https://scholar.google.com/scholar?q=related:JwBZ4-40t3kJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"M Marques, R Meseguer, SF Ochoa…","Coordination and Awareness Mechanisms to Support Collaboration in Project-based Software Engineering Courses",2023,"… Cooperative Work in …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10152608/","",230,"2026-01-23 18:15:17","","","","",,,,,0,0.00,0,4,3,"In project-based software engineering courses, the collaboration among participants is usually the cornerstone that makes these experiences successful and allows reaching the …","","https://scholar.google.com/scholar?q=related:nfp8zDFbQBgJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"J Cederbladh","Early Validation &Verification in Model-Based Systems Engineering",2025,"","diva-portal.org","https://www.diva-portal.org/smash/record.jsf?pid=diva2:2000692","",231,"2026-01-23 18:15:17","","","","",,,,,0,0.00,0,1,1,"Abstract Systems engineering is a discipline that assists practitioners in developing complex systems by managing and reducing risk across a systems life cycle. An essential part of …","https://www.diva-portal.org/smash/get/diva2:2000692/FULLTEXT01.pdf","https://scholar.google.com/scholar?q=related:n58TI5yVuNYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"D de G. Marques, WB Santos…","OntoIAC: Ontological Modeling of Collaborations Between Industry and Academia in the Context of Agile Software Development",2024,"Iberian Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-032-12879-9_23","",233,"2026-01-23 18:15:17","","10.1007/978-3-032-12879-9_23","","",,,,,0,0.00,0,3,2,"One of the factors for the insertion of new technologies within the industry is research-development (R&D) developed by collaborations between industry and academia (Industry …","","https://scholar.google.com/scholar?q=related:sagu_cYQ1XcJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"A Küçükuncular","DiscoverArtificial Intelligence",2024,"Discover","researchgate.net","https://www.researchgate.net/profile/Ahmet-Kuecuekuncular/publication/385529778_Ethical_AI_cannot_be_fostered_in_a_vacuum_why_AI_ethics_research_needs_industry_involvement/links/672991792326b47637c7c0fb/Ethical-AI-cannot-be-fostered-in-a-vacuum-why-AI-ethics-research-needs-industry-involvement.pdf","",234,"2026-01-23 18:15:17","PDF","","","",,,,,0,0.00,0,1,2,"This paper argues that ethical AI cannot be fostered in a vacuum, challenging the perspective that AI ethics research should be isolated from technological advancements and …","https://www.researchgate.net/profile/Ahmet-Kuecuekuncular/publication/385529778_Ethical_AI_cannot_be_fostered_in_a_vacuum_why_AI_ethics_research_needs_industry_involvement/links/672991792326b47637c7c0fb/Ethical-AI-cannot-be-fostered-in-a-vacuum-why-AI-ethics-research-needs-industry-involvement.pdf","https://scholar.google.com/scholar?q=related:ae1KIxAOkZYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"D de G. Marques, VC Rocha, PLS de Oliveira…","Industry-Academia Collaboration in Software Engineering: Action Research in Case Studies",2024,"Iberian Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-032-12879-9_49","",235,"2026-01-23 18:15:17","","10.1007/978-3-032-12879-9_49","","",,,,,0,0.00,0,4,2,"The level of Collaboration between Academia and Industry (IAC) in Software Engineering is still very low, despite the benefits in promoting innovation. There is encouragement for …","","https://scholar.google.com/scholar?q=related:qtau-ZAskbwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"C Degen","Perspectives and experiences of Canadian pediatric rare disease researchers in collaborative research with industry: a mixed methods study",2024,"","ruor.uottawa.ca","https://ruor.uottawa.ca/items/085ea45e-2d57-441c-b7ff-eda5b18889e9","",236,"2026-01-23 18:15:17","","","","",,,,,0,0.00,0,1,2,"Objectives: We investigated pediatric rare disease researchers' experiences and perspectives with research collaborations involving industry partners. Methods: This mixed …","https://ruor.uottawa.ca/bitstreams/673f9aea-44c9-495a-bfe8-dee3eff53a22/download","https://scholar.google.com/scholar?q=related:RIHkMbN3r90J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"S Rico","Building Stronger Bridges: Strategies for Improving Communication and Collaboration Between Industry and Academia in Software Engineering",2023,"","lup.lub.lu.se","https://lup.lub.lu.se/search/files/146569093/Thesis_Rico_Sergio_PrintVersion.pdf","",237,"2026-01-23 18:15:17","BOOK","","","",,,,,0,0.00,0,1,3,"Background: The software engineering community has expressed growing concern regarding the need for more connections between research and practice. Despite the large …","https://lup.lub.lu.se/search/files/146569093/Thesis_Rico_Sergio_PrintVersion.pdf","https://scholar.google.com/scholar?q=related:sBsoczNQLMQJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"R Jongeling","Lightweight Consistency Checking for Advancing Continuous Model-Based Development in Industry",2022,"","search.proquest.com","https://search.proquest.com/openview/8b18be2c05bc58f786e65d2b1fea52d7/1?pq-origsite=gscholar&cbl=2026366&diss=y","",238,"2026-01-23 18:15:17","BOOK","","","",,,,,0,0.00,0,1,4,"For the development of modern software-intensive systems, a large number of development artifacts are created and maintained to design and implement their intended structure and …","https://www.diva-portal.org/smash/get/diva2:1704212/FULLTEXT01.pdf","https://scholar.google.com/scholar?q=related:NvUdit3W25AJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"M Tummalapudi","Strategic factors for implementing a multiple career path construction doctoral program: a mixed methods study",2022,"","search.proquest.com","https://search.proquest.com/openview/f06b3804707d7c2e69b0827bfe5008f7/1?pq-origsite=gscholar&cbl=18750&diss=y","",239,"2026-01-23 18:15:17","","","","",,,,,0,0.00,0,1,4,"According to the recent literature, a notable percentage of STEM doctoral graduates prefer employment in non-academic career paths such as industry due to diminishing opportunities …","https://api.mountainscholar.org/server/api/core/bitstreams/ce2d7dd7-1036-477d-94fb-ff01790faf02/content","https://scholar.google.com/scholar?q=related:MARKEyrjrpEJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"J Mucha","The QDAcity-RE-RS Method for Creating Complete, Consistent, and Traceable Requirements Specifications",2023,"","search.proquest.com","https://search.proquest.com/openview/c9cd47333ffbfc229f14daa2a771a03c/1?pq-origsite=gscholar&cbl=2026366&diss=y","",240,"2026-01-23 18:15:17","BOOK","","","",,,,,0,0.00,0,1,3,"Resolving issues that arise in a software project becomes more expensive as the project advances. Hence, it is crucial for a requirements engineer to develop a complete, consistent …","","https://scholar.google.com/scholar?q=related:ffeV-zKRoIgJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"R Ye, N Sibia, AZ Bernuy, T Zhu, C Nobre, M Liut","ARC: an Automated Review Companion Leveraging User-Centered Design for Research Integration",,"files.osf.io","","https://files.osf.io/v1/resources/8vsru/providers/osfstorage/6717f3b195cbf38bddbfab52?action=download&direct&version=1","",242,"2026-01-23 18:15:17","PDF","","","",,,,,0,0.00,0,6,,"Systematic literature reviews are foundational for advancing knowledge across research domains, yet their labor-intensive nature often limits their accessibility and efficiency. As a …","https://files.osf.io/v1/resources/8vsru/providers/osfstorage/6717f3b195cbf38bddbfab52?action=download&direct&version=1","https://scholar.google.com/scholar?q=related:3NejqdJmcpYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"T Kreuzer, A Janes","Introducing Data Science Techniques into a Company Producing Electrical Appliances",2022,"International Conference on Database and Expert …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-14343-4_20","",243,"2026-01-23 18:15:17","","10.1007/978-3-031-14343-4_20","","",,,,,0,0.00,0,2,4,"Industry-academia collaboration in the field of software engineering is posing many challenges. In this paper, we describe our experience in introducing data science …","","https://scholar.google.com/scholar?q=related:XO7eHiy3W9UJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"JRA Cisneros…","Software Engineering Students, Soft and Hard Skills Got through a University Software Company",2024,"Труды Института …","cyberleninka.ru","https://cyberleninka.ru/article/n/software-engineering-students-soft-and-hard-skills-got-through-a-university-software-company","",244,"2026-01-23 18:15:17","HTML","","","",,,,,0,0.00,0,2,2,"This paper shows quantitative research regarding knowledge, soft &hard skills, and experience acquired by students hired by a University Software Development Company …","https://cyberleninka.ru/article/n/software-engineering-students-soft-and-hard-skills-got-through-a-university-software-company","https://scholar.google.com/scholar?q=related:N5-Un42abXUJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"R Moh'd A, QA Al-Haija","INTELLIGENT SYSTEMS AND APPLICATIONS IN ENGINEERING",,"Management","researchgate.net","https://www.researchgate.net/profile/Mohd-Radaideh-2/publication/384087185_Evaluating_the_Software_Engineering_Curriculum_at_JUST_A_Comparative_Analysis_with_IEEE_Knowledge_Areas/links/66eb3ecb97a75a4b4835fb5e/Evaluating-the-Software-Engineering-Curriculum-at-JUST-A-Comparative-Analysis-with-IEEE-Knowledge-Areas.pdf","",245,"2026-01-23 18:15:17","PDF","","","",,,,,0,0.00,0,2,,"Contribution: This paper examines the compliance of the Software Engineering (SE) program at Jordan University of Science and Technology (JUST) with the fifteen Software …","https://www.researchgate.net/profile/Mohd-Radaideh-2/publication/384087185_Evaluating_the_Software_Engineering_Curriculum_at_JUST_A_Comparative_Analysis_with_IEEE_Knowledge_Areas/links/66eb3ecb97a75a4b4835fb5e/Evaluating-the-Software-Engineering-Curriculum-at-JUST-A-Comparative-Analysis-with-IEEE-Knowledge-Areas.pdf","https://scholar.google.com/scholar?q=related:Wk2ALJG0QrEJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"F Ibanez","Engaging in open innovation through university-industry collaboration: lessons from a large pharmaceutical firm's approach",2022,"","sussex.figshare.com","https://sussex.figshare.com/articles/thesis/Engaging_in_open_innovation_through_university-industry_collaboration_lessons_from_a_large_pharmaceutical_firm_s_approach/23493926","",254,"2026-01-23 18:15:17","","","","",,,,,0,0.00,0,1,4,"University-Industry Collaborations (UICs) are an important area of activity. Indeed, for several decades many governments in Europe, including the UK government, have tried to …","https://sussex.figshare.com/articles/thesis/Engaging_in_open_innovation_through_university-industry_collaboration_lessons_from_a_large_pharmaceutical_firm_s_approach/23493926/1/files/41202068.pdf","https://scholar.google.com/scholar?q=related:B3TOobh0hYMJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
0,"S Rico, N Ali, E Engström, M Höst","Experiences from Conducting Interactive Rapid Reviews--Two Industrial Cases",,"Available at SSRN 4367321","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4367321","",256,"2026-01-23 18:15:17","","","","",,,,,0,0.00,0,4,,"Context: Evidence-based software engineering (EBSE) aims to improve research utilization in practice. It relies on systematic methods to identify, appraise, and synthesize existing …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4367321","https://scholar.google.com/scholar?q=related:Qn3pEcJ8gNYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
