Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2,"LAP Ossaba, JEV Isaza","Gestión de conocimiento: la solución para disminuir el reproceso en las pruebas de software",2012,"Ingenierías USBMed","revistas.usb.edu.co","https://revistas.usb.edu.co/index.php/IngUSBmed/article/view/274","https://scholar.google.com/scholar?cites=1873768704805414366&as_sdt=2005&sciodt=0,5&hl=en",17,"2026-01-15 11:35:05","","","","",,,,,2,0.14,1,2,14,"La gestión de conocimiento se ha convertido en una clave fundamental en los procesos de la ingeniería de software, permitiendo mejorar y optimizar cada una de las actividades que …","https://revistas.usb.edu.co/index.php/IngUSBmed/article/download/274/188","https://scholar.google.com/scholar?q=related:3qUrmbX2ABoJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
3,"DES Duran, JJ Builes…","A Knowledge Management Model for Improving the Software Test Process",2017,"European Conference on …","search.proquest.com","https://search.proquest.com/openview/fb0f6c468d2757b10d18eed45bb987c2/1?pq-origsite=gscholar&cbl=1796412","https://scholar.google.com/scholar?cites=74306554012555412&as_sdt=2005&sciodt=0,5&hl=en",9,"2026-01-15 11:35:05","","","","",,,,,3,0.33,1,3,9,"Abstract Knowledge management is a transversal discipline and with an adequate implementation generates value in organizations. Implementations of knowledge …","","https://scholar.google.com/scholar?q=related:lNhmzGr9BwEJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
3,"M Ruiz, PJ Tuya González, D Crespo","Simulation-based optimization for software dynamic testing processes",2014,"International Journal on …","digibuo.uniovi.es","https://digibuo.uniovi.es/dspace/handle/10651/30822","https://scholar.google.com/scholar?cites=9114762696336449141&as_sdt=2005&sciodt=0,5&hl=en",10,"2026-01-15 11:35:05","","","","",,,,,3,0.25,1,3,12,"Managing software development projects requires the coordination of different processes that may be performed by different teams, eg, a development team and a separate testing …","https://digibuo.uniovi.es/dspace/bitstream/handle/10651/30822/soft_v7_n12_2014_30.pdf?sequence=1","https://scholar.google.com/scholar?q=related:dZ4dV2Ekfn4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
5,"M Shongwe","Knowledge management in software development: a literature review",2016,"International Conference on Intellectual Capital and …","books.google.com","https://books.google.com/books?hl=en&lr=&id=bULqDQAAQBAJ&oi=fnd&pg=PA311&ots=AQsFXT_lbw&sig=zFexLDsN7hdIm4JRvUWJwrzJeHo","https://scholar.google.com/scholar?cites=15178505708702952357&as_sdt=2005&sciodt=0,5&hl=en",7,"2026-01-15 11:35:05","","","","",,,,,5,0.50,5,1,10,"Software engineering is a knowledge-intensive task. Software development organisations depend on the knowledge they have at their disposal to develop high-quality software and …","","https://scholar.google.com/scholar?q=related:pWt63IXipNIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
11,"DES Durán, AXR Gamboa, JJ Builes","Aplicación de la Gestión de Conocimiento al proceso de pruebas de software",2017,"Ingenierías USBMed","academia.edu","https://www.academia.edu/download/73346193/2642.pdf","https://scholar.google.com/scholar?cites=3845847293881799410&as_sdt=2005&sciodt=0,5&hl=en",6,"2026-01-15 11:35:05","HTML","","","",,,,,11,1.22,4,3,9,"La gestión del conocimiento tiene como propósito aprovechar el conocimiento para generar valor a nivel organizacional, soportado en procesos, herramientas y actividades para lograr …","https://www.academia.edu/download/73346193/2642.pdf","https://scholar.google.com/scholar?q=related:8tI41LwxXzUJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
18,"SS Yau, JS Patel","A blockchain-based testing approach for collaborative software development",2020,"2020 IEEE International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9284782/","https://scholar.google.com/scholar?cites=1466327970605647990&as_sdt=2005&sciodt=0,5&hl=en",4,"2026-01-15 11:35:05","","","","",,,,,18,3.00,9,2,6,"Development of large-scale and complex software systems requires multiple teams, including software development teams, domain experts, user representatives, and other …","","https://scholar.google.com/scholar?q=related:dkgrNIVxWRQJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
21,"BM Napoleão, ÉF de Souza, GA Ruiz…","Synthesizing researches on Knowledge Management and Agile Software Development using the Meta-ethnography method",2021,"Journal of Systems and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121221000704","https://scholar.google.com/scholar?cites=13910046755059994973&as_sdt=2005&sciodt=0,5&hl=en",3,"2026-01-15 11:35:05","","","","",,,,,21,4.20,5,4,5,"Context: Software development processes are considered as knowledge intensive and therefore Knowledge Management (KM) can be applied to efficiently manage the knowledge …","","https://scholar.google.com/scholar?q=related:XRFtPNNpCsEJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
21,"MM Shongwe","Knowledge management in small software development organisations: A South African perspective",2017,"South African Journal of Information Management","journals.co.za","https://journals.co.za/doi/abs/10.4102/sajim.v19i1.784","https://scholar.google.com/scholar?cites=3251939005715321095&as_sdt=2005&sciodt=0,5&hl=en",5,"2026-01-15 11:35:05","","10.4102/sajim.v19i1.784","","",,,,,21,2.33,21,1,9,"Background: Software organisations have been experiencing software development failures since the beginning of software development. Globally, latest Standish Group CHAOS …","https://journals.co.za/doi/pdf/10.4102/sajim.v19i1.784","https://scholar.google.com/scholar?q=related:BxHm0ks1IS0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
26,"A Anupan, P Nilsook, P Wannapiroon","A framework for a knowledge management system in a cloud computing environment using a knowledge engineering approach",2015,"International Journal of Knowledge …","","","https://scholar.google.com/scholar?cites=12490655263277501432&as_sdt=2005&sciodt=0,5&hl=en",21,"2026-01-15 11:35:05","CITATION","","","",,,,,26,2.36,9,3,11,"","","https://scholar.google.com/scholar?q=related:-MuEm8i4V60J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
47,"K Wnuk, T Garrepalli","Knowledge management in software testing: a systematic snowball literature review",2018,"e-Informatica Software Engineering …","yadda.icm.edu.pl","https://yadda.icm.edu.pl/baztech/element/bwmeta1.element.baztech-fd27294c-dc79-4c73-a97a-9fd519b0a713","https://scholar.google.com/scholar?cites=10016090599045724182&as_sdt=2005&sciodt=0,5&hl=en",1,"2026-01-15 11:35:05","","","","",,,,,47,5.88,24,2,8,"Background: Software testing benefits from the usage of Knowledge Management (KM) methods and principles. Thus, there is a need to adopt KM to the software testing core …","https://yadda.icm.edu.pl/baztech/element/bwmeta1.element.baztech-fd27294c-dc79-4c73-a97a-9fd519b0a713/c/wnuk_knowledge_1_2018.pdf","https://scholar.google.com/scholar?q=related:Fvg_ElVNAIsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
62,"J Bjerkan, M Hedlund, R Hellesø","Patients' contribution to the development of a web-based plan for integrated care–a participatory design study",2015,"Informatics for Health and …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.3109/17538157.2014.907803","https://scholar.google.com/scholar?cites=17063672985540688760&as_sdt=2005&sciodt=0,5&hl=en",2,"2026-01-15 11:35:05","","10.3109/17538157.2014.907803","","",,,,,62,5.64,21,3,11,"Aims and objectives: The aim was to explore how a participatory design (PD) approach involving adult patients and parents of children with disabilities could contribute to the …","https://www.academia.edu/download/112067228/17538157.2014.90780320240304-1-sbf98n.pdf","https://scholar.google.com/scholar?q=related:ePuUUixYzuwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
