DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
(missing DOI),"Book review:Working knowledge: How organizations manage what they know. Thomas H. Davenport and Laurence Prusak. Harvard Business School Press, 1998. $29.95US. ISBN 0‐87584‐655‐6",A. Wensley,(missing journal),1998,(missing abstract),247034267,6202,0,(missing PubMedId)
(missing DOI),The discovery of grounded theory: strategies for qualitative research aldine de gruyter,"B. Glaser, A. Strauss",(missing journal),1968,"Most writing on sociological method has been concerned with how accurate facts can be obtained and how theory can thereby be more rigorously tested. In The Discovery of Grounded Theory, Barney Glaser and Anselm Strauss address the equally Important enterprise of how the discovery of theory from data--systematically obtained and analyzed in social research--can be furthered. The discovery of theory from data--grounded theory--is a major task confronting sociology, for such a theory fits empirical situations, and is understandable to sociologists and laymen alike. Most important, it provides relevant predictions, explanations, interpretations, and applications. In Part I of the book, ""Generation Theory by Comparative Analysis,"" the authors present a strategy whereby sociologists can facilitate the discovery of grounded theory, both substantive and formal. This strategy involves the systematic choice and study of several comparison groups. In Part II, The Flexible Use of Data,"" the generation of theory from qualitative, especially documentary, and quantitative data Is considered. In Part III, ""Implications of Grounded Theory,"" Glaser and Strauss examine the credibility of grounded theory. The Discovery of Grounded Theory is directed toward improving social scientists' capacity for generating theory that will be relevant to their research. While aimed primarily at sociologists, it will be useful to anyone Interested In studying social phenomena--political, educational, economic, industrial-- especially If their studies are based on qualitative data.",245954538,59768,3,(missing PubMedId)
(missing DOI),Applying Knowledge Management Approach for Software Testing,Ted E. Lee,(missing journal),2006,"Software testing involves the process of detecting software discrepancies so that they can be corrected before they are installed into a live environment supporting operational business units. To better suppor t this complex task of software-testing, this study proposes identifying and applying a knowledge management (KM) approach to software testing. Based on literature review, three frameworks are identified, each of which was used in a project based environment. An integrated hybrid KM framework for software testing is developed by incorporating desirable aspects of the first two frameworks into the third one. To assess the effectiveness of the hybrid framework, an empirical study needs to be",241529065,5,16,(missing PubMedId)
(missing DOI),Knowledge Management Applied to Software Testing: A Systematic Mapping,"É. Souza, R. Falbo, N. Vijaykumar",SEKE,2012,"With the growth of data from several different sources of knowledge within an organization, it becomes necessary to provide computerized support for tasks of acquiring, processing, analyzing and disseminating knowledge. In the software process, testing is a critical factor for product quality, and thus there is an increasing concern in how to improve the accomplishment of this task. In software testing, finding relevant knowledge to reuse can be a difficult and complex task, due to the lack of a strategy to represent or to associate semantics to a large volume of test data, including test cases, testing techniques to be applied and so on. This paper aims to investigate, through a Systematic Mapping of the Literature, some aspects associated with applying Knowledge Management to Software Testing.",238027994,10,23,(missing PubMedId)
(missing DOI),Knowledge Partitioning and Knowledge Transfer Mechanisms in Software Testing : An Empirical Investigation,"Radhika Jain, Sandra M. Richardson",(missing journal),2006,"The software development industry spends more than half of its budget on maintenance related activities. Software testing provides a means to reduce errors, cut maintenance and overall software costs. Given the importance of software testing it is surprising that there is very little emphasis on formal software testing education. This suggests that most software testers are then either self-taught or they acquire needed skills on the job through informal and formal knowledge sharing mechanisms. We explore the role of knowledge management and specifically the various knowledge sharing and transfer mechanisms that enable software testers to acquire software testing skills. This is a multi part study. This paper reports our preliminary findings from the first phase. First phase data was collected at a large multi-national company. We expect that these guidelines can help organizations to devise a program for improving skills of their employees involved in software testing and institute a culture of effective use of knowledge transfer mechanisms.",237546968,2,15,(missing PubMedId)
(missing DOI),Integrating Verification and Validation Techniques Knowledge into Software Engineering Environments,"A. Natali, A. Rocha, G. Travassos, P. Mian",(missing journal),2003,"Accomplishing software verification and validation (V&V) activities is not a simple task. It involves a great number of techniques to choose and there is no sufficient organized information to support the selection regarding the V&V technique to be used. This paper describes an ongoing research work concerned with the definition of an approach to plan verification and validation processes. Its objective is to define how V&V activities can be supported throughout software development processes accomplished by a Software Engineering Environment (SEE). Besides V&V knowledge integrated into the SEE, this approach will also organize some practical recommendations generated by experimental studies regarding V&V techniques to support their",237283533,3,19,(missing PubMedId)
(missing DOI),Towards the Establishment of an Ontology of Software Testing,"E. Barbosa, E. Nakagawa, J. Maldonado",SEKE,2005,"A growing interest on the establishment of ontologies has been observed for the most different knowledge domains. This work presents OntoTest – an ontology of software testing, which has been developed to support acquisition, organization, reuse and sharing of testing knowledge. OntoTest has been built with basis on ISO/IEC 12207 standard and intends to explore the different aspects involved in the testing activity. Specifically, we are interested in defining a common well-established vocabulary for testing, which can be useful to develop supporting tools as well as to increase the inter-operability among them.",236873801,45,14,(missing PubMedId)
(missing DOI),Knowledge-based Software Test Generation,"Valeh H. Nasser, W. Du, D. Macisaac",SEKE,2008,"Enriching test oracles with a test expert’s mental model of error prone aspects of software, and granting control to them to specify custom coverage criteria and arbitrary test cases, can potentially improve the quality of automatically generated test suites. This paper reports our investigation on the application of knowledge engineering techniques in automated software testing to increase the the control of test experts on test generation; ontologies and rules are used to specify what needs to be tested and reasoning is used for identification of test objectives, for which test cases are generated. An architecture of the ontology-based approach to testing is presented and a prototype which is implemented for unit testing is described with a case study.",234276516,14,22,(missing PubMedId)
(missing DOI),Ontologies in Software Testing: A Systematic Literature Review,"É. Souza, R. Falbo, N. Vijaykumar",ONTOBRAS,2012,"Ontologies have been widely recognized as an important instrument for supporting Knowledge Management (KM). In order to look for a domain ontology that can be used in KM in software testing, in this paper, we investigate, by means of a Systematic Literature Review (SLR), ontologies in the software testing domain, including questions related to their coverage of the software testing domain, and how they were developed.",232659654,23,45,(missing PubMedId)
(missing DOI),An Ontology-based Software Test Generation Framework,"Valeh H. Nasser, W. Du, D. Macisaac",SEKE,2009,"In automated test generation, granting control to test experts over test selection can enhance quality of generated test suites. However, in many cases test experts’ control is limited and they can not define custom coverage criteria. This work proposes a general framework for application of knowledge engineering to software testing, which facilitates specification of custom coverage criteria and provides means for generating test cases from different artifacts in dissimilar domains.",230434414,16,10,(missing PubMedId)
(missing DOI),Ensuring Scientific Rigour in Literature Review,A. Vickers,(missing journal),1995,"Literature reviews are an important method of summarising scientific data. However, many reviews are not themselves scientific. This has lead to some being inaccurate, on occasion dangerously so. Systematic literature reviews should involve six key elements: a clearly focused question; a thorough search for relevant studies; explicit criteria for including studies in the review; explicit criteria for judging the validity of the studies; an appropriate method of data synthesis; and suitable interpretation of the data presented. These ensure that the review is replicable and that reasons for the author's conclusions are explicit. Systematic reviews require considerable skills and resources. It is unlikely that all future reviews published in complementary medicine journals will constitute methodologically sound systematic reviews. It is suggested that authors of non-systematic reviews reflect on the possible shortcomings of their work and avoid making strong recommendations. Researchers should learn the skills of literature searching and critical appraisal.",219348610,6,15,(missing PubMedId)
(missing DOI),Research and Implementation of Knowledge Management Methods in Software Testing Process,"Liu Xue-mei, Gu Guo-chang, Liu Yong-po, Wu Ji",2009 WRI World Congress on Computer Science and Information Engineering,2009,"In software testing organizations, effective knowledge management of the testing process is the key to improve the quality of software testing. One of the most important research questions is how to effectively integrate the knowledge management with the software testing process so that the knowledge assets can be spread and reused in software testing organizations. In this paper, the current state of knowledge management in software testing was analyzed and the major existing problems were identified; a knowledge management system in software testing was designed and implemented. In the mean time, many ontology-based key technologies have been proposed, which could be used in knowledge representation of software testing, search and sorting of the knowledge document, and construction of the knowledge map. Finally, an example of the knowledge map module was given to verify that knowledge management in software testing is reasonable and effective",218365734,13,9,(missing PubMedId)
(missing DOI),Identification of coordination requirements: implications for the Design of collaboration and awareness tools,"M. Cataldo, Patrick Wagstrom, J. Herbsleb, Kathleen M. Carley",Conference on Computer Supported Cooperative Work,2006,"Task dependencies drive the need to coordinate work activities. We describe a technique for using automatically generated archi-val data to compute coordination requirements, i.e., who must coordinate with whom to get the work done. Analysis of data from a large software development project revealed that coordina-tion requirements were highly volatile, and frequently extended beyond team boundaries. Congruence between coordination re-quirements and coordination activities shortened development time. Developers, particularly the most productive ones, changed their use of electronic communication media over time, achieving higher congruence. We discuss practical implications of our technique for the design of collaborative and awareness tools.",217875158,550,44,(missing PubMedId)
(missing DOI),Foundations of Software Testing: ISTQB Certification,"Dorothy Graham, Erik Van Veenendaal, Isabel Evans, Rex Black",(missing journal),2006,"Covering the fundamental principles that every system and software tester should know, this essential guide is designed to help you pass the ISTQB exam and qualify at Foundation Level, and is enhanced with many useful learning aids.",210048155,197,0,(missing PubMedId)
(missing DOI),Observing Software Testing Practice from the Viewpoint of Organizations and Knowledge Management,"Ossi Taipale, Katja Karhu, K. Smolander",First International Symposium on Empirical Software Engineering and Measurement (ESEM 2007),2007,"The objective of this qualitative study was to understand the complex practice of software testing, and based on this understanding, to develop hypotheses on testing organizations and knowledge management. The population of the study consisted of organizational units (OUs) that develop and test technical software for automation or telecommunication domains. First, a survey of testing practices was conducted and 26 OUs were interviewed. From this sample, five OUs were further selected for an in-depth case study. The study used grounded theory as its research method and the data was collected from 41 theme-based interviews. The analysis yielded hypotheses that included that the business orientation of an OU affects testing organization, knowledge management strategy, and outsourcing of testing. Further, identifying and avoiding barriers and using enablers improve knowledge transfer between development and testing. The results of this study can be used in developing the testing organization and the knowledge management strategy of an OU.",207239576,21,40,(missing PubMedId)
(missing DOI),Ontology-Based Testing Platform for Reusing,"Xuexiang Li, Wenning Zhang",2012 Sixth International Conference on Internet Computing for Science and Engineering,2012,"With more and more attention on the software quality, the test case reuse has become a focus in current research. By integrating knowledge management and software reuse theory, several design guidelines for reusable test cases are identified according to the characteristics of software components. A reusable test case knowledge management model is proposed to support the knowledge reuse based on the ontology representation of reusable test cases in this paper. With the ontology and knowledge management model, test engineers can retrieve and reuse test cases flexibly.",205146434,23,14,(missing PubMedId)
(missing DOI),An architectural model for software testing lesson learned systems,"J.M. Andrade, Juan Ares, María-Aurora Martínez, Juan Pazos, Santiago Rodríguez, Julio Romera, Sonia Suárez",Information & Software Technology,2012,(missing abstract),204829893,36,101,(missing PubMedId)
(missing DOI),A method for evaluating rigor and industrial relevance of technology evaluations,"Martin Ivarsson, Tony Gorschek",Empirical Software Engineering,2011,"One of the main goals of an applied research field such as software engineering is the transfer and widespread use of research results in industry. To impact industry, researchers developing technologies in academia need to provide tangible evidence of the advantages of using them. This can be done trough step-wise validation, enabling researchers to gradually test and evaluate technologies to finally try them in real settings with real users and applications. The evidence obtained, together with detailed information on how the validation was conducted, offers rich decision support material for industry practitioners seeking to adopt new technologies and researchers looking for an empirical basis on which to build new or refined technologies. This paper presents model for evaluating the rigor and industrial relevance of technology evaluations in software engineering. The model is applied and validated in a comprehensive systematic literature review of evaluations of requirements engineering technologies published in software engineering journals. The aim is to show the applicability of the model and to characterize how evaluations are carried out and reported to evaluate the state-of-research. The review shows that the model can be applied to characterize evaluations in requirements engineering. The findings from applying the model also show that the majority of technology evaluations in requirements engineering lack both industrial relevance and rigor. In addition, the research field does not show any improvements in terms of industrial relevance over time.",203227702,372,103,(missing PubMedId)
(missing DOI),Guide to the Software Engineering Body of Knowledge (SWEBOK) and the Software Engineering Education Knowledge (SEEK) - a preliminary mapping,"Pierre Bourque, F. Robert, J.M. Lavoie, A. Lee, Sylvie Trudel, Timothy C. Lethbridge",(missing journal),2002,"This paper is the result of a workshop held in Montreal in October 2002 during the Software Technology and Practice Conference (STEP 2002). The purpose of the paper is to present a preliminary mapping of two related but distinct software engineering body of knowledge initiatives, and also a list of proposals to improve them: the guide to the Software Engineering Body of Knowledge (SWEBOK) and the Software Engineering Education [body of] Knowledge (SEEK). The SWEBOK guide is aimed at identifying and describing the body of knowledge of a software engineering professional who has an undergraduate degree and four years of experience. The intended audiences of the SWEBOK Guide include industry, academia and policy-making organizations. The SEEK is aimed at delimiting the knowledge that professionals teaching software engineering agree is necessary for anyone to obtain an undergraduate degree in this field. The mapping shows that, though there are no major school of thought divergences between the two bodies of knowledge, there are a number of differences in the details of each breakdown in terms of vocabulary, level of detail, decomposition approach and topics encompassed.",199344559,1011,3,(missing PubMedId)
(missing DOI),Knowledge management and software testing,"A. Desai, S. Shah",ICWET,2011,"There is a need to develop a software platform to support Knowledge Management activities in software testing domain. But there are many difficulties in implementing knowledge acquisition, coding, storage and searching effectively in existing knowledge management platform. In this paper, various problems faced by organizations in Knowledge Management were identified. Software Testing if integrated with Knowledge Management can provide solution to these problems. Similarly, key technologies are discussed such as Knowledge Management System, Knowledge Management Cycle and Software Testing. A case study on GSG Penang is also discussed.",198172213,18,1,(missing PubMedId)
(missing DOI),Performing systematic literature reviews in software engineering,"D. Budgen, P. Brereton",International Conference on Software Engineering,2006,"Context: Making best use of the growing number of empirical studies in Software Engineering, for making decisions and formulating research questions, requires the ability to construct an objective summary of available research evidence. Adopting a systematic approach to assessing and aggregating the outcomes from a set of empirical studies is also particularly important in Software Engineering, given that such studies may employ very different experimental forms and be undertaken in very different experimental contexts.Objectives: To provide an introduction to the role, form and processes involved in performing Systematic Literature Reviews. After the tutorial, participants should be able to read and use such reviews, and have gained the knowledge needed to conduct systematic reviews of their own.Method: We will use a blend of information presentation (including some experiences of the problems that can arise in the Software Engineering domain), and also of interactive working, using review material prepared in advance.",188430695,8583,9,(missing PubMedId)
(missing DOI),Guidelines for snowballing in systematic literature studies and a replication in software engineering,C. Wohlin,International Conference on Evaluation & Assessment in Software Engineering,2014,"Background: Systematic literature studies have become common in software engineering, and hence it is important to understand how to conduct them efficiently and reliably.
 Objective: This paper presents guidelines for conducting literature reviews using a snowballing approach, and they are illustrated and evaluated by replicating a published systematic literature review.
 Method: The guidelines are based on the experience from conducting several systematic literature reviews and experimenting with different approaches.
 Results: The guidelines for using snowballing as a way to search for relevant literature was successfully applied to a systematic literature review.
 Conclusions: It is concluded that using snowballing, as a first search strategy, may very well be a good alternative to the use of database searches.",186699819,4662,33,(missing PubMedId)
(missing DOI),Systematic Mapping Studies in Software Engineering,"K. Petersen, R. Feldt, Shahid Mujtaba, Michael Mattsson",International Conference on Evaluation & Assessment in Software Engineering,2008,"BACKGROUND: A software engineering systematic map is a defined method to build a classification scheme and structure a software engineering field of interest. The analysis of results focuses on frequencies of publications for categories within the scheme. Thereby, the coverage of the research field can be determined. Different facets of the scheme can also be combined to answer more specific research questions. 
 
OBJECTIVE: We describe how to conduct a systematic mapping study in software engineering and provide guidelines. We also compare systematic maps and systematic reviews to clarify how to chose between them. This comparison leads to a set of guidelines for systematic maps. 
 
METHOD: We have defined a systematic mapping process and applied it to complete a systematic mapping study. Furthermore, we compare systematic maps with systematic reviews by systematically analyzing existing systematic reviews. 
 
RESULTS: We describe a process for software engineering systematic mapping studies and compare it to systematic reviews. Based on this, guidelines for conducting systematic maps are defined. 
 
CONCLUSIONS: Systematic maps and reviews are different in terms of goals, breadth, validity issues and implications. Thus, they should be used complementarily and require different methods (e.g., for analysis).",186437114,3618,21,(missing PubMedId)
(missing DOI),A knowledge management approach for testing open source software systems,"Tamer Abdou, Pankaj Kamthan",2014 IEEE 33rd International Performance Computing and Communications Conference (IPCCC),2014,"The development of open source software (OSS), and their deployment by general public as well as by different types of organizations, has increased manifold over the past decade or so. In spite of the ubiquity of OSS, the quality of many OSS remains questionable. Testing provides a curative approach for OSS quality assurance, and a comprehensive approach to testing is a knowledge-intensive endeavor. The management of knowledge in the OSS test process forms a perpetual cycle of creation, dissemination, and acquisition of test knowledge.",185671534,3,8,(missing PubMedId)
(missing DOI),Knowledge management technology,A. Marwick,IBM Syst. J.,2001,"Selected technologies that contribute to knowledge management solutions are reviewed using Nonaka's model of organizational knowledge creation as a framework. The extent to which knowledge transformation within and between tacit and explicit forms can be supported by the technologies is discussed, and some likely future trends are identified. It is found that the strongest contribution to current solutions is made by technologies that deal largely with explicit knowledge, such as search and classification. Contributions to the formation and communication of tacit knowledge, and support for making it explicit, are currently weaker, although some encouraging developments are highlighted, such as the use of text-based chat, expertise location, and unrestricted bulletin boards. Through surveying some of the technologies used for knowledge management, this paper serves as an introduction to the subject for those papers in this issue that discuss technology.",178341245,727,80,(missing PubMedId)
(missing DOI),Identifying the relevant information for software testing technique selection,Sira Vegas,International Symposium on Empirical Software Engineering,2004,"One of the major problems within the software testing area is how to get a suitable set of test cases to test a software system. This set should assure maximum effectiveness with the least possible number of test cases. There are nowadays numerous testing techniques available for generating test cases. However, many of them are never used, while a few are used over and over again. Testers have little (if any) information about the available techniques, their usefulness and, generally, how suited they are to the project at hand. This lack of information means less tuned decisions on which testing techniques to use. This paper presents the results of developing an artefact (called a characterisation schema) to assist with testing technique selection. When instantiated for a variety of techniques, the schema provides developers with a catalogue containing enough information for them to select the best suited techniques for a given project. The schema, and its associated catalogue, assure that the decisions developers make are based on grounded knowledge of the techniques rather than on perceptions, suppositions and assumptions.",167227058,19,15,(missing PubMedId)
(missing DOI),Knowledge transfer: Discover your value proposition,"Carla O'Dell, C. Grayson",(missing journal),1999,"Does managing and transferring knowledge really work? Absolutely. Dramatic results for a growing number of companies—large and small, private and public—have encouraged other organizations to follow suit.",166061469,190,0,(missing PubMedId)
(missing DOI),An Ontology for Guiding Performance Testing,"Artur Freitas, R. Vieira",2014 IEEE/WIC/ACM International Joint Conferences on Web Intelligence (WI) and Intelligent Agent Technologies (IAT),2014,"Software test is a technique to obtain information about software systems quality. Performance test is a type of software test that aims at evaluating software performance at a given load scenario, but it requires specialized knowledge about tools, activities and metrics of the domain. Since ontology is a promising knowledge representation technique, this paper presents a literature review to identify trends and compare researches of ontologies in the fields of software testing and software performance. Also, to investigate this issue from a practical perspective, it was developed an ontology for representing the core knowledge of performance testing. This paper presents the ontology and compare it with related ones. Then, semantic technologies are explored to demonstrate the practical feasibility of developing ontology-based applications for assisting testers with performance test planning and management.",165292629,20,37,(missing PubMedId)
(missing DOI),Systematic literature reviews in software engineering - A systematic literature review,"Barbara Kitchenham, O. Pearl Brereton, David Budgen, Mark Turner, John W. Bailey, Stephen Linkman",Information and Software Technology,2008,(missing abstract),164823269,4924,45,(missing PubMedId)
(missing DOI),The Role of the Tester's Knowledge in Exploratory Software Testing,"Juha Itkonen, M. Mäntylä, C. Lassenius",IEEE Transactions on Software Engineering,2013,"We present a field study on how testers use knowledge while performing exploratory software testing (ET) in industrial settings. We video recorded 12 testing sessions in four industrial organizations, having our subjects think aloud while performing their usual functional testing work. Using applied grounded theory, we analyzed how the subjects performed tests and what type of knowledge they utilized. We discuss how testers recognize failures based on their personal knowledge without detailed test case descriptions. The knowledge is classified under the categories of domain knowledge, system knowledge, and general software engineering knowledge. We found that testers applied their knowledge either as a test oracle to determine whether a result was correct or not, or for test design, to guide them in selecting objects for test and designing tests. Interestingly, a large number of failures, windfall failures, were found outside the actual focus areas of testing as a result of exploratory investigation. We conclude that the way exploratory testers apply their knowledge for test design and failure recognition differs clearly from the test-case-based paradigm and is one of the explanatory factors of the effectiveness of the exploratory testing approach.",156332750,123,84,(missing PubMedId)
(missing DOI),Using grounded theory to study the human aspects of software engineering,"Rashina Hoda, J. Noble, S. Marshall",HAoSE '10,2010,"Grounded Theory (GT) is increasingly being used to study the human aspects of Software Engineering. Unfortunately, the Grounded Theory method is still not widely understood in the Software Engineering discipline. We present an overview of the Grounded Theory method and discuss its use.",152741595,79,14,(missing PubMedId)
(missing DOI),A Knowledge Management Approach for Industrial Model-based Testing,"D. Koznov, V. Malinov, Eugene Sokhransky, M. Novikova",KMIS,2008,"This paper offers a knowledge management method for industrial model-based testing, which based on partial specifications and “attached” to the software development process that uses it. Partial specification means formal description of considerable/potentially problematic properties of a system, and is used for further automated testing. That allows reducing expenses of testing compared to developing full formal specifications. The “attached” nature of the method means that the team of testers can work independently of the basic process, without imposing on it any specific limitations connected with model-based testing. The method intends for lightweight processes where a lack of documentation and formal described requirements are absent. The paper also presents approbation of the method while testing an industrial Webapplication by means of model-based testing technology UniTesk in DataArt Inc. software company.",147456853,1,21,(missing PubMedId)
(missing DOI),"The use of scoring rubrics: Reliability, validity, and educational consequences","Anders Jonsson, Gunilla Svingby",Educational Research Review,2006,(missing abstract),142790071,1502,109,(missing PubMedId)
(missing DOI),Software Testing and Industry Needs,"R. Glass, R. Collard, A. Bertolino, J. Bach, C. Kaner",IEEE Software,2006,We've invited five renowned experts in software testing to give a brief answer to an admittedly broad question: does the practice of software testing effectively meet industry needs?,130801689,49,0,(missing PubMedId)
(missing DOI),Knowledge management approach in mobile software system testing,"Ong Kein Wei, Tang Mei Ying",2007 IEEE International Conference on Industrial Engineering and Engineering Management,2007,"Software testing is the last phase in the software development life cycle (SDLC) which aims to test and capture any defects before the software is being deployed. System test is more concentrated on black box testing whereby the functionality and integration between software, hardware and computer system is tested. Motorola Global Software Group Malaysia, Penang (GSG Penang) is the core test team for iDENtrade phone software system testing. The main activity of iDENtrade phone software system test is to conduct phone software functionality test, mobile data (such as GPS and circuit data call) test as well as software stress test through the iDENtrade network simulation in Penang. This paper discusses the proposal of implementing test knowledge management framework in iDENtrade phone software system testing and how the knowledge management approach can benefit the testing team in terms of cost and productivity.",129476414,19,5,(missing PubMedId)
