Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
22,"JM Horcas, JA Galindo, R Heradio…","A Monte Carlo tree search conceptual framework for feature model analyses",2023,"Journal of Systems and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121222002278","https://scholar.google.com/scholar?cites=16299068444819437818&as_sdt=2005&sciodt=0,5&hl=en",11,"2025-11-13 00:32:51","","","","",,,,,22,11.00,6,4,2,"Challenging domains of the future such as Smart Cities, Cloud Computing, or Industry 4.0 expose highly variable systems with colossal configuration spaces. The automated analysis …","https://e-spacio.uned.es/bitstreams/72bbd74d-5997-4936-a2ee-423075659b47/download","https://scholar.google.com/scholar?q=related:-rg992TsMeIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
23,"A Felfernig, A Falkner, D Benavides","Feature Models: AI-Driven Design, Analysis and Applications",2024,"","library.oapen.org","https://library.oapen.org/handle/20.500.12657/92339","https://scholar.google.com/scholar?cites=14673996434504699053&as_sdt=2005&sciodt=0,5&hl=en",12,"2025-11-13 00:32:51","BOOK","","","",,,,,23,23.00,8,3,1,"This open access book provides a basic introduction to feature modelling and analysis as well as to the integration of AI methods with feature modelling. It is intended as an …","https://library.oapen.org/bitstream/handle/20.500.12657/92339/1/978-3-031-61874-1.pdf","https://scholar.google.com/scholar?q=related:rUwA0gKCpMsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
28,"JM Horcas, D Strüber, A Burdusel…","We're Not Gonna Break It! Consistency-Preserving Operators for Efficient Product Line Configuration",2022,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9765726/","https://scholar.google.com/scholar?cites=8028691318433555904&as_sdt=2005&sciodt=0,5&hl=en",13,"2025-11-13 00:32:51","","","","",,,,,28,9.33,7,4,3,"When configuring a software product line, finding a good trade-off between multiple orthogonal quality concerns is a challenging multi-objective optimisation problem. State-of …","https://arxiv.org/pdf/2204.12918","https://scholar.google.com/scholar?q=related:wKV-Xjeka28J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
24,"GA Randrianaina, X Tërnava, DE Khelladi…","On the benefits and limits of incremental build of software configurations: an exploratory study",2022,"Proceedings of the 44th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3510003.3510190","https://scholar.google.com/scholar?cites=17968871238746972543&as_sdt=2005&sciodt=0,5&hl=en",14,"2025-11-13 00:32:51","","10.1145/3510003.3510190","","",,,,,24,8.00,6,4,3,"Software projects use build systems to automate the compilation, testing, and continuous deployment of their software products. As software becomes increasingly configurable, the …","https://hal.science/hal-03547219/file/ICSE22_HAL.pdf","https://scholar.google.com/scholar?q=related:fyE_QDBBXvkJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
36,"S Strüder, M Mukelabai, D Strüber…","Feature-oriented defect prediction",2020,"Proceedings of the 24th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3382025.3414960","https://scholar.google.com/scholar?cites=16909769522168897909&as_sdt=2005&sciodt=0,5&hl=en",15,"2025-11-13 00:32:51","","10.1145/3382025.3414960","","",,,,,36,7.20,9,4,5,"Software errors are a major nuisance in software development and can lead not only to reputation damages, but also to considerable financial losses for companies. Therefore …","https://repository.ubn.ru.nl/bitstream/handle/2066/227207/227207.pdf?sequence=1","https://scholar.google.com/scholar?q=related:daGa4smRq-oJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
15,"MA Hossen, S Kharade, B Schmerl…","CaRE: Finding Root Causes of Configuration Issues in Highly-Configurable Robots",2023,"IEEE Robotics and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10137745/","https://scholar.google.com/scholar?cites=5840775798142829906&as_sdt=2005&sciodt=0,5&hl=en",16,"2025-11-13 00:32:51","","","","",,,,,15,7.50,4,4,2,"Robotic systems have subsystems with a combinatorially large configuration space and hundreds or thousands of possible software and hardware configuration options interacting …","https://ieeexplore.ieee.org/ielaam/7083369/10128766/10137745-aam.pdf","https://scholar.google.com/scholar?q=related:UoUAhaSaDlEJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
26,"I Kumara, MH Ariz, MB Chhetri…","FOCloud: feature model guided performance prediction and explanation for deployment configurable cloud applications",2022,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9681200/","https://scholar.google.com/scholar?cites=17853229311527391994&as_sdt=2005&sciodt=0,5&hl=en",17,"2025-11-13 00:32:51","","","","",,,,,26,8.67,7,4,3,"The increasing heterogeneity of the VM offerings on public IaaS clouds gives rise to a very large number of deployment options for constructing distributed, multi-component cloud …","","https://scholar.google.com/scholar?q=related:-pIu53dpw_cJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
30,"A Felfernig, VM Le, A Popescu, M Uta…","An overview of recommender systems and machine learning in feature modeling and configuration",2021,"Proceedings of the 15th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3442391.3442408","https://scholar.google.com/scholar?cites=11664619638895153247&as_sdt=2005&sciodt=0,5&hl=en",18,"2025-11-13 00:32:51","","10.1145/3442391.3442408","","",,,,,30,7.50,6,5,4,"Recommender systems support decisions in various domains ranging from simple items such as books and movies to more complex items such as financial services …","https://arxiv.org/pdf/2102.06634","https://scholar.google.com/scholar?q=related:XxBkgMIN4aEJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
9,"S Peldszus, D Brugali, D Strüber, P Pelliccione…","Software reconfiguration in robotics",2025,"Empirical Software …","Springer","https://link.springer.com/article/10.1007/s10664-024-10596-9","https://scholar.google.com/scholar?cites=18205346580903896157&as_sdt=2005&sciodt=0,5&hl=en",19,"2025-11-13 00:32:51","HTML","10.1007/s10664-024-10596-9","","",,,,,9,9.00,2,5,1,"Robots often need to be reconfigurable—to customize, calibrate, or optimize robots operating in varying environments with different hardware. A particular challenge in robotics …","https://link.springer.com/article/10.1007/s10664-024-10596-9","https://scholar.google.com/scholar?q=related:XSSmX0JipvwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
7,"Y Xia, Z Ding, W Shang","Comsa: A modeling-driven sampling approach for configuration performance testing",2023,"2023 38th IEEE/ACM International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10298456/","https://scholar.google.com/scholar?cites=3525947910868640859&as_sdt=2005&sciodt=0,5&hl=en",20,"2025-11-13 00:32:51","","","","",,,,,7,3.50,2,3,2,"Highly configurable systems enable customers to flexibly configure the systems in diverse deployment environments. The flexibility of configurations also poses challenges for …","https://ece.uwaterloo.ca/~wshang/pubs/ASE_2023_YUANJIE.pdf","https://scholar.google.com/scholar?q=related:WyTbk_Gu7jAJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
2,"Y Li, L Bao, K Huang, C Wu","CSAT: Configuration structure-aware tuning for highly configurable software systems",2025,"Journal of Systems and Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121224003601","https://scholar.google.com/scholar?cites=5134118016044456200&as_sdt=2005&sciodt=0,5&hl=en",21,"2025-11-13 00:32:51","","","","",,,,,2,2.00,1,4,1,"Many modern software systems provide numerous configuration options with a large parameter space that users can adjust for specific running environments. However …","","https://scholar.google.com/scholar?q=related:CFlDRSINQEcJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
1,"A Huotala, M Kuutila, M Mäntylä","SESR-Eval: Dataset for Evaluating LLMs in the Title-Abstract Screening of Systematic Reviews",2025,"arXiv preprint arXiv:2507.19027","arxiv.org","https://arxiv.org/abs/2507.19027","https://scholar.google.com/scholar?cites=6837403427167043658&as_sdt=2005&sciodt=0,5&hl=en",22,"2025-11-13 00:32:51","","","","",,,,,1,1.00,0,3,1,"Background: The use of large language models (LLMs) in the title-abstract screening process of systematic reviews (SRs) has shown promising results, but suffers from limited …","https://arxiv.org/pdf/2507.19027","https://scholar.google.com/scholar?q=related:SoBU3jBW414J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
3,"TT Nguyen, XY Zhang, P Arcaini, F Ishikawa…","Automated program repair for variability bugs in software product line systems",2025,"Journal of Systems and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121224001973","https://scholar.google.com/scholar?cites=40996757251872168&as_sdt=2005&sciodt=0,5&hl=en",23,"2025-11-13 00:32:51","","","","",,,,,3,3.00,1,5,1,"Software product line (SPL) systems are widely employed to develop industrial projects. For an SPL system, different products/variants are created by combining different subsets of the …","","https://scholar.google.com/scholar?q=related:qNXwYFWmkQAJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
6,"D Fernández-Amorós, R Heradio…","Pragmatic random sampling of the Linux Kernel: enhancing the randomness and correctness of the conf tool",2024,"Proceedings of the 28th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3646548.3672586","https://scholar.google.com/scholar?cites=2955571413090840811&as_sdt=2005&sciodt=0,5&hl=en",24,"2025-11-13 00:32:51","","10.1145/3646548.3672586","","",,,,,6,6.00,2,3,1,"The configuration space of some systems is so large that it cannot be computed. This is the case with the Linux Kernel, which provides almost 19,000 configurable options described …","https://dl.acm.org/doi/pdf/10.1145/3646548.3672586","https://scholar.google.com/scholar?q=related:6zCUeYpMBCkJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
1,"GA Randrianaina, DE Khelladi, O Zendra…","PyroBuildS: Speeding up the exploration of large configuration spaces with incremental build",2025,"Journal of Systems and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121225002614","https://scholar.google.com/scholar?cites=4038973241386058961&as_sdt=2005&sciodt=0,5&hl=en",25,"2025-11-13 00:32:51","","","","",,,,,1,1.00,0,4,1,"Software developers are acutely aware that software build is an essential but resource-intensive step in any software development process, all the more when building large and/or …","https://hal.science/hal-05213625/file/PyroBuildS-JSS.pdf","https://scholar.google.com/scholar?q=related:0cQffsNQDTgJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
22,"L Lesoil, M Acher, X Tërnava, A Blouin…","The interplay of compile-time and run-time options for performance prediction",2021,"Proceedings of the 25th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3461001.3471149","https://scholar.google.com/scholar?cites=14326532624175127232&as_sdt=2005&sciodt=0,5&hl=en",26,"2025-11-13 00:32:51","","10.1145/3461001.3471149","","",,,,,22,5.50,4,5,4,"Many software projects are configurable through compile-time options (eg, using./configure) and also through run-time options (eg, command-line parameters, fed to the software at …","https://hal.science/hal-03286127/file/Interplay_compile_runtime.pdf","https://scholar.google.com/scholar?q=related:wNoAN4QR0sYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
1,"M Huyghe, W Rudametkin, C Quinton","FP-Rainbow: Fingerprint-Based Browser Configuration Identification",2025,"Proceedings of the ACM on Web …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3696410.3714699","https://scholar.google.com/scholar?cites=2399396656675629680&as_sdt=2005&sciodt=0,5&hl=en",27,"2025-11-13 00:32:51","","10.1145/3696410.3714699","","",,,,,1,1.00,0,3,1,"Browser fingerprinting is a tracking technique that collects attributes and calls functions from the browser's APIs. Unlike cookies, browser fingerprints are difficult to evade or delete …","https://dl.acm.org/doi/pdf/10.1145/3696410.3714699","https://scholar.google.com/scholar?q=related:cCpp9IteTCEJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
26,"MS Iqbal, J Su, L Kotthoff…","Flexibo: Cost-aware multi-objective optimization of deep neural networks",2020,"arXiv preprint arXiv …","pooyanjamshidi.github.io","https://pooyanjamshidi.github.io/resources/papers/flexibo.pdf","https://scholar.google.com/scholar?cites=5100643925714636698&as_sdt=2005&sciodt=0,5&hl=en",28,"2025-11-13 00:32:51","PDF","","","",,,,,26,5.20,7,4,5,"One of the key challenges in designing machine learning systems is to determine the right balance amongst several objectives, which also oftentimes are incommensurable and …","https://pooyanjamshidi.github.io/resources/papers/flexibo.pdf","https://scholar.google.com/scholar?q=related:mo_5RaAgyUYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
20,"H Martin, M Acher, JA Pereira…","A comparison of performance specialization learning for configurable systems",2021,"Proceedings of the 25th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3461001.3471155","https://scholar.google.com/scholar?cites=13185098392880576138&as_sdt=2005&sciodt=0,5&hl=en",29,"2025-11-13 00:32:51","","10.1145/3461001.3471155","","",,,,,20,5.00,5,4,4,"The specialization of the configuration space of a software system has been considered for targeting specific configuration profiles, usages, deployment scenarios, or hardware …","https://hal.science/hal-03335263v1/file/PerformanceSpecialization.pdf","https://scholar.google.com/scholar?q=related:inY4dCHh-rYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
13,"S Tavassoli, CDN Damasceno, R Khosravi…","Adaptive behavioral model learning for software product lines",2022,"Proceedings of the 26th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3546932.3546991","https://scholar.google.com/scholar?cites=15551286288381827208&as_sdt=2005&sciodt=0,5&hl=en",30,"2025-11-13 00:32:51","","10.1145/3546932.3546991","","",,,,,13,4.33,3,4,3,"Behavioral models enable the analysis of the functionality of software product lines (SPL), eg, model checking and model-based testing. Model learning aims to construct behavioral …","https://dl.acm.org/doi/pdf/10.1145/3546932.3546991","https://scholar.google.com/scholar?q=related:iNhmK3xE0dcJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
6,"M Acher","A demonstration of end-user code customization using generative ai",2024,"Proceedings of the 18th International Working …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3634713.3634732","https://scholar.google.com/scholar?cites=4156133641769107217&as_sdt=2005&sciodt=0,5&hl=en",31,"2025-11-13 00:32:51","","10.1145/3634713.3634732","","",,,,,6,6.00,6,1,1,"Producing a variant of code is highly challenging, particularly for individuals unfamiliar with programming. This demonstration introduces a novel use of generative AI to aid end-users …","https://hal.science/hal-04312909v1/file/DemonstrationVariabilityGPTVaMoS-preprint.pdf","https://scholar.google.com/scholar?q=related:Eb-y7IaNrTkJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
1,"B Friesel, O Spinczyk","Understanding Product Line Runtime Performance with Behaviour Models and Regression Model Trees",2025,"Proceedings of the 2025 29th ACM International …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3744915.3748472","https://scholar.google.com/scholar?cites=10282380175749363900&as_sdt=2005&sciodt=0,5&hl=en",32,"2025-11-13 00:32:51","","10.1145/3744915.3748472","","",,,,,1,1.00,1,2,1,"Performance models for software product lines encode the relation between configurable product features and performance attributes. These cover both static attributes such as …","https://dl.acm.org/doi/pdf/10.1145/3744915.3748472","https://scholar.google.com/scholar?q=related:vDgPnUpaso4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
8,"E Guégain, A Taherkordi, C Quinton","Configuration optimization with limited functional impact",2023,"International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-34560-9_4","https://scholar.google.com/scholar?cites=331960588237076017&as_sdt=2005&sciodt=0,5&hl=en",33,"2025-11-13 00:32:51","","10.1007/978-3-031-34560-9_4","","",,,,,8,4.00,3,3,2,"Dealing with a large configuration space is a complex task for developers, especially when configurations must comply with both functional constraints and non-functional goals. In this …","https://hal.science/hal-04034888v1/file/CAISE23.pdf","https://scholar.google.com/scholar?q=related:MfZMbWVcmwQJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
5,"L Schmid, T Sağlam, M Selzer, A Koziolek","Cost-Efficient Construction of Performance Models",2024,"Proceedings of the 4th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3660317.3660322","https://scholar.google.com/scholar?cites=2839033741602465650&as_sdt=2005&sciodt=0,5&hl=en",34,"2025-11-13 00:32:51","","10.1145/3660317.3660322","","",,,,,5,5.00,1,4,1,"Modern high-performance applications are highly-configurable systems that provide hundreds of configuration options. Performance models offer insights into the performance …","https://dl.acm.org/doi/pdf/10.1145/3660317.3660322","https://scholar.google.com/scholar?q=related:cieQaSVGZicJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
7,"R Medeiros, O Díaz, D Benavides","Unleashing the power of implicit feedback in software product lines: Benefits ahead",2023,"Proceedings of the 22nd ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3624007.3624058","https://scholar.google.com/scholar?cites=9555018236698630090&as_sdt=2005&sciodt=0,5&hl=en",35,"2025-11-13 00:32:51","","10.1145/3624007.3624058","","",,,,,7,3.50,2,3,2,"Software Product Lines (SPLs) facilitate the development of a complete range of software products through systematic reuse. Reuse involves not only code but also the transfer of …","https://idus.us.es/server/api/core/bitstreams/09c80f3a-3aa9-42a4-be25-0fc61caf6261/content","https://scholar.google.com/scholar?q=related:yhfNLHY-moQJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
14,"L Lesoil, M Acher, A Blouin, JM Jézéquel","Input sensitivity on the performance of configurable systems an empirical study",2023,"Journal of Systems and Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121223000663","https://scholar.google.com/scholar?cites=15787474897405503793&as_sdt=2005&sciodt=0,5&hl=en",36,"2025-11-13 00:32:51","","","","",,,,,14,7.00,4,4,2,"Widely used software systems such as video encoders are by necessity highly configurable, with hundreds or even thousands of options to choose from. Their users often have a hard …","https://www.sciencedirect.com/science/article/am/pii/S0164121223000663","https://scholar.google.com/scholar?q=related:MWlACMZgGNsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
1,"H Spieker, T Matricon, N Belmecheri, JE Betten…","Prompting for performance: Exploring llms for configuring software",2025,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2507.09790","https://scholar.google.com/scholar?cites=8335517087832003813&as_sdt=2005&sciodt=0,5&hl=en",37,"2025-11-13 00:32:51","","","","",,,,,1,1.00,0,5,1,"Software systems usually provide numerous configuration options that can affect performance metrics such as execution time, memory usage, binary size, or bitrate. On the …","https://arxiv.org/pdf/2507.09790?","https://scholar.google.com/scholar?q=related:5dRsv6C0rXMJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
10,"J Martinez, D Strüber, JM Horcas, A Burdusel…","Acapulco: an extensible tool for identifying optimal and consistent feature model configurations",2022,"Proceedings of the 26th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3503229.3547067","https://scholar.google.com/scholar?cites=18368270070661747784&as_sdt=2005&sciodt=0,5&hl=en",38,"2025-11-13 00:32:51","","10.1145/3503229.3547067","","",,,,,10,3.33,2,5,3,"Configuring feature-oriented variability-rich systems is complex because of the large number of features and, potentially, the lack of visibility of the implications on quality attributes when …","https://kclpure.kcl.ac.uk/portal/files/176536780/main.pdf","https://scholar.google.com/scholar?q=related:SJQ7XE806f4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
1,"E Guégain, A Bonvoisin, C Quinton, M Acher…","Exploring Performance Trade-offs in JHipster",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2409.16480","https://scholar.google.com/scholar?cites=8751903035034494146&as_sdt=2005&sciodt=0,5&hl=en",39,"2025-11-13 00:32:51","","","","",,,,,1,1.00,0,5,1,"The performance of software systems remains a persistent concern in the field of software engineering. While traditional metrics like binary size and execution time have long been …","https://arxiv.org/pdf/2409.16480","https://scholar.google.com/scholar?q=related:wuTk13ABdXkJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
9,"P Stöckle, T Wasserer, B Grobauer…","Automated identification of security-relevant configuration settings using NLP",2022,"Proceedings of the 37th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3551349.3559499","https://scholar.google.com/scholar?cites=4273283807787324250&as_sdt=2005&sciodt=0,5&hl=en",40,"2025-11-13 00:32:51","","10.1145/3551349.3559499","","",,,,,9,3.00,2,4,3,"To secure computer infrastructure, we need to configure all security-relevant settings. We need security experts to identify security-relevant settings, but this process is time …","https://arxiv.org/pdf/2209.08853","https://scholar.google.com/scholar?q=related:WpOXe_vATTsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
